       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
         30 27 May 2025 11:29:10     -0.205    11.0857   1.033988     0.2260 7.3878e+02    302.373    103.419     -0.203     0.7103     0.1551    1452.41 0.0000e+00
         31 27 May 2025 11:29:10     -0.197    11.1033   1.662135     0.2432 7.4755e+02    304.189    104.038     -0.196     1.1676     0.5106    1453.05 0.0000e+00
         32 27 May 2025 11:29:10     -0.188    11.1325   2.709635     0.2470 7.4331e+02    305.605    104.536     -0.186     1.9535     1.1204    1454.12 0.0000e+00
         33 27 May 2025 11:29:10     -0.176    11.1810   4.455956     2.2593 7.3717e+02    307.303    105.116     -0.174     3.3080     2.1692    1455.96 0.0000e+00
         34 27 May 2025 11:29:12     -0.160    11.2619   7.318233     2.2784 7.3991e+02    308.827    105.622     -0.159     5.6095     3.9466    1459.06 0.0000e+00
         35 27 May 2025 11:29:12     -0.140    11.3901  11.275331     1.3895 7.3524e+02    310.304    106.076     -0.139     8.9010     6.4804    1463.50 0.0000e+00
         36 27 May 2025 11:29:12     -0.114    11.5607  15.522803     1.3781 7.3060e+02    311.710    106.541     -0.113    12.5240     9.2598    1468.47 0.0000e+00
         37 27 May 2025 11:29:12     -0.084    11.7428  19.136929     2.8296 7.0490e+02    313.556    107.136     -0.083    15.6491    11.6489    1472.87 0.0000e+00
         38 27 May 2025 11:29:12     -0.050    11.9073  21.639782     2.8315 6.9057e+02    315.523    107.806     -0.049    17.8170    13.2991    1476.04 0.0000e+00
         39 27 May 2025 11:29:13     -0.015    12.0422  23.172211     2.9059 7.0814e+02    316.928    108.348     -0.015    19.1325    14.2941    1478.09 0.0000e+00
         40 27 May 2025 11:29:13      0.021    12.1457  24.116907     2.9307 7.1591e+02    317.667    108.649      0.021    19.9334    14.8961    1479.41 0.0000e+00
         41 27 May 2025 11:29:13      0.060    12.2222  24.707787     3.0757 6.9057e+02    316.807    108.394      0.060    20.4277    15.2655    1480.26 0.0000e+00
         42 27 May 2025 11:29:13      0.104    12.2782  25.080460     3.0680 6.8636e+02    313.115    107.156      0.103    20.7350    15.4936    1480.83 0.0000e+00
         43 27 May 2025 11:29:13      0.152    12.3189  25.311954     3.1233 7.0152e+02    307.561    105.267      0.150    20.9224    15.6316    1481.19 0.0000e+00
         44 27 May 2025 11:29:14      0.201    12.3475  25.451015     3.1500 7.0121e+02    300.016    102.688      0.199    21.0325    15.7119    1481.43 0.0000e+00
         45 27 May 2025 11:29:14      0.248    12.3666  25.532984     3.5258 5.8535e+02    291.388     99.753      0.246    21.0962    15.7578    1481.57 0.0000e+00
         46 27 May 2025 11:29:14      0.292    12.3785  25.582005     3.5220 4.9756e+02    282.225     96.626      0.290    21.1339    15.7850    1481.66 0.0000e+00
         47 27 May 2025 11:29:14      0.333    12.3853  25.611549     3.5239 5.5497e+02    273.604     93.644      0.330    21.1569    15.8016    1481.71 0.0000e+00
         48 27 May 2025 11:29:14      0.372    12.3884  25.629696     3.3179 4.5277e+02    266.278     91.102      0.369    21.1716    15.8124    1481.74 0.0000e+00
         49 27 May 2025 11:29:16      0.410    12.3889  25.642241     3.3255 5.4453e+02    260.201     89.063      0.407    21.1826    15.8209    1481.75 0.0000e+00
         50 27 May 2025 11:29:16      0.449    12.3878  25.650738     3.5601 5.0127e+02    256.212     87.722      0.445    21.1910    15.8275    1481.76 0.0000e+00
         51 27 May 2025 11:29:16      0.489    12.3852  25.653683     3.5716 5.0457e+02    253.439     86.785      0.485    21.1951    15.8311    1481.76 0.0000e+00
         52 27 May 2025 11:29:16      0.530    12.3810  25.650454     3.7127 4.6005e+02    252.097     86.310      0.525    21.1945    15.8314    1481.74 0.0000e+00
         53 27 May 2025 11:29:16      0.568    12.3754  25.645512     3.7184 4.2396e+02    251.641     86.100      0.563    21.1932    15.8312    1481.72 0.0000e+00
         54 27 May 2025 11:29:16      0.602    12.3688  25.646999     3.6841 4.0780e+02    251.497     86.033      0.597    21.1983    15.8363    1481.70 0.0000e+00
         55 27 May 2025 11:29:17      0.629    12.3619  25.660292     3.6879 3.8986e+02    250.945     85.884      0.623    21.2142    15.8497    1481.70 0.0000e+00
         56 27 May 2025 11:29:17      0.648    12.3567  25.687372     3.7394 4.1075e+02    250.176     85.646      0.642    21.2417    15.8718    1481.71 0.0000e+00
         57 27 May 2025 11:29:17      0.660    12.3548  25.723999     3.7394 4.5704e+02    249.078     85.281      0.654    21.2760    15.8986    1481.75 0.0000e+00
         58 27 May 2025 11:29:17      0.669    12.3562  25.759972     3.5506 4.1408e+02    247.334     84.685      0.662    21.3079    15.9230    1481.79 0.0000e+00
         59 27 May 2025 11:29:17      0.676    12.3598  25.788448     3.5468 4.4289e+02    245.844     84.175      0.670    21.3317    15.9408    1481.83 0.0000e+00
         60 27 May 2025 11:29:18      0.683    12.3643  25.807972     3.8672 4.4183e+02    244.474     83.706      0.676    21.3469    15.9518    1481.86 0.0000e+00
         61 27 May 2025 11:29:18      0.690    12.3687  25.819656     3.8806 4.1589e+02    243.040     83.214      0.684    21.3550    15.9573    1481.89 0.0000e+00
         62 27 May 2025 11:29:18      0.697    12.3724  25.826391     3.5887 4.5455e+02    242.023     82.859      0.690    21.3590    15.9598    1481.91 0.0000e+00
         63 27 May 2025 11:29:18      0.702    12.3753  25.830025     3.5887 4.0825e+02    241.179     82.585      0.696    21.3607    15.9606    1481.92 0.0000e+00
         64 27 May 2025 11:29:18      0.706    12.3770  25.828825     3.6765 3.9847e+02    240.756     82.448      0.699    21.3586    15.9587    1481.92 0.0000e+00
         65 27 May 2025 11:29:20      0.708    12.3775  25.823360     3.6746 4.3399e+02    241.003     82.517      0.701    21.3533    15.9546    1481.92 0.0000e+00
         66 27 May 2025 11:29:20      0.708    12.3773  25.822458     3.5925 4.2647e+02    241.951     82.802      0.702    21.3526    15.9541    1481.92 0.0000e+00
         67 27 May 2025 11:29:20      0.708    12.3770  25.831263     3.5887 4.2918e+02    243.366     83.286      0.702    21.3608    15.9604    1481.93 0.0000e+00
         68 27 May 2025 11:29:20      0.708    12.3768  25.842005     3.5163 4.3914e+02    243.987     83.528      0.702    21.3707    15.9681    1481.94 0.0000e+00
         69 27 May 2025 11:29:20      0.709    12.3762  25.845442     3.5277 4.1909e+02    244.358     83.670      0.702    21.3741    15.9708    1481.94 0.0000e+00
         70 27 May 2025 11:29:21      0.710    12.3751  25.838663     3.6440 4.1708e+02    244.321     83.664      0.704    21.3686    15.9668    1481.93 0.0000e+00
         71 27 May 2025 11:29:21      0.713    12.3736  25.827831     3.6440 4.4824e+02    244.170     83.611      0.706    21.3596    15.9601    1481.91 0.0000e+00
         72 27 May 2025 11:29:21      0.715    12.3724  25.826183     3.6498 4.3210e+02    243.828     83.464      0.709    21.3588    15.9597    1481.91 0.0000e+00
         73 27 May 2025 11:29:21      0.717    12.3718  25.838324     3.7966 3.8003e+02    243.360     83.284      0.710    21.3702    15.9685    1481.92 0.0000e+00
         74 27 May 2025 11:29:21      0.717    12.3716  25.855829     3.7985 3.9829e+02    242.483     82.976      0.710    21.3862    15.9809    1481.94 0.0000e+00
         75 27 May 2025 11:29:21      0.716    12.3717  25.870197     3.5697 4.5455e+02    241.308     82.585      0.709    21.3992    15.9909    1481.95 0.0000e+00
         76 27 May 2025 11:29:22      0.715    12.3719  25.879337     3.5601 4.3115e+02    240.352     82.276      0.708    21.4074    15.9972    1481.96 0.0000e+00
         77 27 May 2025 11:29:22      0.714    12.3720  25.884474     3.5620 3.8136e+02    239.301     81.926      0.707    21.4120    16.0007    1481.97 0.0000e+00
         78 27 May 2025 11:29:22      0.714    12.3721  25.886961     3.5525 4.3153e+02    238.983     81.825      0.707    21.4142    16.0024    1481.97 0.0000e+00
         79 27 May 2025 11:29:22      0.715    12.3722  25.887665     3.7852 4.3551e+02    239.223     81.912      0.708    21.4147    16.0029    1481.97 0.0000e+00
         80 27 May 2025 11:29:22      0.716    12.3724  25.887825     3.7738 4.4522e+02    240.151     82.232      0.710    21.4148    16.0029    1481.97 0.0000e+00
         81 27 May 2025 11:29:24      0.718    12.3727  25.887299     3.5964 4.3144e+02    241.219     82.598      0.712    21.4141    16.0023    1481.97 0.0000e+00
         82 27 May 2025 11:29:24      0.721    12.3730  25.882509     3.5849 3.6323e+02    242.242     82.954      0.714    21.4096    15.9988    1481.97 0.0000e+00
         83 27 May 2025 11:29:24      0.723    12.3729  25.871532     3.8138 3.6530e+02    243.111     83.250      0.717    21.3997    15.9911    1481.96 0.0000e+00
         84 27 May 2025 11:29:24      0.724    12.3725  25.860552     3.8100 4.2000e+02    244.050     83.557      0.718    21.3900    15.9837    1481.94 0.0000e+00
         85 27 May 2025 11:29:24      0.723    12.3718  25.859394     3.6250 4.2946e+02    244.756     83.789      0.717    21.3893    15.9833    1481.94 0.0000e+00
         86 27 May 2025 11:29:25      0.721    12.3709  25.868801     3.6231 3.9500e+02    245.082     83.889      0.714    21.3984    15.9905    1481.95 0.0000e+00
         87 27 May 2025 11:29:25      0.717    12.3699  25.879379     3.7680 4.1246e+02    244.976     83.838      0.711    21.4085    15.9984    1481.96 0.0000e+00
         88 27 May 2025 11:29:25      0.715    12.3695  25.882578     3.7757 4.5139e+02    244.338     83.611      0.709    21.4117    16.0009    1481.96 0.0000e+00
         89 27 May 2025 11:29:25      0.716    12.3696  25.875116     3.9282 4.5904e+02    243.332     83.271      0.709    21.4048    15.9956    1481.95 0.0000e+00
         90 27 May 2025 11:29:25      0.719    12.3700  25.859930     3.9416 4.1156e+02    241.976     82.814      0.712    21.3908    15.9848    1481.94 0.0000e+00
         91 27 May 2025 11:29:25      0.723    12.3701  25.846165     3.7242 4.0056e+02    240.514     82.323      0.716    21.3782    15.9750    1481.92 0.0000e+00
         92 27 May 2025 11:29:26      0.726    12.3695  25.842552     3.7280 4.0914e+02    239.145     81.852      0.720    21.3753    15.9728    1481.92 0.0000e+00
         93 27 May 2025 11:29:26      0.727    12.3683  25.850996     3.6078 4.1927e+02    238.285     81.533      0.720    21.3836    15.9795    1481.92 0.0000e+00
         94 27 May 2025 11:29:26      0.726    12.3672  25.865820     3.6212 4.0461e+02    237.780     81.348      0.719    21.3977    15.9906    1481.94 0.0000e+00
         95 27 May 2025 11:29:26      0.722    12.3669  25.879692     3.6078 4.2806e+02    237.539     81.245      0.715    21.4105    16.0005    1481.95 0.0000e+00
         96 27 May 2025 11:29:26      0.718    12.3675  25.889202     3.7661 4.0896e+02    237.316     81.141      0.712    21.4188    16.0068    1481.96 0.0000e+00
         97 27 May 2025 11:29:27      0.715    12.3686  25.894136     3.7814 4.2258e+02    237.209     81.086      0.709    21.4227    16.0096    1481.97 0.0000e+00
         98 27 May 2025 11:29:27      0.714    12.3700  25.895174     3.8710 4.5894e+02    237.195     81.071      0.708    21.4228    16.0095    1481.97 0.0000e+00
         99 27 May 2025 11:29:27      0.715    12.3714  25.893066     3.8634 4.4435e+02    237.106     81.044      0.709    21.4201    16.0071    1481.98 0.0000e+00
        100 27 May 2025 11:29:27      0.718    12.3726  25.887867     3.5468 4.0540e+02    236.978     81.005      0.712    21.4147    16.0028    1481.97 0.0000e+00
        101 27 May 2025 11:29:27      0.722    12.3733  25.878744     3.5601 4.0905e+02    236.672     80.902      0.716    21.4060    15.9959    1481.97 0.0000e+00
        102 27 May 2025 11:29:29      0.726    12.3732  25.866602     3.7127 3.8086e+02    236.848     80.956      0.719    21.3951    15.9875    1481.95 0.0000e+00
        103 27 May 2025 11:29:29      0.728    12.3721  25.854353     3.7032 3.8672e+02    236.951     80.986      0.721    21.3845    15.9796    1481.94 0.0000e+00
        104 27 May 2025 11:29:29      0.727    12.3698  25.844788     3.6879 4.1192e+02    237.153     81.055      0.721    21.3772    15.9743    1481.92 0.0000e+00
        105 27 May 2025 11:29:29      0.724    12.3660  25.840982     3.6879 4.3247e+02    237.108     81.026      0.717    21.3759    15.9739    1481.91 0.0000e+00
        106 27 May 2025 11:29:29      0.719    12.3610  25.844942     3.6154 4.1093e+02    236.881     80.941      0.712    21.3823    15.9797    1481.90 0.0000e+00
        107 27 May 2025 11:29:30      0.714    12.3559  25.854115     3.6059 4.5465e+02    236.563     80.830      0.707    21.3935    15.9892    1481.89 0.0000e+00
        108 27 May 2025 11:29:30      0.711    12.3520  25.862143     3.8710 4.5178e+02    236.210     80.709      0.705    21.4030    15.9972    1481.89 0.0000e+00
        109 27 May 2025 11:29:30      0.712    12.3496  25.862858     3.8710 4.3990e+02    235.627     80.511      0.705    21.4051    15.9992    1481.88 0.0000e+00
        110 27 May 2025 11:29:30      0.716    12.3480  25.853350     3.8901 4.4309e+02    235.455     80.451      0.709    21.3973    15.9935    1481.87 0.0000e+00
        111 27 May 2025 11:29:30      0.721    12.3458  25.836834     3.8806 4.2295e+02    235.293     80.390      0.714    21.3836    15.9832    1481.84 0.0000e+00
        112 27 May 2025 11:29:30      0.725    12.3417  25.820805     3.7776 3.8901e+02    235.530     80.472      0.719    21.3713    15.9744    1481.81 0.0000e+00
        113 27 May 2025 11:29:31      0.727    12.3349  25.809816     3.7852 3.6212e+02    235.505     80.461      0.721    21.3652    15.9709    1481.78 0.0000e+00
        114 27 May 2025 11:29:31      0.726    12.3263  25.803856     3.6746 4.3456e+02    235.255     80.365      0.720    21.3647    15.9718    1481.75 0.0000e+00
        115 27 May 2025 11:29:31      0.723    12.3180  25.801970     3.6822 4.4193e+02    234.661     80.153      0.716    21.3677    15.9755    1481.73 0.0000e+00
        116 27 May 2025 11:29:31      0.718    12.3111  25.803822     3.7146 4.1845e+02    234.070     79.951      0.711    21.3733    15.9810    1481.71 0.0000e+00
        117 27 May 2025 11:29:31      0.714    12.3059  25.808168     3.7051 4.4444e+02    233.305     79.689      0.708    21.3802    15.9872    1481.70 0.0000e+00
        118 27 May 2025 11:29:33      0.713    12.3024  25.811842     3.7108 4.9002e+02    232.415     79.381      0.706    21.3855    15.9919    1481.69 0.0000e+00
        119 27 May 2025 11:29:33      0.715    12.3004  25.811779     3.7375 4.6055e+02    231.950     79.222      0.708    21.3866    15.9931    1481.69 0.0000e+00
        120 27 May 2025 11:29:33      0.719    12.2992  25.807728     3.7280 3.9345e+02    231.233     78.972      0.712    21.3836    15.9910    1481.68 0.0000e+00
        121 27 May 2025 11:29:33      0.724    12.2980  25.802416     3.6784 4.1472e+02    231.001     78.887      0.717    21.3794    15.9880    1481.67 0.0000e+00
        122 27 May 2025 11:29:33      0.728    12.2960  25.798370     3.6822 4.2899e+02    230.416     78.686      0.721    21.3769    15.9863    1481.66 0.0000e+00
        123 27 May 2025 11:29:34      0.729    12.2931  25.796061     3.7623 3.8893e+02    229.918     78.517      0.722    21.3764    15.9865    1481.65 0.0000e+00
        124 27 May 2025 11:29:34      0.727    12.2901  25.795080     3.7642 3.7483e+02    228.972     78.197      0.721    21.3773    15.9876    1481.64 0.0000e+00
        125 27 May 2025 11:29:34      0.724    12.2876  25.794815     3.6135 4.3722e+02    228.304     77.980      0.718    21.3784    15.9889    1481.63 0.0000e+00
        126 27 May 2025 11:29:34      0.722    12.2858  25.794523     3.6250 4.6388e+02    227.842     77.828      0.715    21.3792    15.9898    1481.63 0.0000e+00
        127 27 May 2025 11:29:34      0.721    12.2846  25.793514     3.7642 4.5317e+02    227.391     77.679      0.714    21.3790    15.9898    1481.62 0.0000e+00
        128 27 May 2025 11:29:35      0.721    12.2836  25.791336     3.7718 3.8395e+02    227.320     77.653      0.715    21.3775    15.9889    1481.62 0.0000e+00
        129 27 May 2025 11:29:35      0.722    12.2825  25.788607     3.8901 4.0744e+02    227.182     77.592      0.716    21.3757    15.9876    1481.61 0.0000e+00
        130 27 May 2025 11:29:35      0.724    12.2810  25.786608     3.8863 4.5356e+02    226.949     77.503      0.717    21.3747    15.9871    1481.60 0.0000e+00
        131 27 May 2025 11:29:35      0.724    12.2787  25.785540     3.6841 4.0223e+02    226.606     77.385      0.718    21.3751    15.9878    1481.60 0.0000e+00
        132 27 May 2025 11:29:35      0.724    12.2756  25.784843     3.6936 3.4771e+02    226.108     77.222      0.717    21.3762    15.9892    1481.59 0.0000e+00
        133 27 May 2025 11:29:35      0.724    12.2727  25.784271     3.6612 4.0249e+02    225.494     77.022      0.717    21.3773    15.9905    1481.58 0.0000e+00
        134 27 May 2025 11:29:37      0.724    12.2704  25.783516     3.6345 4.0320e+02    225.215     76.936      0.717    21.3779    15.9914    1481.57 0.0000e+00
        135 27 May 2025 11:29:37      0.725    12.2688  25.782125     3.5544 3.9131e+02    225.462     77.023      0.718    21.3776    15.9914    1481.56 0.0000e+00
        136 27 May 2025 11:29:37      0.726    12.2674  25.780458     3.5620 3.8571e+02    225.638     77.086      0.720    21.3769    15.9911    1481.56 0.0000e+00
        137 27 May 2025 11:29:37      0.726    12.2660  25.779247     3.7032 4.1991e+02    226.163     77.257      0.720    21.3766    15.9911    1481.55 0.0000e+00
        138 27 May 2025 11:29:37      0.725    12.2645  25.778547     3.7203 3.9986e+02    226.208     77.267      0.718    21.3768    15.9915    1481.55 0.0000e+00
        139 27 May 2025 11:29:38      0.722    12.2633  25.778189     3.7757 3.9708e+02    226.105     77.229      0.715    21.3772    15.9920    1481.54 0.0000e+00
        140 27 May 2025 11:29:38      0.720    12.2628  25.778217     3.7699 4.5198e+02    225.936     77.175      0.713    21.3775    15.9923    1481.54 0.0000e+00
        141 27 May 2025 11:29:38      0.719    12.2632  25.778585     3.7470 4.4019e+02    225.457     77.020      0.712    21.3775    15.9923    1481.54 0.0000e+00
        142 27 May 2025 11:29:38      0.720    12.2649  25.778675     3.7509 4.1826e+02    225.113     76.916      0.713    21.3767    15.9913    1481.55 0.0000e+00
        143 27 May 2025 11:29:38      0.723    12.2675  25.777727     3.7490 3.9838e+02    224.323     76.652      0.716    21.3743    15.9891    1481.56 0.0000e+00
        144 27 May 2025 11:29:39      0.726    12.2700  25.776167     3.6250 3.9037e+02    223.916     76.512      0.719    21.3715    15.9865    1481.56 0.0000e+00
        145 27 May 2025 11:29:39      0.728    12.2711  25.775370     3.6135 4.2295e+02    223.169     76.258      0.721    21.3701    15.9852    1481.56 0.0000e+00
        146 27 May 2025 11:29:39      0.727    12.2703  25.775805     3.6421 4.0100e+02    222.617     76.068      0.721    21.3710    15.9860    1481.56 0.0000e+00
        147 27 May 2025 11:29:39      0.724    12.2681  25.776945     3.6479 3.8672e+02    221.712     75.761      0.718    21.3732    15.9881    1481.56 0.0000e+00
        148 27 May 2025 11:29:39      0.720    12.2661  25.778692     3.7470 4.2424e+02    220.872     75.475      0.714    21.3760    15.9906    1481.55 0.0000e+00
        149 27 May 2025 11:29:39      0.717    12.2651  25.781528     3.7394 4.4029e+02    219.778     75.108      0.711    21.3791    15.9932    1481.55 0.0000e+00
        150 27 May 2025 11:29:41      0.716    12.2657  25.785046     3.7547 4.1726e+02    218.625     74.725      0.709    21.3820    15.9953    1481.56 0.0000e+00
        151 27 May 2025 11:29:41      0.717    12.2678  25.787138     3.7509 4.2166e+02    217.520     74.349      0.711    21.3827    15.9955    1481.57 0.0000e+00
        152 27 May 2025 11:29:41      0.720    12.2707  25.786263     3.7490 4.0091e+02    216.367     73.950      0.713    21.3803    15.9931    1481.57 0.0000e+00
        153 27 May 2025 11:29:41      0.722    12.2734  25.783789     3.7394 3.8808e+02    215.395     73.617      0.716    21.3765    15.9898    1481.58 0.0000e+00
        154 27 May 2025 11:29:41      0.723    12.2746  25.782248     3.7051 4.0223e+02    214.389     73.277      0.717    21.3744    15.9880    1481.58 0.0000e+00
        155 27 May 2025 11:29:42      0.723    12.2742  25.782753     3.7089 4.1147e+02    213.392     72.937      0.716    21.3751    15.9886    1481.58 0.0000e+00
        156 27 May 2025 11:29:42      0.721    12.2731  25.785013     3.7642 4.0004e+02    212.493     72.635      0.714    21.3778    15.9908    1481.58 0.0000e+00
        157 27 May 2025 11:29:42      0.719    12.2727  25.788208     3.7680 4.3751e+02    211.592     72.338      0.712    21.3809    15.9933    1481.58 0.0000e+00
        158 27 May 2025 11:29:42      0.717    12.2736  25.791555     3.7718 4.2517e+02    210.629     72.020      0.711    21.3834    15.9951    1481.59 0.0000e+00
        159 27 May 2025 11:29:42      0.717    12.2761  25.793922     3.7661 3.7978e+02    210.070     71.825      0.711    21.3842    15.9952    1481.60 0.0000e+00
        160 27 May 2025 11:29:43      0.718    12.2798  25.793974     3.6421 3.9873e+02    209.316     71.561      0.712    21.3821    15.9930    1481.61 0.0000e+00
        161 27 May 2025 11:29:43      0.720    12.2836  25.792046     3.6479 3.9388e+02    208.809     71.397      0.713    21.3782    15.9894    1481.62 0.0000e+00
        162 27 May 2025 11:29:43      0.720    12.2864  25.790529     3.8996 4.2601e+02    208.151     71.188      0.714    21.3752    15.9867    1481.62 0.0000e+00
        163 27 May 2025 11:29:43      0.720    12.2878  25.791386     3.8977 3.9604e+02    207.635     71.034      0.714    21.3752    15.9864    1481.63 0.0000e+00
        164 27 May 2025 11:29:43      0.719    12.2883  25.794727     4.0408 4.2694e+02    207.178     70.892      0.713    21.3780    15.9885    1481.63 0.0000e+00
        165 27 May 2025 11:29:45      0.718    12.2886  25.799360     4.0332 3.9986e+02    206.719     70.730      0.712    21.3820    15.9915    1481.64 0.0000e+00
        166 27 May 2025 11:29:45      0.718    12.2895  25.803469     4.0484 4.4164e+02    206.519     70.643      0.711    21.3852    15.9939    1481.65 0.0000e+00
        167 27 May 2025 11:29:45      0.718    12.2917  25.805573     3.8024 4.2092e+02    206.251     70.542      0.712    21.3859    15.9940    1481.66 0.0000e+00
        168 27 May 2025 11:29:45      0.719    12.2946  25.805008     3.8100 3.8487e+02    206.182     70.525      0.713    21.3837    15.9918    1481.66 0.0000e+00
        169 27 May 2025 11:29:45      0.720    12.2975  25.802528     3.8310 3.9899e+02    206.022     70.495      0.714    21.3799    15.9884    1481.67 0.0000e+00
        170 27 May 2025 11:29:45      0.720    12.2994  25.800339     3.8195 4.1909e+02    205.826     70.475      0.714    21.3767    15.9857    1481.67 0.0000e+00
        171 27 May 2025 11:29:46      0.720    12.3008  25.800200     3.8558 4.3295e+02    205.534     70.426      0.713    21.3758    15.9847    1481.68 0.0000e+00
        172 27 May 2025 11:29:46      0.719    12.3019  25.802576     3.8767 4.2899e+02    205.233     70.345      0.712    21.3774    15.9857    1481.68 0.0000e+00
        173 27 May 2025 11:29:46      0.717    12.3030  25.807478     3.5582 4.3323e+02    205.776     70.504      0.711    21.3812    15.9885    1481.69 0.0000e+00
        174 27 May 2025 11:29:46      0.717    12.3044  25.814274     3.5525 4.0355e+02    206.895     70.830      0.710    21.3866    15.9925    1481.70 0.0000e+00
        175 27 May 2025 11:29:46      0.717    12.3065  25.820814     3.9874 4.4952e+02    208.548     71.367      0.710    21.3914    15.9958    1481.71 0.0000e+00
