       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        513 27 May 2025 09:34:47     22.203    10.6844  31.032607     2.8042 5.3106e-02    251.138     86.667     22.000    27.3542    20.8816    1483.40 0.0000e+00
        521 27 May 2025 09:34:49     23.213    10.7523  31.144134     2.5198 5.3140e-02    249.364     86.197     23.000    27.4115    20.9152    1483.73 0.0000e+00
        528 27 May 2025 09:34:51     24.222    10.8870  31.322718     2.0131 5.3105e-02    249.234     86.325     24.000    27.4838    20.9493    1484.32 0.0000e+00
        535 27 May 2025 09:34:53     25.231    10.9955  31.433585     1.7632 5.3095e-02    250.653     86.910     25.000    27.5097    20.9515    1484.75 0.0000e+00
        542 27 May 2025 09:34:54     26.240    11.0633  31.519616     1.6213 5.3114e-02    251.162     87.130     26.000    27.5417    20.9652    1485.05 0.0000e+00
        549 27 May 2025 09:34:56     27.250    11.1376  31.597095     1.3493 5.3087e-02    251.023     87.144     27.000    27.5605    20.9674    1485.36 0.0000e+00
        557 27 May 2025 09:34:58     28.259    11.1689  31.627708     1.1919 5.3091e-02    251.159     87.246     28.000    27.5663    20.9667    1485.49 0.0000e+00
        564 27 May 2025 09:35:00     29.269    11.1933  31.658716     1.2020 5.3122e-02    250.542     87.082     29.000    27.5775    20.9713    1485.61 0.0000e+00
        571 27 May 2025 09:35:02     30.278    11.2210  31.693660     1.1854 5.3085e-02    250.240     87.003     30.000    27.5902    20.9765    1485.74 0.0000e+00
        578 27 May 2025 09:35:03     31.287    11.2460  31.726846     1.2271 5.3102e-02    250.074     86.991     31.000    27.6030    20.9823    1485.86 0.0000e+00
        586 27 May 2025 09:35:05     32.296    11.2641  31.748223     1.1761 5.3123e-02    250.517     87.237     32.000    27.6097    20.9845    1485.95 0.0000e+00
        593 27 May 2025 09:35:07     33.306    11.2789  31.771152     1.1218 5.3103e-02    251.102     87.493     33.000    27.6203    20.9902    1486.03 0.0000e+00
        601 27 May 2025 09:35:09     34.315    11.3110  31.821520     1.1115 5.3104e-02    251.309     87.631     34.000    27.6443    21.0034    1486.19 0.0000e+00
        608 27 May 2025 09:35:11     35.325    11.3456  31.860483     1.0571 5.3148e-02    251.993     87.932     35.000    27.6555    21.0063    1486.34 0.0000e+00
        615 27 May 2025 09:35:13     36.334    11.3718  31.896367     1.0136 5.3096e-02    252.464     88.142     36.000    27.6700    21.0131    1486.47 0.0000e+00
        623 27 May 2025 09:35:14     37.343    11.4055  31.936387     1.0064 5.3095e-02    252.181     88.091     37.000    27.6827    21.0173    1486.62 0.0000e+00
        631 27 May 2025 09:35:16     38.352    11.4288  31.965542     0.9884 5.3107e-02    252.687     88.314     38.000    27.6929    21.0212    1486.73 0.0000e+00
        638 27 May 2025 09:35:18     39.362    11.4487  31.996068     0.9775 5.3100e-02    253.359     88.593     39.000    27.7070    21.0288    1486.84 0.0000e+00
        646 27 May 2025 09:35:20     40.371    11.4722  32.026054     0.9572 5.3103e-02    253.557     88.725     40.000    27.7176    21.0331    1486.95 0.0000e+00
        654 27 May 2025 09:35:22     41.381    11.4917  32.052479     0.9331 5.3100e-02    253.711     88.840     41.000    27.7280    21.0378    1487.04 0.0000e+00
        661 27 May 2025 09:35:24     42.390    11.5159  32.088917     0.9065 5.3127e-02    253.618     88.848     42.000    27.7444    21.0464    1487.17 0.0000e+00
        669 27 May 2025 09:35:26     43.400    11.5438  32.127652     0.9283 5.3114e-02    254.006     89.009     43.000    27.7602    21.0539    1487.30 0.0000e+00
        676 27 May 2025 09:35:28     44.409    11.5675  32.158829     0.9199 5.3113e-02    253.320     88.789     44.000    27.7719    21.0589    1487.42 0.0000e+00
        684 27 May 2025 09:35:30     45.418    11.5789  32.177982     0.9231 5.3117e-02    253.152     88.759     45.000    27.7813    21.0642    1487.48 0.0000e+00
        692 27 May 2025 09:35:32     46.428    11.5881  32.196067     0.9328 5.3091e-02    253.104     88.759     46.000    27.7913    21.0704    1487.54 0.0000e+00
        699 27 May 2025 09:35:33     47.437    11.5966  32.214465     1.0010 5.3118e-02    252.809     88.669     47.000    27.8021    21.0773    1487.60 0.0000e+00
        707 27 May 2025 09:35:35     48.446    11.6067  32.230244     0.9522 5.3111e-02    252.788     88.679     48.000    27.8092    21.0812    1487.66 0.0000e+00
        714 27 May 2025 09:35:37     49.456    11.6131  32.240655     0.9193 5.3099e-02    252.655     88.643     49.000    27.8141    21.0838    1487.71 0.0000e+00
        722 27 May 2025 09:35:39     50.465    11.6191  32.252162     0.9455 5.3126e-02    253.033     88.776     50.000    27.8202    21.0876    1487.75 0.0000e+00
        730 27 May 2025 09:35:41     51.475    11.6257  32.262584     0.9681 5.3104e-02    252.610     88.657     51.000    27.8248    21.0900    1487.80 0.0000e+00
        737 27 May 2025 09:35:43     52.484    11.6269  32.265268     0.9729 5.3104e-02    252.341     88.592     52.000    27.8261    21.0909    1487.82 0.0000e+00
        745 27 May 2025 09:35:45     53.494    11.6334  32.282718     0.9898 5.3092e-02    253.198     88.908     53.000    27.8375    21.0986    1487.88 0.0000e+00
        753 27 May 2025 09:35:47     54.503    11.6478  32.304884     1.0125 5.3070e-02    253.475     89.016     54.000    27.8475    21.1039    1487.95 0.0000e+00
        761 27 May 2025 09:35:49     55.512    11.6565  32.315648     1.0101 5.3104e-02    253.731     89.125     55.000    27.8509    21.1051    1488.00 0.0000e+00
        769 27 May 2025 09:35:51     56.522    11.6620  32.323401     0.9809 5.3113e-02    253.652     89.114     56.000    27.8538    21.1063    1488.05 0.0000e+00
        777 27 May 2025 09:35:53     57.532    11.6684  32.334462     0.9974 5.3081e-02    254.336     89.373     57.000    27.8592    21.1094    1488.09 0.0000e+00
        784 27 May 2025 09:35:55     58.541    11.6769  32.345818     0.9954 5.3121e-02    255.152     89.669     58.000    27.8632    21.1111    1488.14 0.0000e+00
        792 27 May 2025 09:35:57     59.550    11.6855  32.355269     1.0273 5.3097e-02    255.255     89.707     59.000    27.8655    21.1114    1488.19 0.0000e+00
        801 27 May 2025 09:35:59     60.560    11.6917  32.361180     1.0474 5.3120e-02    255.322     89.741     60.000    27.8661    21.1108    1488.23 0.0000e+00
        809 27 May 2025 09:36:01     61.570    11.6935  32.363415     1.0148 5.3089e-02    255.365     89.795     61.000    27.8665    21.1108    1488.25 0.0000e+00
        817 27 May 2025 09:36:03     62.579    11.6963  32.370753     1.0385 5.3087e-02    256.624     90.297     62.000    27.8710    21.1138    1488.29 0.0000e+00
        825 27 May 2025 09:36:05     63.588    11.7102  32.393350     1.0164 5.3108e-02    258.783     91.107     63.000    27.8817    21.1198    1488.36 0.0000e+00
        833 27 May 2025 09:36:07     64.598    11.7337  32.426699     1.0692 5.3118e-02    259.425     91.329     64.000    27.8955    21.1264    1488.48 0.0000e+00
        841 27 May 2025 09:36:09     65.607    11.7608  32.455502     1.0646 5.3081e-02    259.234     91.272     65.000    27.9022    21.1269    1488.60 0.0000e+00
        850 27 May 2025 09:36:11     66.617    11.7637  32.458132     1.0241 5.3112e-02    259.725     91.456     66.000    27.9022    21.1264    1488.63 0.0000e+00
        858 27 May 2025 09:36:13     67.626    11.7664  32.464358     1.0545 5.3108e-02    260.217     91.636     67.000    27.9058    21.1287    1488.66 0.0000e+00
        866 27 May 2025 09:36:15     68.636    11.7714  32.470383     1.0331 5.3131e-02    260.014     91.568     68.000    27.9074    21.1291    1488.69 0.0000e+00
        875 27 May 2025 09:36:17     69.645    11.7753  32.475454     1.0654 5.3080e-02    259.935     91.554     69.000    27.9089    21.1296    1488.72 0.0000e+00
        883 27 May 2025 09:36:20     70.655    11.7766  32.478972     1.0537 5.3090e-02    259.806     91.545     70.000    27.9109    21.1310    1488.75 0.0000e+00
        892 27 May 2025 09:36:22     71.664    11.7805  32.493308     1.0419 5.3106e-02    259.891     91.587     71.000    27.9212    21.1383    1488.79 0.0000e+00
        901 27 May 2025 09:36:24     72.674    11.7937  32.517462     1.0481 5.3121e-02    259.858     91.582     72.000    27.9340    21.1459    1488.87 0.0000e+00
        910 27 May 2025 09:36:26     73.684    11.8007  32.526125     1.0444 5.3118e-02    260.044     91.652     73.000    27.9366    21.1468    1488.91 0.0000e+00
        919 27 May 2025 09:36:29     74.693    11.8036  32.531244     1.0697 5.3087e-02    259.945     91.624     74.000    27.9389    21.1481    1488.94 0.0000e+00
        928 27 May 2025 09:36:31     75.703    11.8058  32.534451     1.0655 5.3098e-02    260.363     91.782     75.000    27.9400    21.1485    1488.97 0.0000e+00
        938 27 May 2025 09:36:33     76.712    11.8088  32.540618     1.0785 5.3108e-02    260.334     91.779     76.000    27.9432    21.1505    1489.00 0.0000e+00
        947 27 May 2025 09:36:36     77.722    11.8131  32.547715     1.0723 5.3083e-02    259.885     91.625     77.000    27.9463    21.1522    1489.03 0.0000e+00
        956 27 May 2025 09:36:38     78.731    11.8156  32.552352     1.0704 5.3096e-02    259.788     91.613     78.000    27.9485    21.1535    1489.06 0.0000e+00
        966 27 May 2025 09:36:40     79.741    11.8177  32.557842     1.0695 5.3107e-02    260.209     91.779     79.000    27.9518    21.1557    1489.09 0.0000e+00
        975 27 May 2025 09:36:42     80.750    11.8261  32.574625     1.1103 5.3085e-02    260.237     91.813     80.000    27.9610    21.1614    1489.15 0.0000e+00
        984 27 May 2025 09:36:45     81.760    11.8340  32.586660     1.1164 5.3080e-02    261.299     92.209     81.000    27.9662    21.1640    1489.20 0.0000e+00
        993 27 May 2025 09:36:47     82.770    11.8433  32.603258     1.0992 5.3103e-02    261.759     92.375     82.000    27.9746    21.1689    1489.26 0.0000e+00
       1003 27 May 2025 09:36:49     83.779    11.8518  32.616834     1.1101 5.3105e-02    261.445     92.263     83.000    27.9808    21.1723    1489.31 0.0000e+00
       1012 27 May 2025 09:36:52     84.789    11.8532  32.618949     1.1326 5.3125e-02    261.599     92.318     84.000    27.9814    21.1725    1489.33 0.0000e+00
       1021 27 May 2025 09:36:54     85.798    11.8523  32.620864     1.1469 5.3082e-02    261.222     92.184     85.000    27.9835    21.1743    1489.35 0.0000e+00
       1030 27 May 2025 09:36:56     86.808    11.8522  32.623074     1.1499 5.3118e-02    261.242     92.190     86.000    27.9853    21.1758    1489.37 0.0000e+00
       1039 27 May 2025 09:36:58     87.818    11.8514  32.623631     1.1705 5.3100e-02    261.118     92.145     87.000    27.9861    21.1765    1489.38 0.0000e+00
       1048 27 May 2025 09:37:01     88.827    11.8507  32.624053     1.1369 5.3077e-02    260.987     92.094     88.000    27.9866    21.1771    1489.40 0.0000e+00
       1057 27 May 2025 09:37:03     89.837    11.8495  32.625009     1.1533 5.3146e-02    260.542     91.929     89.000    27.9881    21.1785    1489.41 0.0000e+00
       1066 27 May 2025 09:37:05     90.847    11.8459  32.626324     1.1484 5.3103e-02    260.071     91.756     90.000    27.9917    21.1819    1489.42 0.0000e+00
       1075 27 May 2025 09:37:07     91.856    11.8410  32.625629     1.1488 5.3076e-02    259.863     91.677     91.000    27.9943    21.1848    1489.42 0.0000e+00
       1084 27 May 2025 09:37:10     92.866    11.8364  32.624840     1.1977 5.3130e-02    259.658     91.604     92.000    27.9966    21.1874    1489.43 0.0000e+00
       1094 27 May 2025 09:37:12     93.875    11.8334  32.624692     1.2259 5.3091e-02    259.632     91.594     93.000    27.9984    21.1894    1489.43 0.0000e+00
       1103 27 May 2025 09:37:14     94.885    11.8328  32.625350     1.2425 5.3105e-02    259.604     91.584     94.000    27.9991    21.1900    1489.45 0.0000e+00
       1112 27 May 2025 09:37:17     95.895    11.8328  32.625807     1.2320 5.3094e-02    259.776     91.647     95.000    27.9992    21.1901    1489.46 0.0000e+00
       1122 27 May 2025 09:37:19     96.904    11.8325  32.626316     1.2285 5.3143e-02    259.722     91.630     96.000    27.9995    21.1904    1489.48 0.0000e+00
       1131 27 May 2025 09:37:21     97.914    11.8338  32.627128     1.2540 5.3113e-02    259.779     91.645     97.000    27.9990    21.1898    1489.50 0.0000e+00
       1140 27 May 2025 09:37:24     98.924    11.8346  32.627625     1.2451 5.3141e-02    259.282     91.467     98.000    27.9985    21.1893    1489.52 0.0000e+00
       1157 27 May 2025 09:37:28     99.933    11.8311  32.626440     1.3227 5.3110e-02    259.377     91.504     99.000    27.9996    21.1908    1489.53 0.0000e+00
       1172 27 May 2025 09:37:32     98.923    11.8322  32.626511     1.3382 5.3097e-02    259.740     91.635     98.000    27.9992    21.1903    1489.51 0.0000e+00
       1182 27 May 2025 09:37:34     97.914    11.8339  32.626728     1.3818 5.3093e-02    260.032     91.737     97.000    27.9985    21.1894    1489.50 0.0000e+00
       1194 27 May 2025 09:37:37     96.904    11.8342  32.625956     1.3520 5.3136e-02    259.582     91.578     96.000    27.9979    21.1889    1489.48 0.0000e+00
       1205 27 May 2025 09:37:40     95.895    11.8339  32.625637     1.3461 5.3111e-02    259.744     91.635     95.000    27.9982    21.1891    1489.47 0.0000e+00
       1217 27 May 2025 09:37:43     94.885    11.8336  32.625072     1.3430 5.3107e-02    260.015     91.730     94.000    27.9982    21.1892    1489.45 0.0000e+00
       1229 27 May 2025 09:37:46     93.876    11.8332  32.624532     1.3468 5.3094e-02    259.837     91.667     93.000    27.9984    21.1894    1489.43 0.0000e+00
       1240 27 May 2025 09:37:49     92.866    11.8333  32.624213     1.3553 5.3098e-02    259.740     91.633     92.000    27.9984    21.1893    1489.42 0.0000e+00
       1252 27 May 2025 09:37:52     91.856    11.8333  32.623264     1.3462 5.3115e-02    259.986     91.727     91.000    27.9979    21.1889    1489.40 0.0000e+00
       1263 27 May 2025 09:37:54     90.846    11.8350  32.623510     1.3528 5.3107e-02    260.283     91.840     90.000    27.9972    21.1881    1489.39 0.0000e+00
       1275 27 May 2025 09:37:58     89.837    11.8398  32.624614     1.2656 5.3075e-02    260.819     92.036     89.000    27.9950    21.1855    1489.39 0.0000e+00
       1286 27 May 2025 09:38:00     88.827    11.8448  32.624138     1.2687 5.3102e-02    261.220     92.181     88.000    27.9912    21.1817    1489.38 0.0000e+00
       1297 27 May 2025 09:38:03     87.818    11.8486  32.623270     1.2464 5.3088e-02    261.375     92.237     87.000    27.9879    21.1784    1489.37 0.0000e+00
       1308 27 May 2025 09:38:06     86.808    11.8502  32.622769     1.2223 5.3108e-02    261.421     92.253     86.000    27.9865    21.1770    1489.36 0.0000e+00
       1319 27 May 2025 09:38:08     85.798    11.8509  32.621792     1.2469 5.3105e-02    261.365     92.225     85.000    27.9855    21.1761    1489.35 0.0000e+00
       1330 27 May 2025 09:38:11     84.789    11.8513  32.618540     1.2434 5.3090e-02    260.912     92.048     84.000    27.9824    21.1736    1489.33 0.0000e+00
       1340 27 May 2025 09:38:14     83.779    11.8475  32.605268     1.1987 5.3108e-02    260.715     91.968     83.000    27.9731    21.1671    1489.29 0.0000e+00
       1350 27 May 2025 09:38:16     82.770    11.8419  32.595004     1.1793 5.3071e-02    260.429     91.858     82.000    27.9679    21.1640    1489.24 0.0000e+00
       1360 27 May 2025 09:38:19     81.760    11.8376  32.587797     1.1627 5.3113e-02    260.319     91.795     81.000    27.9646    21.1621    1489.21 0.0000e+00
       1369 27 May 2025 09:38:21     80.750    11.8337  32.580314     1.1402 5.3123e-02    259.702     91.553     80.000    27.9608    21.1598    1489.17 0.0000e+00
       1379 27 May 2025 09:38:23     79.741    11.8233  32.560730     1.1355 5.3103e-02    260.005     91.645     79.000    27.9503    21.1536    1489.11 0.0000e+00
       1389 27 May 2025 09:38:26     78.731    11.8138  32.545758     1.1152 5.3115e-02    259.699     91.527     78.000    27.9436    21.1500    1489.05 0.0000e+00
       1398 27 May 2025 09:38:28     77.722    11.8081  32.536400     1.1050 5.3088e-02    259.323     91.389     77.000    27.9394    21.1477    1489.01 0.0000e+00
       1408 27 May 2025 09:38:31     76.712    11.8040  32.530385     1.1040 5.3104e-02    259.695     91.518     76.000    27.9371    21.1466    1488.97 0.0000e+00
       1418 27 May 2025 09:38:33     75.703    11.8016  32.526842     1.0996 5.3105e-02    259.673     91.509     75.000    27.9359    21.1461    1488.95 0.0000e+00
       1428 27 May 2025 09:38:36     74.693    11.8007  32.524995     1.1172 5.3098e-02    259.661     91.504     74.000    27.9352    21.1457    1488.93 0.0000e+00
       1438 27 May 2025 09:38:38     73.684    11.8003  32.524188     1.0947 5.3110e-02    259.925     91.579     73.000    27.9350    21.1456    1488.91 0.0000e+00
       1449 27 May 2025 09:38:41     72.674    11.7993  32.521018     1.1410 5.3106e-02    259.486     91.377     72.000    27.9331    21.1443    1488.89 0.0000e+00
       1459 27 May 2025 09:38:43     71.664    11.7903  32.499424     1.1454 5.3087e-02    258.957     91.167     71.000    27.9198    21.1355    1488.82 0.0000e+00
       1469 27 May 2025 09:38:46     70.655    11.7722  32.469773     1.0852 5.3099e-02    258.944     91.156     70.000    27.9055    21.1276    1488.73 0.0000e+00
       1479 27 May 2025 09:38:48     69.645    11.7639  32.459692     1.0729 5.3107e-02    259.067     91.195     69.000    27.9024    21.1266    1488.68 0.0000e+00
       1488 27 May 2025 09:38:51     68.636    11.7611  32.455640     1.0829 5.3093e-02    258.897     91.130     68.000    27.9011    21.1260    1488.65 0.0000e+00
       1497 27 May 2025 09:38:53     67.626    11.7591  32.452271     1.1048 5.3089e-02    258.855     91.111     67.000    27.8997    21.1253    1488.62 0.0000e+00
       1507 27 May 2025 09:38:55     66.617    11.7573  32.448674     1.0647 5.3074e-02    258.667     91.034     66.000    27.8980    21.1243    1488.60 0.0000e+00
       1516 27 May 2025 09:38:58     65.607    11.7557  32.443421     1.0931 5.3113e-02    258.803     91.068     65.000    27.8946    21.1219    1488.57 0.0000e+00
       1525 27 May 2025 09:39:00     64.598    11.7516  32.436019     1.0675 5.3083e-02    258.044     90.785     64.000    27.8910    21.1198    1488.54 0.0000e+00
       1534 27 May 2025 09:39:02     63.588    11.7453  32.427141     1.0408 5.3091e-02    257.872     90.702     63.000    27.8876    21.1182    1488.49 0.0000e+00
       1543 27 May 2025 09:39:05     62.579    11.7379  32.417147     1.0574 5.3119e-02    256.963     90.355     62.000    27.8840    21.1167    1488.45 0.0000e+00
       1552 27 May 2025 09:39:07     61.569    11.7283  32.403997     1.0589 5.3088e-02    256.102     90.031     61.000    27.8791    21.1145    1488.39 0.0000e+00
       1561 27 May 2025 09:39:09     60.560    11.7164  32.389193     1.0483 5.3111e-02    255.560     89.801     60.000    27.8743    21.1129    1488.33 0.0000e+00
       1569 27 May 2025 09:39:11     59.551    11.7064  32.375719     1.0748 5.3093e-02    254.345     89.357     59.000    27.8692    21.1107    1488.27 0.0000e+00
       1578 27 May 2025 09:39:13     58.541    11.6903  32.353847     1.0403 5.3096e-02    253.971     89.210     58.000    27.8609    21.1070    1488.19 0.0000e+00
       1586 27 May 2025 09:39:15     57.532    11.6806  32.342990     1.0515 5.3118e-02    254.026     89.201     57.000    27.8582    21.1065    1488.13 0.0000e+00
       1595 27 May 2025 09:39:18     56.522    11.6744  32.330654     1.0287 5.3127e-02    253.212     88.889     56.000    27.8514    21.1023    1488.08 0.0000e+00
       1604 27 May 2025 09:39:20     55.513    11.6618  32.311468     0.9945 5.3099e-02    252.838     88.751     55.000    27.8429    21.0979    1488.02 0.0000e+00
       1613 27 May 2025 09:39:22     54.503    11.6505  32.295882     1.0082 5.3096e-02    253.094     88.837     54.000    27.8369    21.0952    1487.95 0.0000e+00
       1622 27 May 2025 09:39:24     53.494    11.6458  32.290725     1.0253 5.3122e-02    253.222     88.869     53.000    27.8358    21.0951    1487.92 0.0000e+00
       1631 27 May 2025 09:39:26     52.484    11.6446  32.286804     0.9996 5.3106e-02    252.858     88.714     52.000    27.8334    21.0934    1487.89 0.0000e+00
       1640 27 May 2025 09:39:29     51.475    11.6394  32.275468     0.9825 5.3099e-02    252.733     88.649     51.000    27.8268    21.0892    1487.85 0.0000e+00
       1649 27 May 2025 09:39:31     50.465    11.6286  32.256805     0.9773 5.3095e-02    252.821     88.669     50.000    27.8175    21.0838    1487.78 0.0000e+00
       1657 27 May 2025 09:39:33     49.456    11.6191  32.242856     0.9731 5.3112e-02    252.659     88.589     49.000    27.8117    21.0809    1487.73 0.0000e+00
       1666 27 May 2025 09:39:35     48.447    11.6141  32.234715     0.9808 5.3113e-02    253.138     88.717     48.000    27.8080    21.0789    1487.69 0.0000e+00
       1675 27 May 2025 09:39:38     47.437    11.6056  32.213384     0.9734 5.3080e-02    253.312     88.737     47.000    27.7944    21.0698    1487.63 0.0000e+00
       1684 27 May 2025 09:39:40     46.428    11.5904  32.181819     0.9210 5.3099e-02    253.993     88.940     46.000    27.7760    21.0582    1487.53 0.0000e+00
       1693 27 May 2025 09:39:42     45.418    11.5733  32.150910     0.9359 5.3104e-02    253.861     88.872     45.000    27.7596    21.0484    1487.44 0.0000e+00
       1702 27 May 2025 09:39:44     44.409    11.5586  32.128600     0.9522 5.3132e-02    253.662     88.785     44.000    27.7496    21.0431    1487.36 0.0000e+00
       1711 27 May 2025 09:39:47     43.400    11.5484  32.116146     0.9364 5.3108e-02    253.367     88.637     43.000    27.7458    21.0419    1487.30 0.0000e+00
       1721 27 May 2025 09:39:49     42.390    11.5391  32.101343     0.9616 5.3119e-02    253.251     88.547     42.000    27.7389    21.0382    1487.24 0.0000e+00
       1730 27 May 2025 09:39:51     41.381    11.5184  32.068086     0.9652 5.3082e-02    253.024     88.420     41.000    27.7230    21.0293    1487.13 0.0000e+00
       1740 27 May 2025 09:39:54     40.372    11.4963  32.037407     0.9798 5.3141e-02    252.888     88.317     40.000    27.7105    21.0234    1487.02 0.0000e+00
       1749 27 May 2025 09:39:56     39.362    11.4755  32.007514     0.9939 5.3074e-02    252.946     88.300     39.000    27.6979    21.0172    1486.92 0.0000e+00
       1758 27 May 2025 09:39:58     38.352    11.4524  31.973901     1.0253 5.3097e-02    252.403     88.055     38.000    27.6833    21.0097    1486.80 0.0000e+00
       1768 27 May 2025 09:40:01     37.343    11.4341  31.949559     1.0281 5.3093e-02    251.787     87.789     37.000    27.6740    21.0056    1486.71 0.0000e+00
       1777 27 May 2025 09:40:03     36.334    11.4099  31.916741     1.0631 5.3093e-02    251.431     87.607     36.000    27.6610    20.9997    1486.59 0.0000e+00
       1786 27 May 2025 09:40:05     35.324    11.3858  31.886863     1.0577 5.3096e-02    250.919     87.384     35.000    27.6507    20.9958    1486.48 0.0000e+00
       1795 27 May 2025 09:40:08     34.315    11.3598  31.853174     1.0613 5.3102e-02    251.056     87.368     34.000    27.6382    20.9905    1486.35 0.0000e+00
       1804 27 May 2025 09:40:10     33.306    11.3380  31.825729     1.1502 5.3081e-02    250.223     87.013     33.000    27.6285    20.9866    1486.25 0.0000e+00
       1813 27 May 2025 09:40:12     32.296    11.3096  31.784996     1.2148 5.3104e-02    249.931     86.861     32.000    27.6110    20.9778    1486.11 0.0000e+00
       1822 27 May 2025 09:40:14     31.287    11.2790  31.746901     1.2408 5.3076e-02    250.426     86.981     31.000    27.5976    20.9726    1485.97 0.0000e+00
       1831 27 May 2025 09:40:17     30.278    11.2559  31.714034     1.3358 5.3105e-02    251.033     87.120     30.000    27.5837    20.9656    1485.86 0.0000e+00
       1840 27 May 2025 09:40:19     29.269    11.2321  31.679566     1.3099 5.3133e-02    250.842     86.993     29.000    27.5687    20.9580    1485.73 0.0000e+00
       1849 27 May 2025 09:40:21     28.259    11.2001  31.636269     1.3424 5.3094e-02    250.667     86.868     28.000    27.5512    20.9498    1485.58 0.0000e+00
       1858 27 May 2025 09:40:23     27.250    11.1708  31.600808     1.5251 5.3114e-02    250.195     86.585     27.000    27.5394    20.9455    1485.45 0.0000e+00
       1867 27 May 2025 09:40:26     26.241    11.1397  31.558837     1.6678 5.3114e-02    249.796     86.301     26.000    27.5224    20.9375    1485.30 0.0000e+00
       1876 27 May 2025 09:40:28     25.231    11.0828  31.486739     1.8494 5.3108e-02    249.480     86.060     25.000    27.4957    20.9263    1485.05 0.0000e+00
       1885 27 May 2025 09:40:30     24.222    11.0138  31.400498     2.0111 5.3118e-02    248.543     85.678     24.000    27.4643    20.9132    1484.75 0.0000e+00
       1895 27 May 2025 09:40:32     23.213    10.9543  31.338203     2.1803 5.3119e-02    248.026     85.293     23.000    27.4489    20.9111    1484.50 0.0000e+00
