       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        765 27 May 2025 13:32:17     15.138    10.9289  37.527999     2.0991 5.3738e+01    300.720    107.906     15.000    33.5504    25.6598    1491.62 0.0000e+00
        775 27 May 2025 13:32:20     14.129    10.9665  37.536316     2.5023 6.1902e+01    300.175    107.719     14.000    33.5248    25.6331    1491.71 0.0000e+00
        786 27 May 2025 13:32:22     13.120    11.0039  37.531979     1.9811 7.2431e+01    299.269    107.365     13.000    33.4867    25.5968    1491.78 0.0000e+00
        797 27 May 2025 13:32:25     12.111    11.0081  37.509340     2.0980 8.5233e+01    298.880    107.181     12.000    33.4608    25.5758    1491.74 0.0000e+00
        809 27 May 2025 13:32:28     11.101    11.0114  37.427377     2.2940 1.0563e+02    296.363    106.366     11.000    33.3769    25.5099    1491.64 0.0000e+00
        821 27 May 2025 13:32:31     10.092    11.1101  37.227913     2.3949 1.3445e+02    294.720    105.851     10.000    33.0904    25.2693    1491.62 0.0000e+00
        833 27 May 2025 13:32:34      9.083    11.2381  37.046816     2.3325 1.6585e+02    294.131    105.909      9.000    32.7974    25.0185    1491.70 0.0000e+00
        845 27 May 2025 13:32:37      8.074    11.3816  36.862646     2.4137 2.2027e+02    292.833    105.639      8.000    32.4901    24.7537    1491.82 0.0000e+00
        856 27 May 2025 13:32:40      7.064    11.6192  36.723539     2.3021 2.7302e+02    292.467    105.595      7.000    32.1468    24.4440    1492.22 0.0000e+00
        867 27 May 2025 13:32:43      6.055    11.6877  36.721594     2.1384 3.5210e+02    292.299    105.571      6.000    32.0860    24.3843    1492.36 0.0000e+00
        878 27 May 2025 13:32:45      5.046    11.7206  36.741137     1.6220 4.6199e+02    292.193    105.525      5.000    32.0769    24.3713    1492.45 0.0000e+00
        889 27 May 2025 13:32:48      4.037    11.7316  36.743349     1.3774 6.3075e+02    292.422    105.582      4.000    32.0700    24.3638    1492.46 0.0000e+00
        903 27 May 2025 13:32:52      3.027    11.7290  36.710271     1.2822 7.9148e+02    292.521    105.622      3.000    32.0405    24.3414    1492.40 0.0000e+00
        918 27 May 2025 13:32:55      2.018    11.7470  36.649986     1.2512 9.2173e+02    291.822    105.405      2.000    31.9669    24.2810    1492.36 0.0000e+00
        934 27 May 2025 13:32:59      1.009    11.7897  36.592875     1.1404 1.6899e+03    291.130    103.668      1.000    31.8753    24.2021    1492.38 0.0000e+00
