       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        359 27 May 2025 09:34:09      1.725    12.0284  18.240576     5.3779 1.8695e+01    283.732    100.452      1.710    14.7390    10.9037    1472.85 0.0000e+00
        360 27 May 2025 09:34:09      1.815    12.1382  18.957241     5.3683 1.7304e+01    283.149    100.300      1.799    15.3259    11.3402    1473.94 0.0000e+00
        361 27 May 2025 09:34:09      1.907    12.2275  19.666798     5.3149 1.5815e+01    282.322    100.168      1.889    15.9144    11.7807    1474.96 0.0000e+00
        362 27 May 2025 09:34:09      2.000    12.3022  20.467316     5.3225 1.4031e+01    281.381    100.112      1.982    16.5894    12.2901    1476.03 0.0000e+00
        363 27 May 2025 09:34:10      2.095    12.3728  21.419657     5.4084 1.2738e+01    281.621    100.418      2.076    17.4015    12.9055    1477.25 0.0000e+00
        364 27 May 2025 09:34:10      2.194    12.4507  22.571692     5.4027 1.2311e+01    281.889    100.636      2.174    18.3892    13.6550    1478.70 0.0000e+00
        365 27 May 2025 09:34:10      2.294    12.5443  23.888494     6.2877 1.0740e+01    282.223    100.794      2.274    19.5183    14.5107    1480.36 0.0000e+00
        366 27 May 2025 09:34:10      2.398    12.6566  25.175825     6.2934 9.5497e+00    282.675    100.939      2.376    20.6130    15.3364    1482.05 0.0000e+00
        367 27 May 2025 09:34:10      2.503    12.7812  26.227060     6.4899 9.0759e+00    283.458    101.172      2.480    21.4888    15.9908    1483.52 0.0000e+00
        368 27 May 2025 09:34:11      2.608    12.9022  27.000704     6.4822 8.3714e+00    283.466    101.203      2.585    22.1156    16.4533    1484.68 0.0000e+00
        369 27 May 2025 09:34:11      2.714    13.0047  27.583210     4.1457 7.9805e+00    282.678    101.049      2.689    22.5797    16.7932    1485.59 0.0000e+00
        370 27 May 2025 09:34:11      2.820    13.0848  28.058563     4.1533 7.5317e+00    282.259    101.016      2.794    22.9598    17.0721    1486.31 0.0000e+00
        371 27 May 2025 09:34:11      2.926    13.1460  28.447861     3.9130 7.1565e+00    282.593    101.243      2.899    23.2732    17.3028    1486.89 0.0000e+00
        372 27 May 2025 09:34:11      3.033    13.1910  28.731014     3.9282 6.5450e+00    281.699    101.044      3.005    23.5006    17.4700    1487.32 0.0000e+00
        373 27 May 2025 09:34:11      3.142    13.2195  28.915375     4.3250 5.9246e+00    281.877    101.240      3.113    23.6490    17.5793    1487.59 0.0000e+00
        374 27 May 2025 09:34:13      3.252    13.2321  29.039696     4.3383 5.5586e+00    280.608    100.986      3.222    23.7532    17.6573    1487.76 0.0000e+00
        375 27 May 2025 09:34:13      3.362    13.2342  29.135145     4.2926 5.3106e+00    280.915    101.140      3.331    23.8379    17.7222    1487.87 0.0000e+00
        376 27 May 2025 09:34:13      3.471    13.2341  29.226261     4.3021 5.2175e+00    280.464    100.954      3.439    23.9200    17.7855    1487.96 0.0000e+00
        377 27 May 2025 09:34:13      3.579    13.2394  29.328268     4.2659 5.1283e+00    279.666    100.571      3.547    24.0087    17.8529    1488.09 0.0000e+00
        378 27 May 2025 09:34:13      3.687    13.2557  29.443195     4.2849 4.8834e+00    278.663    100.099      3.654    24.1020    17.9219    1488.26 0.0000e+00
        379 27 May 2025 09:34:14      3.796    13.2867  29.566580     3.9530 4.6696e+00    277.406     99.523      3.762    24.1937    17.9869    1488.47 0.0000e+00
        380 27 May 2025 09:34:14      3.906    13.3304  29.685148     3.9569 4.5340e+00    275.830     98.866      3.871    24.2728    18.0400    1488.71 0.0000e+00
        381 27 May 2025 09:34:14      4.018    13.3772  29.783016     3.9588 4.4292e+00    273.870     98.074      3.981    24.3312    18.0764    1488.94 0.0000e+00
        382 27 May 2025 09:34:14      4.130    13.4158  29.858175     3.6784 4.2622e+00    272.167     97.367      4.092    24.3743    18.1025    1489.13 0.0000e+00
        383 27 May 2025 09:34:14      4.242    13.4400  29.920435     3.6708 4.1105e+00    270.229     96.566      4.204    24.4149    18.1293    1489.26 0.0000e+00
        384 27 May 2025 09:34:15      4.355    13.4496  29.985310     3.4781 4.0632e+00    268.812     95.880      4.315    24.4671    18.1678    1489.36 0.0000e+00
        385 27 May 2025 09:34:15      4.466    13.4477  30.073444     3.4686 3.9348e+00    267.401     95.210      4.426    24.5475    18.2301    1489.45 0.0000e+00
        386 27 May 2025 09:34:15      4.579    13.4400  30.200401     3.9225 3.8599e+00    265.946     94.573      4.537    24.6668    18.3235    1489.56 0.0000e+00
        387 27 May 2025 09:34:15      4.691    13.4329  30.358379     3.9302 3.6636e+00    264.537     93.984      4.648    24.8137    18.4380    1489.71 0.0000e+00
        388 27 May 2025 09:34:15      4.804    13.4308  30.524372     3.8176 3.4994e+00    262.875     93.357      4.761    24.9648    18.5549    1489.88 0.0000e+00
        389 27 May 2025 09:34:17      4.918    13.4327  30.688644     3.8195 3.3726e+00    261.317     92.782      4.873    25.1118    18.6678    1490.06 0.0000e+00
        390 27 May 2025 09:34:17      5.032    13.4345  30.855839     4.0503 3.2918e+00    260.025     92.252      4.986    25.2616    18.7830    1490.25 0.0000e+00
        391 27 May 2025 09:34:17      5.145    13.4317  31.028997     4.0408 3.2383e+00    258.976     91.712      5.098    25.4200    18.9056    1490.43 0.0000e+00
        392 27 May 2025 09:34:17      5.259    13.4204  31.195044     4.1438 3.1518e+00    258.222     91.196      5.211    25.5778    19.0293    1490.57 0.0000e+00
        393 27 May 2025 09:34:17      5.373    13.3982  31.328539     4.1533 3.0529e+00    257.457     90.645      5.324    25.7136    19.1382    1490.66 0.0000e+00
        394 27 May 2025 09:34:17      5.489    13.3649  31.417770     4.4451 2.9021e+00    256.907     90.188      5.439    25.8169    19.2241    1490.67 0.0000e+00
        395 27 May 2025 09:34:18      5.606    13.3212  31.470419     4.4528 2.7581e+00    255.575     89.451      5.555    25.8943    19.2919    1490.62 0.0000e+00
        396 27 May 2025 09:34:18      5.723    13.2684  31.501213     4.2010 2.6276e+00    253.450     88.516      5.671    25.9581    19.3510    1490.51 0.0000e+00
        397 27 May 2025 09:34:18      5.841    13.2090  31.522675     4.1972 2.5607e+00    250.723     87.408      5.788    26.0181    19.4083    1490.38 0.0000e+00
        398 27 May 2025 09:34:18      5.960    13.1465  31.538219     3.3370 2.4858e+00    247.080     86.026      5.906    26.0750    19.4638    1490.24 0.0000e+00
        399 27 May 2025 09:34:18      6.080    13.0828  31.545248     3.3389 2.4194e+00    243.115     84.563      6.025    26.1251    19.5142    1490.09 0.0000e+00
        400 27 May 2025 09:34:19      6.203    13.0171  31.542917     3.5277 2.3120e+00    239.173     83.153      6.146    26.1681    19.5594    1489.91 0.0000e+00
        401 27 May 2025 09:34:19      6.328    12.9475  31.532730     3.5239 2.2238e+00    235.204     81.757      6.271    26.2067    19.6021    1489.72 0.0000e+00
        402 27 May 2025 09:34:19      6.456    12.8735  31.518589     3.2931 2.1181e+00    231.224     80.356      6.398    26.2448    19.6450    1489.52 0.0000e+00
        403 27 May 2025 09:34:19      6.587    12.7993  31.505621     3.2874 2.0467e+00    227.774     79.124      6.527    26.2843    19.6890    1489.31 0.0000e+00
        404 27 May 2025 09:34:19      6.720    12.7291  31.497908     3.2874 1.9899e+00    224.256     77.873      6.658    26.3260    19.7339    1489.12 0.0000e+00
        405 27 May 2025 09:34:21      6.854    12.6636  31.497606     4.0332 1.8957e+00    221.426     76.868      6.792    26.3713    19.7808    1488.95 0.0000e+00
        406 27 May 2025 09:34:21      6.990    12.6018  31.498644     4.0389 1.8242e+00    218.996     76.003      6.927    26.4154    19.8260    1488.79 0.0000e+00
        407 27 May 2025 09:34:21      7.129    12.5391  31.489754     3.8252 1.7360e+00    216.435     75.091      7.064    26.4511    19.8648    1488.62 0.0000e+00
        408 27 May 2025 09:34:21      7.268    12.4667  31.464220     3.8329 1.6643e+00    214.017     74.240      7.202    26.4781    19.8987    1488.41 0.0000e+00
        409 27 May 2025 09:34:21      7.409    12.3773  31.423046     3.4686 1.6195e+00    211.698     73.427      7.342    26.5027    19.9337    1488.13 0.0000e+00
        410 27 May 2025 09:34:21      7.551    12.2700  31.371061     3.4724 1.5642e+00    209.503     72.657      7.482    26.5299    19.9737    1487.79 0.0000e+00
        411 27 May 2025 09:34:22      7.693    12.1514  31.313150     5.5648 1.4935e+00    206.924     71.760      7.623    26.5596    20.0176    1487.41 0.0000e+00
        412 27 May 2025 09:34:22      7.835    12.0293  31.256245     5.5419 1.4568e+00    204.634     70.963      7.763    26.5928    20.0647    1487.03 0.0000e+00
        413 27 May 2025 09:34:22      7.977    11.9112  31.206984     6.5509 1.3945e+00    202.163     70.100      7.904    26.6305    20.1144    1486.66 0.0000e+00
        414 27 May 2025 09:34:22      8.120    11.8041  31.168188     6.5490 1.3387e+00    199.949     69.323      8.046    26.6704    20.1637    1486.34 0.0000e+00
        415 27 May 2025 09:34:22      8.264    11.7122  31.139872     6.9839 1.2801e+00    198.018     68.638      8.189    26.7094    20.2098    1486.06 0.0000e+00
        416 27 May 2025 09:34:23      8.409    11.6363  31.121193     7.0010 1.2123e+00    196.313     68.040      8.333    26.7462    20.2513    1485.84 0.0000e+00
        417 27 May 2025 09:34:23      8.556    11.5764  31.110241     6.9705 1.1514e+00    194.800     67.516      8.478    26.7789    20.2868    1485.67 0.0000e+00
        418 27 May 2025 09:34:23      8.703    11.5312  31.104382     6.9629 1.1175e+00    193.534     67.087      8.623    26.8058    20.3154    1485.55 0.0000e+00
        419 27 May 2025 09:34:23      8.850    11.4973  31.101349     8.4926 1.0514e+00    192.124     66.591      8.769    26.8275    20.3379    1485.45 0.0000e+00
        420 27 May 2025 09:34:23      8.997    11.4698  31.099840     8.4907 1.0039e+00    190.828     66.131      8.915    26.8459    20.3568    1485.38 0.0000e+00
        421 27 May 2025 09:34:25      9.144    11.4454  31.099813     8.8569 9.6076e-01    189.271     65.565      9.061    26.8634    20.3746    1485.32 0.0000e+00
        422 27 May 2025 09:34:25      9.291    11.4233  31.101200     8.8626 9.0991e-01    187.060     64.756      9.206    26.8808    20.3917    1485.26 0.0000e+00
        423 27 May 2025 09:34:25      9.440    11.4034  31.103687    10.3141 8.5035e-01    183.887     63.599      9.353    26.8975    20.4081    1485.21 0.0000e+00
        424 27 May 2025 09:34:25      9.589    11.3855  31.107162    10.3199 7.7837e-01    179.548     62.044      9.502    26.9138    20.4238    1485.17 0.0000e+00
        425 27 May 2025 09:34:25      9.739    11.3695  31.111490    10.0719 7.4934e-01    174.424     60.227      9.650    26.9295    20.4386    1485.14 0.0000e+00
        426 27 May 2025 09:34:26      9.889    11.3561  31.116283    10.0662 6.9815e-01    168.995     58.312      9.799    26.9438    20.4520    1485.11 0.0000e+00
        427 27 May 2025 09:34:26     10.039    11.3450  31.121077     8.6204 6.5847e-01    163.924     56.521      9.947    26.9564    20.4636    1485.09 0.0000e+00
        428 27 May 2025 09:34:26     10.187    11.3358  31.125885     8.6185 6.4045e-01    159.581     54.983     10.094    26.9677    20.4739    1485.07 0.0000e+00
        429 27 May 2025 09:34:26     10.334    11.3277  31.131090     8.6147 5.9879e-01    156.254     53.804     10.240    26.9785    20.4836    1485.06 0.0000e+00
        430 27 May 2025 09:34:26     10.481    11.3199  31.136848     9.1316 5.4871e-01    154.363     53.124     10.385    26.9897    20.4936    1485.05 0.0000e+00
        431 27 May 2025 09:34:26     10.629    11.3116  31.143108     9.1449 5.1661e-01    154.156     53.020     10.532    27.0017    20.5043    1485.03 0.0000e+00
        432 27 May 2025 09:34:27     10.777    11.3025  31.150061    10.0052 4.8227e-01    155.036     53.289     10.678    27.0150    20.5162    1485.02 0.0000e+00
        433 27 May 2025 09:34:27     10.924    11.2925  31.158678    10.0185 4.4405e-01    156.776     53.858     10.825    27.0305    20.5299    1485.00 0.0000e+00
        434 27 May 2025 09:34:27     11.072    11.2822  31.169302     9.4329 4.1735e-01    159.023     54.608     10.971    27.0481    20.5453    1484.99 0.0000e+00
        435 27 May 2025 09:34:27     11.218    11.2724  31.180372     9.4406 4.0144e-01    161.971     55.602     11.116    27.0659    20.5607    1484.98 0.0000e+00
        436 27 May 2025 09:34:27     11.365    11.2622  31.188709     8.9923 3.7410e-01    165.261     56.713     11.261    27.0813    20.5744    1484.96 0.0000e+00
        437 27 May 2025 09:34:29     11.511    11.2503  31.190704     8.9828 3.6015e-01    168.727     57.881     11.406    27.0919    20.5846    1484.94 0.0000e+00
        438 27 May 2025 09:34:29     11.657    11.2352  31.184641    10.7662 3.3474e-01    172.219     59.059     11.551    27.0971    20.5912    1484.89 0.0000e+00
        439 27 May 2025 09:34:29     11.803    11.2152  31.171249    10.7624 3.4348e-01    175.760     60.255     11.695    27.0988    20.5959    1484.83 0.0000e+00
        440 27 May 2025 09:34:29     11.949    11.1893  31.152824    10.7223 2.9731e-01    179.408     61.487     11.840    27.1001    20.6012    1484.74 0.0000e+00
        441 27 May 2025 09:34:29     12.094    11.1581  31.132235    10.7357 2.8956e-01    182.967     62.688     11.984    27.1032    20.6088    1484.63 0.0000e+00
        442 27 May 2025 09:34:30     12.239    11.1240  31.111473     9.1182 2.7525e-01    186.410     63.846     12.127    27.1083    20.6184    1484.52 0.0000e+00
        443 27 May 2025 09:34:30     12.383    11.0896  31.090324     9.1144 2.6245e-01    189.548     64.900     12.270    27.1131    20.6279    1484.40 0.0000e+00
        444 27 May 2025 09:34:30     12.526    11.0561  31.068243     9.1373 2.4592e-01    192.753     65.978     12.412    27.1165    20.6360    1484.29 0.0000e+00
        445 27 May 2025 09:34:30     12.669    11.0234  31.046261     9.1449 2.3113e-01    195.720     66.977     12.554    27.1193    20.6436    1484.18 0.0000e+00
        446 27 May 2025 09:34:30     12.813    10.9917  31.025343     7.8346 2.1323e-01    198.816     68.021     12.696    27.1224    20.6512    1484.07 0.0000e+00
        447 27 May 2025 09:34:31     12.956    10.9617  31.005280     7.8212 2.0310e-01    201.454     68.907     12.838    27.1251    20.6582    1483.97 0.0000e+00
        448 27 May 2025 09:34:31     13.099    10.9334  30.985586     8.8321 2.0116e-01    203.838     69.709     12.980    27.1269    20.6643    1483.87 0.0000e+00
        449 27 May 2025 09:34:31     13.242    10.9063  30.966782     8.8321 1.7808e-01    206.026     70.446     13.121    27.1287    20.6701    1483.78 0.0000e+00
        450 27 May 2025 09:34:31     13.384    10.8803  30.949757     8.3476 1.7241e-01    207.973     71.106     13.262    27.1313    20.6764    1483.69 0.0000e+00
        451 27 May 2025 09:34:31     13.526    10.8563  30.934765     8.3476 1.5590e-01    209.652     71.677     13.402    27.1345    20.6828    1483.61 0.0000e+00
        452 27 May 2025 09:34:31     13.667    10.8349  30.921455     8.3515 1.6081e-01    210.960     72.122     13.542    27.1374    20.6886    1483.54 0.0000e+00
        453 27 May 2025 09:34:32     13.807    10.8157  30.909052    11.0752 1.4500e-01    211.989     72.471     13.681    27.1395    20.6933    1483.48 0.0000e+00
        454 27 May 2025 09:34:32     13.947    10.7981  30.897051    11.0695 1.3386e-01    212.715     72.715     13.820    27.1408    20.6972    1483.42 0.0000e+00
        455 27 May 2025 09:34:32     14.088    10.7814  30.885563     9.0572 1.4063e-01    213.400     72.943     13.959    27.1420    20.7008    1483.36 0.0000e+00
        456 27 May 2025 09:34:32     14.229    10.7654  30.874788     9.0591 1.1036e-01    213.998     73.144     14.099    27.1433    20.7045    1483.31 0.0000e+00
        457 27 May 2025 09:34:32     14.370    10.7501  30.864428     8.2942 1.0343e-01    214.397     73.279     14.239    27.1446    20.7079    1483.25 0.0000e+00
        458 27 May 2025 09:34:34     14.510    10.7354  30.854126     8.2809 1.2130e-01    214.934     73.459     14.378    27.1454    20.7110    1483.20 0.0000e+00
        459 27 May 2025 09:34:34     14.650    10.7210  30.843967     7.3520 9.9420e-02    215.535     73.656     14.516    27.1461    20.7138    1483.16 0.0000e+00
        460 27 May 2025 09:34:34     14.789    10.7069  30.834192     7.3425 9.5067e-02    216.446     73.955     14.654    27.1470    20.7168    1483.11 0.0000e+00
        461 27 May 2025 09:34:34     14.927    10.6932  30.825214     7.2280 1.1024e-01    217.048     74.149     14.791    27.1484    20.7201    1483.06 0.0000e+00
        462 27 May 2025 09:34:34     15.066    10.6801  30.817362     7.2356 9.0094e-02    217.839     74.411     14.928    27.1504    20.7238    1483.02 0.0000e+00
        463 27 May 2025 09:34:35     15.204    10.6679  30.810476     6.1503 9.6700e-02    218.943     74.778     15.065    27.1527    20.7276    1482.98 0.0000e+00
        464 27 May 2025 09:34:35     15.342    10.6568  30.804361     6.1732 6.6029e-02    220.074     75.153     15.202    27.1550    20.7311    1482.95 0.0000e+00
        465 27 May 2025 09:34:35     15.481    10.6466  30.799284     6.4384 8.0546e-02    221.607     75.669     15.339    27.1575    20.7347    1482.92 0.0000e+00
        466 27 May 2025 09:34:35     15.620    10.6377  30.795628     6.4269 6.1869e-02    223.630     76.356     15.477    27.1606    20.7385    1482.89 0.0000e+00
        467 27 May 2025 09:34:35     15.760    10.6302  30.793282     6.3525 6.4758e-02    225.787     77.090     15.616    27.1638    20.7423    1482.87 0.0000e+00
        468 27 May 2025 09:34:35     15.899    10.6243  30.791742     6.3487 5.3881e-02    228.505     78.017     15.754    27.1666    20.7454    1482.85 0.0000e+00
        469 27 May 2025 09:34:36     16.038    10.6197  30.790625     6.5127 5.3904e-02    231.588     79.070     15.891    27.1689    20.7479    1482.84 0.0000e+00
        470 27 May 2025 09:34:36     16.176    10.6161  30.789757     6.4803 5.3110e-02    234.831     80.182     16.029    27.1707    20.7499    1482.83 0.0000e+00
        471 27 May 2025 09:34:36     16.315    10.6128  30.789051     6.7454 6.5971e-02    237.954     81.257     16.166    27.1724    20.7518    1482.82 0.0000e+00
        472 27 May 2025 09:34:36     16.455    10.6094  30.788527     6.7359 5.3110e-02    240.821     82.249     16.304    27.1743    20.7538    1482.82 0.0000e+00
        473 27 May 2025 09:34:36     16.594    10.6060  30.788301     6.1770 5.3156e-02    243.150     83.060     16.443    27.1766    20.7561    1482.81 0.0000e+00
        474 27 May 2025 09:34:38     16.734    10.6024  30.788353     6.1713 5.3087e-02    245.069     83.732     16.581    27.1793    20.7588    1482.80 0.0000e+00
        475 27 May 2025 09:34:38     16.873    10.5987  30.788300     5.8394 5.3168e-02    246.615     84.276     16.719    27.1820    20.7614    1482.79 0.0000e+00
        476 27 May 2025 09:34:38     17.012    10.5944  30.787718     5.5285 5.3040e-02    247.745     84.686     16.856    27.1845    20.7641    1482.78 0.0000e+00
