       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        680 28 May 2025 13:51:49     27.250    10.6493  37.359863     2.2749 1.5412e+00    289.059    103.056     27.000    33.6340    25.7744    1490.94 0.0000e+00
        690 28 May 2025 13:51:51     26.241    10.6549  37.361921     1.8489 1.8052e+00    289.861    103.348     26.000    33.6313    25.7713    1490.94 0.0000e+00
        700 28 May 2025 13:51:54     25.231    10.6592  37.362857     1.7143 2.1187e+00    290.125    103.450     25.000    33.6287    25.7685    1490.93 0.0000e+00
        710 28 May 2025 13:51:56     24.222    10.6628  37.364120     1.6811 2.4800e+00    290.583    103.630     24.000    33.6272    25.7667    1490.93 0.0000e+00
        721 28 May 2025 13:51:59     23.213    10.6669  37.366809     2.4241 2.9334e+00    290.678    103.677     23.000    33.6265    25.7654    1490.92 0.0000e+00
        731 28 May 2025 13:52:02     22.203    10.6754  37.372013     1.5098 3.4410e+00    291.305    103.903     22.000    33.6243    25.7622    1490.93 0.0000e+00
        741 28 May 2025 13:52:04     21.194    10.6805  37.374287     1.6464 4.0543e+00    291.129    103.841     21.000    33.6223    25.7597    1490.93 0.0000e+00
        751 28 May 2025 13:52:07     20.185    10.6812  37.373973     1.5106 4.7841e+00    291.142    103.870     20.000    33.6218    25.7592    1490.92 0.0000e+00
        762 28 May 2025 13:52:09     19.175    10.6836  37.376449     2.3632 5.5870e+00    292.294    104.312     19.000    33.6226    25.7593    1490.91 0.0000e+00
        772 28 May 2025 13:52:12     18.166    10.6966  37.385830     1.8651 6.5793e+00    293.041    104.600     18.000    33.6205    25.7554    1490.94 0.0000e+00
        782 28 May 2025 13:52:14     17.157    10.7105  37.393930     1.7486 7.8406e+00    293.363    104.732     17.000    33.6162    25.7496    1490.97 0.0000e+00
        792 28 May 2025 13:52:17     16.147    10.7208  37.399274     1.6898 9.2724e+00    293.522    104.795     16.000    33.6125    25.7449    1490.98 0.0000e+00
        803 28 May 2025 13:52:19     15.138    10.7286  37.402187     1.7105 1.0892e+01    293.932    104.948     15.000    33.6087    25.7405    1490.99 0.0000e+00
        813 28 May 2025 13:52:22     14.129    10.7314  37.402627     1.5528 1.2914e+01    293.576    104.850     14.000    33.6070    25.7387    1490.98 0.0000e+00
        824 28 May 2025 13:52:25     13.120    10.7364  37.405076     1.7131 1.5325e+01    294.642    105.277     13.000    33.6053    25.7365    1490.98 0.0000e+00
        834 28 May 2025 13:52:27     12.111    10.7547  37.413396     1.5549 1.8182e+01    295.243    105.534     12.000    33.5972    25.7269    1491.01 0.0000e+00
        844 28 May 2025 13:52:30     11.101    10.7783  37.421424     2.0553 2.1727e+01    296.507    106.019     11.000    33.5841    25.7125    1491.07 0.0000e+00
        854 28 May 2025 13:52:32     10.092    10.7996  37.427061     1.7619 2.5955e+01    296.882    106.166     10.000    33.5705    25.6982    1491.11 0.0000e+00
        863 28 May 2025 13:52:35      9.083    10.8153  37.431217     1.7786 3.1117e+01    297.941    106.586      9.000    33.5607    25.6878    1491.14 0.0000e+00
        873 28 May 2025 13:52:37      8.073    10.8320  37.412684     1.7502 3.8185e+01    297.953    106.624      8.000    33.5274    25.6588    1491.14 0.0000e+00
        882 28 May 2025 13:52:39      7.064    10.9145  37.271847     2.0209 4.7131e+01    297.075    106.291      7.000    33.3122    25.4767    1491.15 0.0000e+00
        892 28 May 2025 13:52:42      6.055    10.9802  37.154405     2.0689 5.9539e+01    298.858    107.199      6.000    33.1363    25.3281    1491.16 0.0000e+00
        901 28 May 2025 13:52:44      5.046    11.0467  36.977668     2.1903 7.8022e+01    295.097    106.241      5.000    32.9020    25.1340    1491.09 0.0000e+00
        911 28 May 2025 13:52:46      4.037    11.4596  36.418763     1.9423 1.0613e+02    292.546    105.407      4.000    31.9903    24.3512    1491.42 0.0000e+00
        920 28 May 2025 13:52:49      3.028    11.7579  36.186993     1.8581 1.4662e+02    292.903    105.540      3.000    31.5087    23.9233    1491.87 0.0000e+00
        930 28 May 2025 13:52:51      2.018    11.8211  36.126564     2.0200 2.1739e+02    292.767    105.537      2.000    31.3973    23.8253    1491.94 0.0000e+00
        948 28 May 2025 13:52:56      1.009    11.9080  35.928332     1.8752 2.9802e+02    294.625    103.104      1.000    31.1336    23.6048    1491.91 0.0000e+00
