       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
       1557 28 May 2025 09:30:46     25.231    11.2638  31.716669     1.4804 6.2832e-02    251.380     87.580     25.000    27.5821    20.9630    1485.80 0.0000e+00
       1565 28 May 2025 09:30:48     26.240    11.2903  31.753622     1.2409 5.4075e-02    251.459     87.636     26.000    27.5975    20.9704    1485.93 0.0000e+00
       1574 28 May 2025 09:30:50     27.250    11.3499  31.829222     1.1535 5.3097e-02    251.379     87.624     27.000    27.6252    20.9819    1486.19 0.0000e+00
       1582 28 May 2025 09:30:52     28.259    11.3756  31.848500     1.0376 5.3095e-02    251.648     87.911     28.000    27.6241    20.9767    1486.29 0.0000e+00
       1590 28 May 2025 09:30:54     29.268    11.3840  31.865602     1.0600 5.3087e-02    253.132     88.512     29.000    27.6339    20.9829    1486.35 0.0000e+00
       1599 28 May 2025 09:30:56     30.278    11.4485  31.968379     1.0770 5.3074e-02    253.531     88.675     30.000    27.6839    21.0107    1486.66 0.0000e+00
       1607 28 May 2025 09:30:58     31.287    11.5058  32.021661     1.0148 5.3105e-02    253.237     88.582     31.000    27.6917    21.0070    1486.88 0.0000e+00
       1616 28 May 2025 09:31:01     32.297    11.5209  32.036842     0.9778 5.3100e-02    253.541     88.730     32.000    27.6945    21.0066    1486.96 0.0000e+00
       1624 28 May 2025 09:31:03     33.306    11.5255  32.044261     1.0469 5.3091e-02    253.612     88.767     33.000    27.6978    21.0085    1487.00 0.0000e+00
       1632 28 May 2025 09:31:05     34.315    11.5392  32.068447     0.9949 5.3079e-02    253.484     88.816     34.000    27.7103    21.0158    1487.08 0.0000e+00
       1640 28 May 2025 09:31:07     35.324    11.5485  32.084214     1.0320 5.3090e-02    253.688     89.002     35.000    27.7181    21.0203    1487.13 0.0000e+00
       1649 28 May 2025 09:31:09     36.334    11.5722  32.140747     1.0042 5.3075e-02    253.790     89.037     36.000    27.7540    21.0441    1487.28 0.0000e+00
       1657 28 May 2025 09:31:11     37.343    11.6315  32.213866     0.9879 5.3095e-02    253.254     88.834     37.000    27.7791    21.0533    1487.53 0.0000e+00
       1665 28 May 2025 09:31:13     38.352    11.6394  32.219368     1.0032 5.3089e-02    253.684     89.039     38.000    27.7781    21.0512    1487.58 0.0000e+00
       1673 28 May 2025 09:31:15     39.362    11.6315  32.221203     1.0093 5.3097e-02    254.349     89.292     39.000    27.7854    21.0582    1487.57 0.0000e+00
       1682 28 May 2025 09:31:17     40.371    11.6470  32.252132     1.0135 5.3088e-02    254.428     89.349     40.000    27.8029    21.0692    1487.67 0.0000e+00
       1690 28 May 2025 09:31:19     41.381    11.6593  32.265661     1.0357 5.3094e-02    255.102     89.619     41.000    27.8062    21.0696    1487.73 0.0000e+00
       1698 28 May 2025 09:31:21     42.390    11.6734  32.281591     1.0212 5.3089e-02    256.258     90.077     42.000    27.8105    21.0705    1487.80 0.0000e+00
       1707 28 May 2025 09:31:23     43.399    11.6874  32.301910     1.0195 5.3106e-02    256.993     90.358     43.000    27.8191    21.0747    1487.88 0.0000e+00
       1715 28 May 2025 09:31:26     44.409    11.7094  32.332802     1.1185 5.3075e-02    257.502     90.555     44.000    27.8316    21.0807    1487.99 0.0000e+00
       1723 28 May 2025 09:31:28     45.418    11.7223  32.349075     1.0957 5.3084e-02    257.597     90.594     45.000    27.8371    21.0827    1488.05 0.0000e+00
       1732 28 May 2025 09:31:30     46.428    11.7295  32.359971     1.0795 5.3091e-02    257.479     90.516     46.000    27.8417    21.0850    1488.10 0.0000e+00
       1740 28 May 2025 09:31:32     47.437    11.7333  32.363528     1.0855 5.3092e-02    256.531     90.184     47.000    27.8419    21.0845    1488.13 0.0000e+00
       1749 28 May 2025 09:31:34     48.446    11.7179  32.352028     1.1154 5.3101e-02    256.637     90.228     48.000    27.8421    21.0874    1488.09 0.0000e+00
       1757 28 May 2025 09:31:36     49.456    11.7142  32.354576     1.1198 5.3102e-02    256.358     90.150     49.000    27.8470    21.0919    1488.10 0.0000e+00
       1766 28 May 2025 09:31:38     50.465    11.7161  32.362657     1.1254 5.3077e-02    256.964     90.379     50.000    27.8529    21.0961    1488.13 0.0000e+00
       1775 28 May 2025 09:31:40     51.475    11.7237  32.375724     1.1306 5.3087e-02    257.482     90.564     51.000    27.8592    21.0997    1488.19 0.0000e+00
       1784 28 May 2025 09:31:43     52.484    11.7311  32.385835     1.1553 5.3064e-02    257.330     90.501     52.000    27.8629    21.1014    1488.23 0.0000e+00
       1793 28 May 2025 09:31:45     53.494    11.7317  32.389850     1.1527 5.3076e-02    257.025     90.392     53.000    27.8660    21.1036    1488.26 0.0000e+00
       1801 28 May 2025 09:31:47     54.503    11.7266  32.389619     1.1012 5.3099e-02    257.088     90.416     54.000    27.8692    21.1071    1488.26 0.0000e+00
       1810 28 May 2025 09:31:49     55.513    11.7243  32.391543     1.1421 5.3104e-02    257.192     90.456     55.000    27.8724    21.1099    1488.27 0.0000e+00
       1819 28 May 2025 09:31:51     56.522    11.7231  32.396618     1.1581 5.3087e-02    257.091     90.451     56.000    27.8777    21.1143    1488.29 0.0000e+00
       1828 28 May 2025 09:31:54     57.532    11.7246  32.402164     1.1520 5.3104e-02    258.369     90.900     57.000    27.8816    21.1170    1488.32 0.0000e+00
       1836 28 May 2025 09:31:56     58.541    11.7348  32.421658     1.2132 5.3119e-02    258.364     90.940     58.000    27.8921    21.1235    1488.38 0.0000e+00
       1845 28 May 2025 09:31:58     59.550    11.7371  32.428201     1.1741 5.3110e-02    259.422     91.338     59.000    27.8962    21.1263    1488.41 0.0000e+00
       1854 28 May 2025 09:32:00     60.560    11.7518  32.450896     1.2075 5.3079e-02    260.113     91.608     60.000    27.9064    21.1316    1488.49 0.0000e+00
       1862 28 May 2025 09:32:02     61.569    11.7649  32.465433     1.2684 5.3089e-02    261.393     92.094     61.000    27.9101    21.1322    1488.56 0.0000e+00
       1870 28 May 2025 09:32:04     62.579    11.7757  32.480930     1.2729 5.3097e-02    262.026     92.330     62.000    27.9164    21.1352    1488.62 0.0000e+00
       1879 28 May 2025 09:32:07     63.588    11.7916  32.501421     1.3292 5.3065e-02    262.402     92.465     63.000    27.9236    21.1380    1488.70 0.0000e+00
       1888 28 May 2025 09:32:09     64.598    11.7986  32.512126     1.3280 5.3097e-02    262.473     92.492     64.000    27.9281    21.1403    1488.75 0.0000e+00
       1896 28 May 2025 09:32:11     65.607    11.7999  32.514222     1.4095 5.3097e-02    262.029     92.336     65.000    27.9288    21.1407    1488.77 0.0000e+00
       1905 28 May 2025 09:32:13     66.617    11.8006  32.516018     1.4227 5.3098e-02    262.022     92.334     66.000    27.9296    21.1412    1488.79 0.0000e+00
       1913 28 May 2025 09:32:15     67.626    11.8004  32.518037     1.3966 5.3082e-02    261.445     92.138     67.000    27.9313    21.1426    1488.81 0.0000e+00
       1922 28 May 2025 09:32:17     68.636    11.7992  32.522337     1.3961 5.3131e-02    261.846     92.291     68.000    27.9359    21.1464    1488.82 0.0000e+00
       1931 28 May 2025 09:32:20     69.645    11.8013  32.529757     1.3534 5.3100e-02    262.324     92.462     69.000    27.9411    21.1500    1488.85 0.0000e+00
       1940 28 May 2025 09:32:21     70.655    11.8059  32.536437     1.3521 5.3127e-02    262.206     92.436     70.000    27.9436    21.1512    1488.89 0.0000e+00
       1948 28 May 2025 09:32:24     71.665    11.8078  32.538884     1.4315 5.3104e-02    262.771     92.639     71.000    27.9441    21.1513    1488.91 0.0000e+00
       1957 28 May 2025 09:32:26     72.674    11.8129  32.548946     1.4007 5.3090e-02    262.657     92.601     72.000    27.9495    21.1546    1488.95 0.0000e+00
       1966 28 May 2025 09:32:28     73.684    11.8155  32.552441     1.4117 5.3111e-02    262.914     92.702     73.000    27.9505    21.1549    1488.98 0.0000e+00
       1975 28 May 2025 09:32:30     74.693    11.8166  32.555755     1.4807 5.3074e-02    262.692     92.627     74.000    27.9524    21.1563    1489.00 0.0000e+00
       1984 28 May 2025 09:32:33     75.703    11.8195  32.563979     1.4068 5.3083e-02    263.217     92.815     75.000    27.9578    21.1599    1489.04 0.0000e+00
       1994 28 May 2025 09:32:35     76.712    11.8210  32.566986     1.4374 5.3088e-02    263.140     92.789     76.000    27.9591    21.1607    1489.06 0.0000e+00
       2003 28 May 2025 09:32:38     77.722    11.8220  32.569804     1.4309 5.3079e-02    262.951     92.719     77.000    27.9607    21.1618    1489.08 0.0000e+00
       2013 28 May 2025 09:32:40     78.731    11.8222  32.570318     1.4396 5.3093e-02    262.468     92.558     78.000    27.9606    21.1617    1489.10 0.0000e+00
       2022 28 May 2025 09:32:42     79.741    11.8210  32.571317     1.4825 5.3104e-02    262.192     92.465     79.000    27.9621    21.1631    1489.11 0.0000e+00
       2031 28 May 2025 09:32:44     80.750    11.8235  32.580065     1.4957 5.3116e-02    262.419     92.546     80.000    27.9682    21.1674    1489.15 0.0000e+00
       2039 28 May 2025 09:32:46     81.760    11.8251  32.583249     1.4157 5.3066e-02    262.455     92.559     81.000    27.9697    21.1683    1489.17 0.0000e+00
       2048 28 May 2025 09:32:49     82.770    11.8254  32.583998     1.3360 5.3073e-02    262.236     92.470     82.000    27.9697    21.1683    1489.19 0.0000e+00
       2057 28 May 2025 09:32:51     83.779    11.8254  32.584258     1.4472 5.3058e-02    261.914     92.334     83.000    27.9697    21.1683    1489.21 0.0000e+00
       2066 28 May 2025 09:32:53     84.789    11.8203  32.578444     1.4238 5.3097e-02    261.080     92.038     84.000    27.9676    21.1676    1489.20 0.0000e+00
       2074 28 May 2025 09:32:55     85.798    11.8091  32.572116     1.3917 5.3093e-02    261.193     92.077     85.000    27.9696    21.1711    1489.18 0.0000e+00
       2083 28 May 2025 09:32:58     86.808    11.8068  32.571825     1.3808 5.3097e-02    261.201     92.080     86.000    27.9707    21.1724    1489.19 0.0000e+00
       2092 28 May 2025 09:33:00     87.818    11.8066  32.572471     1.3232 5.3100e-02    261.168     92.069     87.000    27.9711    21.1728    1489.21 0.0000e+00
       2101 28 May 2025 09:33:02     88.827    11.8065  32.573263     1.3555 5.3080e-02    261.154     92.071     88.000    27.9715    21.1731    1489.22 0.0000e+00
       2111 28 May 2025 09:33:04     89.837    11.8067  32.574614     1.3544 5.3100e-02    261.301     92.127     89.000    27.9723    21.1737    1489.24 0.0000e+00
       2120 28 May 2025 09:33:07     90.847    11.8092  32.579880     1.4150 5.3081e-02    260.981     92.014     90.000    27.9751    21.1755    1489.27 0.0000e+00
       2129 28 May 2025 09:33:09     91.856    11.8111  32.582490     1.4243 5.3094e-02    261.112     92.058     91.000    27.9758    21.1757    1489.30 0.0000e+00
       2139 28 May 2025 09:33:11     92.866    11.8105  32.582943     1.3192 5.3087e-02    260.817     91.956     92.000    27.9763    21.1762    1489.31 0.0000e+00
       2148 28 May 2025 09:33:14     93.876    11.8093  32.585199     1.3851 5.3066e-02    260.910     91.998     93.000    27.9790    21.1785    1489.33 0.0000e+00
       2157 28 May 2025 09:33:16     94.885    11.8098  32.587721     1.4164 5.3124e-02    260.978     92.026     94.000    27.9806    21.1797    1489.35 0.0000e+00
       2167 28 May 2025 09:33:18     95.895    11.8137  32.594045     1.3815 5.3093e-02    260.347     91.797     95.000    27.9833    21.1811    1489.38 0.0000e+00
       2176 28 May 2025 09:33:21     96.904    11.8150  32.595340     1.4188 5.3094e-02    258.919     91.294     96.000    27.9833    21.1809    1489.40 0.0000e+00
       2185 28 May 2025 09:33:23     97.914    11.8118  32.594388     1.4011 5.3121e-02    258.865     91.278     97.000    27.9844    21.1823    1489.41 0.0000e+00
       2195 28 May 2025 09:33:25     98.924    11.8115  32.596673     1.3946 5.3097e-02    258.825     91.264     98.000    27.9864    21.1840    1489.43 0.0000e+00
       2204 28 May 2025 09:33:28     99.933    11.8124  32.599293     1.2585 5.3074e-02    258.472     91.140     99.000    27.9878    21.1850    1489.45 0.0000e+00
       2213 28 May 2025 09:33:30    100.943    11.8125  32.600804     1.2441 5.3076e-02    258.703     91.222    100.000    27.9889    21.1858    1489.46 0.0000e+00
       2223 28 May 2025 09:33:33    101.953    11.8124  32.602151     1.2668 5.3088e-02    259.457     91.488    101.000    27.9898    21.1865    1489.48 0.0000e+00
       2232 28 May 2025 09:33:35    102.962    11.8126  32.603461     1.3609 5.3066e-02    259.378     91.461    102.000    27.9906    21.1871    1489.50 0.0000e+00
       2242 28 May 2025 09:33:37    103.972    11.8127  32.604323     1.4236 5.3110e-02    259.633     91.551    103.000    27.9909    21.1874    1489.52 0.0000e+00
       2251 28 May 2025 09:33:39    104.982    11.8125  32.605542     1.4089 5.3092e-02    259.576     91.531    104.000    27.9919    21.1882    1489.53 0.0000e+00
       2261 28 May 2025 09:33:42    105.991    11.8121  32.606353     1.4407 5.3084e-02    259.488     91.498    105.000    27.9926    21.1888    1489.55 0.0000e+00
       2271 28 May 2025 09:33:44    107.001    11.8118  32.607047     1.5000 5.3094e-02    259.054     91.343    106.000    27.9931    21.1893    1489.57 0.0000e+00
       2281 28 May 2025 09:33:47    108.011    11.8107  32.607544     1.4571 5.3108e-02    259.201     91.391    107.000    27.9940    21.1902    1489.58 0.0000e+00
       2291 28 May 2025 09:33:49    109.021    11.8097  32.607831     1.4878 5.3099e-02    258.359     91.088    108.000    27.9947    21.1910    1489.60 0.0000e+00
       2301 28 May 2025 09:33:52    110.030    11.8066  32.607280     1.4756 5.3091e-02    257.748     90.869    109.000    27.9961    21.1926    1489.60 0.0000e+00
       2311 28 May 2025 09:33:54    111.040    11.8031  32.607208     1.5010 5.3090e-02    257.867     90.911    110.000    27.9983    21.1949    1489.61 0.0000e+00
       2320 28 May 2025 09:33:57    112.049    11.8017  32.607542     1.5697 5.3105e-02    257.870     90.912    111.000    27.9994    21.1960    1489.62 0.0000e+00
       2330 28 May 2025 09:33:59    113.059    11.8013  32.607676     1.5247 5.3098e-02    257.742     90.873    112.000    27.9994    21.1962    1489.64 0.0000e+00
       2340 28 May 2025 09:34:02    114.069    11.8019  32.608354     1.5674 5.3103e-02    258.015     90.975    113.000    27.9992    21.1959    1489.66 0.0000e+00
       2350 28 May 2025 09:34:04    115.079    11.8054  32.611020     1.3575 5.3070e-02    258.995     91.311    114.000    27.9987    21.1949    1489.68 0.0000e+00
       2360 28 May 2025 09:34:07    116.089    11.8068  32.613378     1.4753 5.3082e-02    258.362     91.083    115.000    27.9995    21.1953    1489.71 0.0000e+00
       2370 28 May 2025 09:34:09    117.098    11.8016  32.609868     1.5403 5.3103e-02    258.192     91.022    116.000    27.9998    21.1964    1489.70 0.0000e+00
       2380 28 May 2025 09:34:12    118.108    11.7995  32.608967     1.4485 5.3089e-02    258.057     90.973    117.000    28.0001    21.1971    1489.71 0.0000e+00
       2391 28 May 2025 09:34:14    119.118    11.7995  32.609054     1.4563 5.3090e-02    258.045     90.970    118.000    27.9998    21.1969    1489.73 0.0000e+00
       2401 28 May 2025 09:34:17    120.128    11.7986  32.608826     1.4893 5.3100e-02    258.223     91.034    119.000    28.0000    21.1972    1489.74 0.0000e+00
       2411 28 May 2025 09:34:20    121.138    11.7993  32.610648     1.5466 5.3087e-02    258.006     90.957    120.000    28.0008    21.1977    1489.77 0.0000e+00
       2421 28 May 2025 09:34:22    122.147    11.7997  32.611259     1.4964 5.3124e-02    258.200     91.025    121.000    28.0007    21.1976    1489.78 0.0000e+00
       2432 28 May 2025 09:34:25    123.157    11.7994  32.611506     1.4788 5.3080e-02    258.031     90.966    122.000    28.0008    21.1978    1489.80 0.0000e+00
       2442 28 May 2025 09:34:27    124.167    11.7993  32.611861     1.5453 5.3100e-02    258.362     91.083    123.000    28.0008    21.1978    1489.82 0.0000e+00
       2453 28 May 2025 09:34:30    125.177    11.7995  32.612484     1.5452 5.3100e-02    258.152     91.008    124.000    28.0010    21.1980    1489.83 0.0000e+00
       2464 28 May 2025 09:34:33    126.186    11.7993  32.612964     1.5085 5.3094e-02    257.901     90.915    125.000    28.0012    21.1982    1489.85 0.0000e+00
       2474 28 May 2025 09:34:35    127.196    11.7988  32.612695     1.5292 5.3110e-02    257.359     90.721    126.000    28.0010    21.1981    1489.86 0.0000e+00
       2485 28 May 2025 09:34:38    128.206    11.7964  32.610535     1.5468 5.3098e-02    256.868     90.561    127.000    28.0003    21.1981    1489.87 0.0000e+00
       2496 28 May 2025 09:34:41    129.216    11.7967  32.614261     1.4586 5.3112e-02    257.761     90.878    128.000    28.0033    21.2003    1489.89 0.0000e+00
       2507 28 May 2025 09:34:43    130.226    11.8016  32.621480     1.5697 5.3116e-02    257.757     90.874    129.000    28.0061    21.2016    1489.93 0.0000e+00
       2517 28 May 2025 09:34:46    131.236    11.8017  32.621443     1.4935 5.3096e-02    257.499     90.788    130.000    28.0056    21.2012    1489.95 0.0000e+00
       2528 28 May 2025 09:34:49    132.245    11.8009  32.621031     1.5510 5.3088e-02    258.063     90.992    131.000    28.0054    21.2013    1489.96 0.0000e+00
       2538 28 May 2025 09:34:51    133.255    11.8034  32.625558     1.4618 5.3138e-02    258.176     91.033    132.000    28.0075    21.2025    1489.99 0.0000e+00
       2548 28 May 2025 09:34:54    134.265    11.8053  32.627671     1.4708 5.3137e-02    258.290     91.076    133.000    28.0077    21.2023    1490.01 0.0000e+00
       2558 28 May 2025 09:34:56    135.275    11.8061  32.629335     1.5892 5.3113e-02    258.611     91.194    134.000    28.0083    21.2027    1490.03 0.0000e+00
       2569 28 May 2025 09:34:59    136.285    11.8076  32.631482     1.5297 5.3099e-02    258.575     91.179    135.000    28.0089    21.2029    1490.05 0.0000e+00
       2579 28 May 2025 09:35:01    137.295    11.8093  32.633342     1.5730 5.3079e-02    258.172     91.047    136.000    28.0090    21.2027    1490.08 0.0000e+00
       2589 28 May 2025 09:35:04    138.304    11.8091  32.634365     1.6508 5.3069e-02    259.119     91.387    137.000    28.0098    21.2033    1490.09 0.0000e+00
       2599 28 May 2025 09:35:06    139.314    11.8135  32.640450     1.5923 5.3106e-02    259.341     91.466    138.000    28.0119    21.2042    1490.13 0.0000e+00
       2609 28 May 2025 09:35:09    140.324    11.8154  32.642512     1.5768 5.3098e-02    259.299     91.454    139.000    28.0121    21.2040    1490.15 0.0000e+00
       2620 28 May 2025 09:35:12    141.334    11.8163  32.643884     1.6127 5.3092e-02    259.323     91.465    140.000    28.0123    21.2041    1490.17 0.0000e+00
       2632 28 May 2025 09:35:15    142.344    11.8175  32.646076     1.5911 5.3087e-02    259.370     91.482    141.000    28.0131    21.2045    1490.19 0.0000e+00
       2655 28 May 2025 09:35:20    143.354    11.8190  32.647828     1.6607 5.3130e-02    258.924     91.324    142.000    28.0133    21.2045    1490.21 0.0000e+00
       2657 28 May 2025 09:35:21    142.344    11.8186  32.647091     1.5723 5.3082e-02    259.243     91.434    141.000    28.0133    21.2045    1490.20 0.0000e+00
       2671 28 May 2025 09:35:24    141.334    11.8179  32.645006     1.6525 5.3090e-02    258.468     91.148    140.000    28.0121    21.2037    1490.18 0.0000e+00
       2683 28 May 2025 09:35:28    140.324    11.8132  32.637877     1.6241 5.3093e-02    258.522     91.164    139.000    28.0093    21.2023    1490.14 0.0000e+00
       2694 28 May 2025 09:35:30    139.314    11.8104  32.634650     1.5309 5.3100e-02    258.386     91.116    138.000    28.0087    21.2023    1490.11 0.0000e+00
       2704 28 May 2025 09:35:33    138.305    11.8098  32.633855     1.5335 5.3070e-02    258.332     91.097    137.000    28.0087    21.2024    1490.09 0.0000e+00
       2715 28 May 2025 09:35:35    137.295    11.8099  32.633721     1.6337 5.3081e-02    258.409     91.123    136.000    28.0089    21.2025    1490.08 0.0000e+00
       2725 28 May 2025 09:35:38    136.285    11.8095  32.632671     1.6166 5.3088e-02    258.289     91.079    135.000    28.0086    21.2023    1490.06 0.0000e+00
       2736 28 May 2025 09:35:41    135.275    11.8090  32.632020     1.5549 5.3091e-02    258.403     91.118    134.000    28.0087    21.2025    1490.04 0.0000e+00
       2747 28 May 2025 09:35:43    134.265    11.8086  32.631038     1.5905 5.3087e-02    258.204     91.043    133.000    28.0085    21.2023    1490.02 0.0000e+00
       2757 28 May 2025 09:35:46    133.255    11.8078  32.629581     1.4977 5.3081e-02    257.838     90.904    132.000    28.0080    21.2021    1490.00 0.0000e+00
       2767 28 May 2025 09:35:49    132.246    11.8048  32.624343     1.5322 5.3111e-02    257.154     90.657    131.000    28.0056    21.2008    1489.97 0.0000e+00
       2777 28 May 2025 09:35:51    131.235    11.8010  32.620121     1.4524 5.3065e-02    256.653     90.473    130.000    28.0049    21.2008    1489.94 0.0000e+00
       2787 28 May 2025 09:35:53    130.226    11.7980  32.615390     1.4163 5.3099e-02    256.897     90.559    129.000    28.0030    21.1998    1489.91 0.0000e+00
       2796 28 May 2025 09:35:56    129.216    11.7957  32.611895     1.3729 5.3087e-02    257.045     90.612    128.000    28.0018    21.1993    1489.89 0.0000e+00
       2806 28 May 2025 09:35:58    128.206    11.7960  32.610338     1.4490 5.3115e-02    257.277     90.693    127.000    28.0004    21.1982    1489.87 0.0000e+00
       2816 28 May 2025 09:36:01    127.196    11.7963  32.609700     1.4404 5.3076e-02    257.082     90.624    126.000    28.0000    21.1978    1489.85 0.0000e+00
       2825 28 May 2025 09:36:03    126.187    11.7962  32.609220     1.4271 5.3124e-02    257.511     90.776    125.000    28.0000    21.1977    1489.84 0.0000e+00
       2835 28 May 2025 09:36:05    125.177    11.7962  32.609027     1.3741 5.3082e-02    257.437     90.751    124.000    28.0002    21.1979    1489.82 0.0000e+00
       2845 28 May 2025 09:36:08    124.167    11.7963  32.608949     1.4555 5.3098e-02    257.372     90.727    123.000    28.0003    21.1980    1489.80 0.0000e+00
       2854 28 May 2025 09:36:10    123.157    11.7964  32.608676     1.4862 5.3118e-02    257.657     90.828    122.000    28.0004    21.1979    1489.79 0.0000e+00
       2864 28 May 2025 09:36:13    122.147    11.7964  32.608257     1.3930 5.3094e-02    257.355     90.721    121.000    28.0003    21.1979    1489.77 0.0000e+00
       2873 28 May 2025 09:36:15    121.138    11.7963  32.607653     1.3692 5.3088e-02    257.113     90.635    120.000    28.0003    21.1978    1489.75 0.0000e+00
       2883 28 May 2025 09:36:17    120.128    11.7962  32.607245     1.4058 5.3084e-02    257.073     90.620    119.000    28.0003    21.1979    1489.74 0.0000e+00
       2892 28 May 2025 09:36:20    119.118    11.7959  32.606202     1.4020 5.3097e-02    257.421     90.744    118.000    27.9998    21.1975    1489.72 0.0000e+00
       2901 28 May 2025 09:36:22    118.109    11.7957  32.605324     1.3857 5.3108e-02    257.340     90.719    117.000    27.9995    21.1974    1489.70 0.0000e+00
       2910 28 May 2025 09:36:24    117.098    11.7961  32.605660     1.3983 5.3094e-02    257.854     90.910    116.000    27.9999    21.1975    1489.69 0.0000e+00
       2920 28 May 2025 09:36:27    116.089    11.7983  32.607480     1.3860 5.3095e-02    258.190     91.029    115.000    28.0004    21.1975    1489.68 0.0000e+00
       2929 28 May 2025 09:36:29    115.079    11.8026  32.610197     1.4766 5.3084e-02    258.200     91.037    114.000    28.0001    21.1965    1489.68 0.0000e+00
       2938 28 May 2025 09:36:31    114.069    11.8039  32.610231     1.4751 5.3058e-02    257.821     90.904    113.000    27.9995    21.1958    1489.66 0.0000e+00
       2947 28 May 2025 09:36:34    113.060    11.8060  32.610594     1.5075 5.3069e-02    257.414     90.760    112.000    27.9987    21.1948    1489.65 0.0000e+00
       2956 28 May 2025 09:36:36    112.050    11.8065  32.609580     1.3681 5.3090e-02    257.241     90.699    111.000    27.9977    21.1938    1489.64 0.0000e+00
       2966 28 May 2025 09:36:38    111.040    11.8065  32.608685     1.3940 5.3093e-02    257.238     90.699    110.000    27.9972    21.1934    1489.62 0.0000e+00
