       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        569 28 May 2025 12:11:06     24.222    11.9655  33.222761     1.8435 6.1953e-02    270.090     95.912     24.000    28.4918    21.5469    1489.34 0.0000e+00
        579 28 May 2025 12:11:09     25.231    11.9680  33.242465     1.7414 5.4007e-02    271.004     96.359     25.000    28.5082    21.5592    1489.38 0.0000e+00
        590 28 May 2025 12:11:11     26.240    11.9797  33.348292     1.7761 5.3114e-02    272.658     96.997     26.000    28.5994    21.6278    1489.55 0.0000e+00
        600 28 May 2025 12:11:14     27.250    12.0017  33.478922     1.8577 5.3146e-02    272.403     96.938     27.000    28.7062    21.7066    1489.77 0.0000e+00
        611 28 May 2025 12:11:17     28.259    12.0091  33.523442     1.8845 5.3099e-02    272.684     97.158     28.000    28.7424    21.7334    1489.85 0.0000e+00
        622 28 May 2025 12:11:19     29.268    12.0164  33.602054     1.7356 5.3109e-02    273.679     97.611     29.000    28.8111    21.7854    1489.98 0.0000e+00
        633 28 May 2025 12:11:22     30.278    12.0397  33.768432     1.7138 5.3088e-02    274.450     97.932     30.000    28.9508    21.8894    1490.24 0.0000e+00
        644 28 May 2025 12:11:25     31.287    12.0516  33.862578     1.6849 5.3090e-02    274.327     97.986     31.000    29.0306    21.9492    1490.39 0.0000e+00
        655 28 May 2025 12:11:27     32.296    12.0584  33.925743     1.6655 5.3144e-02    274.442     98.151     32.000    29.0849    21.9900    1490.50 0.0000e+00
        665 28 May 2025 12:11:30     33.306    12.0852  34.032783     1.5998 5.3119e-02    275.225     98.552     33.000    29.1654    22.0476    1490.71 0.0000e+00
        675 28 May 2025 12:11:33     34.315    12.1243  34.145206     1.5097 5.3097e-02    276.915     99.210     34.000    29.2412    22.0993    1490.95 0.0000e+00
        686 28 May 2025 12:11:35     35.324    12.1609  34.228031     1.3882 5.3100e-02    276.655     99.173     35.000    29.2909    22.1311    1491.15 0.0000e+00
        696 28 May 2025 12:11:38     36.334    12.1749  34.262585     1.3272 5.3094e-02    276.973     99.386     36.000    29.3123    22.1453    1491.24 0.0000e+00
        706 28 May 2025 12:11:40     37.343    12.1948  34.342313     1.3604 5.3119e-02    277.540     99.611     37.000    29.3720    22.1878    1491.40 0.0000e+00
        717 28 May 2025 12:11:43     38.353    12.2225  34.388529     1.2920 5.3100e-02    277.498     99.614     38.000    29.3936    22.1996    1491.53 0.0000e+00
        727 28 May 2025 12:11:46     39.362    12.2308  34.404967     1.2186 5.3096e-02    277.314     99.549     39.000    29.4023    22.2049    1491.59 0.0000e+00
        738 28 May 2025 12:11:48     40.371    12.2347  34.412276     1.2276 5.3124e-02    277.319     99.562     40.000    29.4058    22.2069    1491.62 0.0000e+00
        749 28 May 2025 12:11:51     41.381    12.2351  34.417570     1.3286 5.3087e-02    276.917     99.434     41.000    29.4102    22.2102    1491.65 0.0000e+00
        760 28 May 2025 12:11:54     42.390    12.2390  34.430372     1.2623 5.3109e-02    277.559     99.703     42.000    29.4188    22.2162    1491.69 0.0000e+00
        771 28 May 2025 12:11:56     43.399    12.2471  34.448988     1.1506 5.3110e-02    278.693    100.164     43.000    29.4297    22.2232    1491.74 0.0000e+00
        781 28 May 2025 12:11:59     44.409    12.2615  34.472304     1.1785 5.3096e-02    278.386    100.118     44.000    29.4401    22.2287    1491.82 0.0000e+00
        792 28 May 2025 12:12:02     45.418    12.2876  34.521250     1.1748 5.3108e-02    278.667    100.236     45.000    29.4657    22.2437    1491.96 0.0000e+00
        803 28 May 2025 12:12:04     46.428    12.3047  34.540586     1.1480 5.3126e-02    278.553    100.204     46.000    29.4701    22.2440    1492.04 0.0000e+00
        813 28 May 2025 12:12:07     47.437    12.3118  34.552556     1.1525 5.3091e-02    278.693    100.255     47.000    29.4755    22.2469    1492.09 0.0000e+00
        823 28 May 2025 12:12:10     48.446    12.3140  34.554250     1.2650 5.3108e-02    278.905    100.330     48.000    29.4750    22.2461    1492.11 0.0000e+00
        834 28 May 2025 12:12:12     49.456    12.3141  34.554366     1.1768 5.3116e-02    278.494    100.181     49.000    29.4747    22.2459    1492.13 0.0000e+00
        845 28 May 2025 12:12:15     50.465    12.3135  34.553150     1.1599 5.3114e-02    278.342    100.127     50.000    29.4736    22.2452    1492.14 0.0000e+00
        856 28 May 2025 12:12:18     51.475    12.3138  34.554353     1.1838 5.3129e-02    278.780    100.305     51.000    29.4741    22.2456    1492.16 0.0000e+00
        867 28 May 2025 12:12:20     52.484    12.3154  34.558787     1.1539 5.3111e-02    279.950    100.747     52.000    29.4767    22.2473    1492.19 0.0000e+00
        878 28 May 2025 12:12:23     53.494    12.3241  34.573222     1.1265 5.3121e-02    280.041    100.794     53.000    29.4831    22.2507    1492.24 0.0000e+00
        889 28 May 2025 12:12:26     54.503    12.3328  34.587227     1.1311 5.3100e-02    279.913    100.750     54.000    29.4892    22.2538    1492.29 0.0000e+00
        900 28 May 2025 12:12:29     55.512    12.3355  34.590305     1.1472 5.3100e-02    279.966    100.783     55.000    29.4896    22.2537    1492.32 0.0000e+00
        911 28 May 2025 12:12:32     56.522    12.3377  34.595584     1.1678 5.3107e-02    280.124    100.858     56.000    29.4924    22.2555    1492.35 0.0000e+00
        922 28 May 2025 12:12:34     57.531    12.3433  34.605802     1.1361 5.3122e-02    279.661    100.689     57.000    29.4973    22.2583    1492.39 0.0000e+00
        933 28 May 2025 12:12:37     58.541    12.3478  34.612110     1.1135 5.3105e-02    279.753    100.735     58.000    29.4994    22.2591    1492.43 0.0000e+00
        947 28 May 2025 12:12:40     59.550    12.3496  34.617439     1.0920 5.3111e-02    279.438    100.672     59.000    29.5026    22.2613    1492.45 0.0000e+00
        971 28 May 2025 12:12:46     60.560    12.3703  34.655053     1.1086 5.3105e-02    279.597    100.717     60.000    29.5215    22.2721    1492.56 0.0000e+00
        990 28 May 2025 12:12:51     59.551    12.3664  34.643282     1.1180 5.3129e-02    279.648    100.698     59.000    29.5138    22.2669    1492.52 0.0000e+00
       1001 28 May 2025 12:12:54     58.541    12.3580  34.627052     1.1340 5.3117e-02    279.902    100.776     58.000    29.5055    22.2619    1492.47 0.0000e+00
       1011 28 May 2025 12:12:56     57.531    12.3514  34.615652     1.1411 5.3115e-02    279.815    100.733     57.000    29.5003    22.2591    1492.42 0.0000e+00
       1022 28 May 2025 12:12:59     56.522    12.3463  34.606318     1.0843 5.3098e-02    280.077    100.813     56.000    29.4958    22.2566    1492.38 0.0000e+00
       1033 28 May 2025 12:13:02     55.513    12.3414  34.597410     1.1271 5.3095e-02    279.948    100.753     55.000    29.4917    22.2542    1492.34 0.0000e+00
       1044 28 May 2025 12:13:05     54.503    12.3362  34.588545     1.0896 5.3104e-02    279.921    100.729     54.000    29.4877    22.2521    1492.30 0.0000e+00
       1055 28 May 2025 12:13:07     53.493    12.3308  34.579091     1.1311 5.3103e-02    280.008    100.753     53.000    29.4834    22.2497    1492.26 0.0000e+00
       1065 28 May 2025 12:13:10     52.484    12.3259  34.571887     1.1324 5.3099e-02    280.027    100.754     52.000    29.4808    22.2486    1492.23 0.0000e+00
       1076 28 May 2025 12:13:13     51.475    12.3234  34.568118     1.1238 5.3103e-02    279.574    100.582     51.000    29.4796    22.2481    1492.20 0.0000e+00
       1086 28 May 2025 12:13:15     50.465    12.3208  34.563450     1.1159 5.3117e-02    279.350    100.492     50.000    29.4776    22.2469    1492.17 0.0000e+00
       1097 28 May 2025 12:13:18     49.456    12.3173  34.557545     1.1197 5.3091e-02    279.156    100.416     49.000    29.4752    22.2457    1492.14 0.0000e+00
       1107 28 May 2025 12:13:20     48.446    12.3139  34.552060     1.1748 5.3122e-02    278.782    100.280     48.000    29.4730    22.2446    1492.11 0.0000e+00
       1117 28 May 2025 12:13:23     47.437    12.3122  34.549521     1.1326 5.3109e-02    278.395    100.129     47.000    29.4723    22.2444    1492.09 0.0000e+00
       1127 28 May 2025 12:13:26     46.428    12.3109  34.545604     1.1114 5.3083e-02    278.387    100.102     46.000    29.4700    22.2428    1492.06 0.0000e+00
       1138 28 May 2025 12:13:28     45.418    12.3056  34.534394     1.1749 5.3094e-02    278.742    100.208     45.000    29.4639    22.2390    1492.02 0.0000e+00
       1148 28 May 2025 12:13:31     44.409    12.2959  34.518409     1.2365 5.3143e-02    278.432    100.068     44.000    29.4568    22.2353    1491.96 0.0000e+00
       1158 28 May 2025 12:13:33     43.400    12.2880  34.506592     1.2673 5.3112e-02    278.706    100.105     43.000    29.4522    22.2331    1491.91 0.0000e+00
       1168 28 May 2025 12:13:36     42.390    12.2743  34.478403     1.2003 5.3123e-02    278.043     99.832     42.000    29.4366    22.2235    1491.83 0.0000e+00
       1178 28 May 2025 12:13:38     41.381    12.2530  34.440651     1.2376 5.3102e-02    278.199     99.876     41.000    29.4180    22.2130    1491.72 0.0000e+00
       1188 28 May 2025 12:13:41     40.371    12.2421  34.422202     1.1907 5.3118e-02    277.951     99.778     40.000    29.4095    22.2083    1491.65 0.0000e+00
       1198 28 May 2025 12:13:43     39.362    12.2387  34.412875     1.2380 5.3082e-02    278.238     99.866     39.000    29.4036    22.2044    1491.62 0.0000e+00
       1208 28 May 2025 12:13:46     38.353    12.2357  34.404478     1.1597 5.3094e-02    277.872     99.694     38.000    29.3984    22.2009    1491.59 0.0000e+00
       1218 28 May 2025 12:13:48     37.343    12.2297  34.390090     1.2647 5.3107e-02    277.535     99.486     37.000    29.3899    22.1954    1491.54 0.0000e+00
       1228 28 May 2025 12:13:51     36.334    12.2138  34.351629     1.2284 5.3093e-02    276.706     99.131     36.000    29.3662    22.1800    1491.44 0.0000e+00
       1238 28 May 2025 12:13:53     35.325    12.1870  34.276767     1.2195 5.3109e-02    276.618     99.045     35.000    29.3166    22.1463    1491.27 0.0000e+00
       1248 28 May 2025 12:13:56     34.315    12.1712  34.229955     1.3075 5.3099e-02    275.876     98.657     34.000    29.2850    22.1247    1491.16 0.0000e+00
       1258 28 May 2025 12:13:58     33.306    12.1507  34.165567     1.3922 5.3085e-02    274.695     98.129     33.000    29.2403    22.0937    1491.02 0.0000e+00
       1268 28 May 2025 12:14:01     32.296    12.1139  34.058722     1.4587 5.3104e-02    274.458     97.957     32.000    29.1681    22.0445    1490.79 0.0000e+00
       1278 28 May 2025 12:14:03     31.287    12.0810  33.960204     1.6173 5.3103e-02    274.717     97.997     31.000    29.1004    21.9980    1490.58 0.0000e+00
       1289 28 May 2025 12:14:06     30.278    12.0610  33.886965     1.6924 5.3127e-02    274.366     97.784     30.000    29.0469    21.9600    1490.43 0.0000e+00
       1299 28 May 2025 12:14:09     29.268    12.0528  33.812686     1.6011 5.3086e-02    273.557     97.387     29.000    28.9830    21.9120    1490.31 0.0000e+00
       1309 28 May 2025 12:14:11     28.259    12.0376  33.683316     1.6262 5.3111e-02    272.701     97.015     28.000    28.8723    21.8289    1490.11 0.0000e+00
       1319 28 May 2025 12:14:14     27.250    12.0216  33.570247     1.8367 5.3106e-02    272.810     96.987     27.000    28.7776    21.7584    1489.92 0.0000e+00
       1329 28 May 2025 12:14:16     26.240    12.0105  33.488988     1.8936 5.4020e-02    271.565     96.443     26.000    28.7094    21.7075    1489.79 0.0000e+00
       1339 28 May 2025 12:14:18     25.231    11.9979  33.400489     1.7749 5.5351e-02    270.203     95.898     25.000    28.6354    21.6524    1489.64 0.0000e+00
       1348 28 May 2025 12:14:21     24.222    11.9792  33.282959     1.8406 7.1814e-02    269.632     95.643     24.000    28.5385    21.5807    1489.44 0.0000e+00
       1358 28 May 2025 12:14:23     23.212    11.9675  33.216058     1.7384 9.5188e-02    269.576     95.578     23.000    28.4843    21.5407    1489.32 0.0000e+00
       1368 28 May 2025 12:14:26     22.203    11.9578  33.146039     1.7470 1.3108e-01    269.301     95.475     22.000    28.4256    21.4969    1489.20 0.0000e+00
       1378 28 May 2025 12:14:28     21.194    11.9490  33.103831     1.8730 1.6472e-01    269.151     95.419     21.000    28.3926    21.4729    1489.11 0.0000e+00
       1388 28 May 2025 12:14:31     20.185    11.9473  33.100735     1.9136 2.2073e-01    269.296     95.474     20.000    28.3912    21.4722    1489.09 0.0000e+00
       1397 28 May 2025 12:14:33     19.175    11.9470  33.099497     1.7998 2.9400e-01    269.506     95.539     19.000    28.3907    21.4718    1489.07 0.0000e+00
       1407 28 May 2025 12:14:36     18.166    11.9476  33.099615     1.6903 3.8616e-01    269.221     95.427     18.000    28.3907    21.4716    1489.05 0.0000e+00
       1417 28 May 2025 12:14:38     17.157    11.9461  33.088069     1.7591 5.1743e-01    269.459     95.474     17.000    28.3813    21.4646    1489.02 0.0000e+00
       1426 28 May 2025 12:14:40     16.148    11.9432  33.069433     1.8163 7.0976e-01    268.661     95.152     16.000    28.3661    21.4533    1488.98 0.0000e+00
       1436 28 May 2025 12:14:43     15.138    11.9335  33.033537     1.7285 9.6603e-01    268.844     95.113     15.000    28.3398    21.4346    1488.89 0.0000e+00
       1445 28 May 2025 12:14:45     14.129    11.9235  32.977651     1.7660 1.3158e+00    267.872     94.688     14.000    28.2947    21.4014    1488.79 0.0000e+00
       1454 28 May 2025 12:14:47     13.120    11.9079  32.846086     1.6964 1.8037e+00    267.552     94.527     13.000    28.1819    21.3168    1488.59 0.0000e+00
       1464 28 May 2025 12:14:50     12.110    11.8983  32.733681     1.7588 2.4700e+00    267.240     94.378     12.000    28.0828    21.2416    1488.42 0.0000e+00
       1473 28 May 2025 12:14:52     11.101    11.8943  32.658428     1.8405 3.4269e+00    266.970     94.258     11.000    28.0148    21.1896    1488.31 0.0000e+00
       1483 28 May 2025 12:14:54     10.092    11.8915  32.603903     1.9547 4.7186e+00    266.794     94.105     10.000    27.9655    21.1519    1488.22 0.0000e+00
       1493 28 May 2025 12:14:57      9.083    11.8884  32.542887     1.7777 6.5233e+00    266.260     93.812      9.000    27.9102    21.1096    1488.13 0.0000e+00
       1504 28 May 2025 12:15:00      8.074    11.8776  32.393312     1.8671 9.0615e+00    265.806     93.552      8.000    27.7767    21.0081    1487.91 0.0000e+00
       1514 28 May 2025 12:15:02      7.065    11.8669  32.227568     1.9298 1.2815e+01    265.996     93.558      7.000    27.6279    20.8946    1487.68 0.0000e+00
       1525 28 May 2025 12:15:05      6.055    11.8702  32.049911     2.0590 1.8146e+01    266.610     93.712      6.000    27.4574    20.7619    1487.47 0.0000e+00
       1536 28 May 2025 12:15:08      5.046    11.8805  31.914027     2.1181 2.6008e+01    266.572     93.600      5.000    27.3215    20.6549    1487.33 0.0000e+00
       1548 28 May 2025 12:15:11      4.037    11.8896  31.748692     2.1730 3.7605e+01    268.204     93.934      4.000    27.1589    20.5272    1487.15 0.0000e+00
       1562 28 May 2025 12:15:14      3.027    11.9161  31.336795     2.7150 5.8447e+01    272.278     94.824      3.000    26.7513    20.2069    1486.74 0.0000e+00
       1575 28 May 2025 12:15:18      2.018    12.0083  30.317824     3.3010 1.0393e+02    280.968     96.598      2.000    25.7299    19.4003    1485.83 0.0000e+00
       1589 28 May 2025 12:15:21      1.009    12.1794  28.047113     3.7847 2.4106e+02    287.928     94.593      1.000    23.5100    17.6543    1483.78 0.0000e+00
