       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
         66 28 May 2025 12:35:05      0.764    12.6620  24.564501     4.4127 4.5684e+02    243.681     83.305      0.757    20.0623    14.9107    1481.39 0.0000e+00
         67 28 May 2025 12:35:05      0.763    12.6625  24.588343     4.4204 4.6795e+02    242.753     83.002      0.756    20.0834    14.9269    1481.42 0.0000e+00
         68 28 May 2025 12:35:05      0.763    12.6629  24.609808     4.4852 4.2918e+02    241.967     82.737      0.756    20.1024    14.9415    1481.44 0.0000e+00
         69 28 May 2025 12:35:05      0.764    12.6631  24.628904     4.5386 4.6713e+02    241.367     82.530      0.757    20.1194    14.9546    1481.47 0.0000e+00
         70 28 May 2025 12:35:07      0.764    12.6632  24.646194     4.5424 4.3818e+02    240.951     82.381      0.757    20.1348    14.9664    1481.48 0.0000e+00
         71 28 May 2025 12:35:07      0.765    12.6632  24.661470     4.3116 4.7464e+02    240.619     82.250      0.758    20.1485    14.9770    1481.50 0.0000e+00
         72 28 May 2025 12:35:07      0.765    12.6632  24.674118     4.3097 5.7471e+02    239.933     81.977      0.758    20.1599    14.9858    1481.51 0.0000e+00
         73 28 May 2025 12:35:07      0.765    12.6630  24.684332     4.1533 4.2508e+02    239.035     81.637      0.758    20.1691    14.9929    1481.52 0.0000e+00
         74 28 May 2025 12:35:07      0.765    12.6628  24.692812     4.1400 3.5936e+02    237.710     81.176      0.758    20.1768    14.9989    1481.53 0.0000e+00
         75 28 May 2025 12:35:08      0.765    12.6625  24.698845     4.0789 4.3304e+02    236.030     80.626      0.758    20.1824    15.0032    1481.54 0.0000e+00
         76 28 May 2025 12:35:08      0.765    12.6619  24.700520     4.0961 3.7994e+02    234.061     79.971      0.758    20.1842    15.0047    1481.54 0.0000e+00
         77 28 May 2025 12:35:08      0.764    12.6610  24.697216     4.7046 3.4057e+02    232.211     79.343      0.757    20.1817    15.0030    1481.53 0.0000e+00
         78 28 May 2025 12:35:08      0.765    12.6594  24.690336     4.7160 3.7125e+02    230.535     78.763      0.758    20.1764    14.9992    1481.52 0.0000e+00
         79 28 May 2025 12:35:08      0.766    12.6571  24.683270     4.1838 3.2808e+02    229.268     78.318      0.759    20.1713    14.9956    1481.51 0.0000e+00
         80 28 May 2025 12:35:09      0.766    12.6545  24.679348     4.1915 4.2120e+02    228.245     77.963      0.759    20.1692    14.9944    1481.49 0.0000e+00
         81 28 May 2025 12:35:09      0.767    12.6525  24.679106     4.0236 3.9647e+02    227.525     77.706      0.760    20.1700    14.9954    1481.49 0.0000e+00
         82 28 May 2025 12:35:09      0.766    12.6519  24.683130     4.0217 3.0574e+02    226.845     77.454      0.759    20.1739    14.9985    1481.49 0.0000e+00
         83 28 May 2025 12:35:09      0.766    12.6525  24.692045     3.9931 3.3408e+02    226.102     77.184      0.759    20.1816    15.0043    1481.50 0.0000e+00
         84 28 May 2025 12:35:09      0.765    12.6537  24.702579     3.9893 3.3613e+02    225.413     76.942      0.758    20.1904    15.0109    1481.52 0.0000e+00
         85 28 May 2025 12:35:09      0.765    12.6548  24.710028     3.9969 3.3724e+02    224.211     76.534      0.758    20.1965    15.0154    1481.53 0.0000e+00
         86 28 May 2025 12:35:11      0.765    12.6553  24.711748     3.9931 3.8876e+02    222.786     76.060      0.758    20.1978    15.0164    1481.53 0.0000e+00
         87 28 May 2025 12:35:11      0.766    12.6547  24.706871     3.9893 3.8630e+02    221.309     75.565      0.759    20.1937    15.0133    1481.52 0.0000e+00
         88 28 May 2025 12:35:11      0.767    12.6532  24.694908     3.9874 3.5114e+02    219.709     75.016      0.760    20.1838    15.0059    1481.51 0.0000e+00
         89 28 May 2025 12:35:11      0.768    12.6507  24.676058     4.0999 3.2078e+02    218.090     74.456      0.761    20.1682    14.9943    1481.48 0.0000e+00
         90 28 May 2025 12:35:11      0.768    12.6473  24.654539     4.1075 3.2445e+02    216.580     73.928      0.761    20.1508    14.9814    1481.45 0.0000e+00
         91 28 May 2025 12:35:12      0.768    12.6434  24.638704     4.2296 3.7730e+02    215.150     73.424      0.761    20.1387    14.9727    1481.42 0.0000e+00
         92 28 May 2025 12:35:12      0.768    12.6399  24.634821     4.2239 3.6866e+02    213.790     72.951      0.761    20.1370    14.9720    1481.40 0.0000e+00
         93 28 May 2025 12:35:12      0.768    12.6375  24.640905     4.2315 3.5007e+02    212.433     72.483      0.761    20.1438    14.9776    1481.40 0.0000e+00
         94 28 May 2025 12:35:12      0.767    12.6362  24.648111     4.5443 3.2823e+02    211.287     72.086      0.760    20.1509    14.9834    1481.41 0.0000e+00
         95 28 May 2025 12:35:12      0.767    12.6355  24.649071     4.5501 3.5221e+02    210.101     71.674      0.760    20.1522    14.9845    1481.41 0.0000e+00
         96 28 May 2025 12:35:13      0.768    12.6348  24.642742     4.0789 3.8893e+02    208.994     71.293      0.761    20.1468    14.9805    1481.40 0.0000e+00
         97 28 May 2025 12:35:13      0.769    12.6337  24.632465     4.0770 2.9152e+02    208.043     70.976      0.762    20.1382    14.9740    1481.38 0.0000e+00
         98 28 May 2025 12:35:13      0.769    12.6318  24.620987     4.5138 3.6031e+02    206.921     70.601      0.762    20.1290    14.9672    1481.37 0.0000e+00
         99 28 May 2025 12:35:13      0.769    12.6293  24.608130     4.5081 3.5068e+02    206.018     70.292      0.762    20.1187    14.9597    1481.35 0.0000e+00
        100 28 May 2025 12:35:13      0.769    12.6267  24.594395     4.1686 3.1585e+02    205.122     69.976      0.762    20.1078    14.9517    1481.32 0.0000e+00
        101 28 May 2025 12:35:15      0.769    12.6241  24.583227     4.1476 3.4019e+02    204.553     69.766      0.762    20.0992    14.9455    1481.30 0.0000e+00
        102 28 May 2025 12:35:15      0.769    12.6216  24.578232     4.0122 3.4536e+02    203.663     69.454      0.762    20.0960    14.9435    1481.29 0.0000e+00
        103 28 May 2025 12:35:15      0.769    12.6193  24.580484     4.0045 3.5298e+02    203.252     69.310      0.762    20.0993    14.9464    1481.29 0.0000e+00
        104 28 May 2025 12:35:15      0.768    12.6171  24.587320     3.8806 3.4596e+02    202.772     69.140      0.761    20.1066    14.9524    1481.29 0.0000e+00
        105 28 May 2025 12:35:15      0.768    12.6151  24.592976     3.8996 4.0056e+02    202.389     69.004      0.762    20.1127    14.9575    1481.29 0.0000e+00
        106 28 May 2025 12:35:15      0.769    12.6132  24.592730     4.1114 3.1530e+02    202.153     68.923      0.762    20.1135    14.9584    1481.28 0.0000e+00
        107 28 May 2025 12:35:16      0.769    12.6114  24.585760     4.0980 3.3248e+02    201.847     68.831      0.762    20.1082    14.9546    1481.27 0.0000e+00
        108 28 May 2025 12:35:16      0.770    12.6095  24.574173     3.8653 3.7003e+02    201.590     68.752      0.763    20.0988    14.9477    1481.25 0.0000e+00
        109 28 May 2025 12:35:16      0.770    12.6072  24.561712     3.8634 2.9744e+02    201.391     68.683      0.763    20.0889    14.9404    1481.23 0.0000e+00
        110 28 May 2025 12:35:16      0.770    12.6046  24.551832     4.0446 3.7434e+02    201.206     68.606      0.763    20.0814    14.9351    1481.21 0.0000e+00
        111 28 May 2025 12:35:16      0.769    12.6016  24.545563     4.0446 3.8470e+02    200.842     68.468      0.762    20.0774    14.9324    1481.20 0.0000e+00
        112 28 May 2025 12:35:17      0.769    12.5985  24.542284     4.1762 3.7688e+02    200.617     68.381      0.762    20.0761    14.9319    1481.19 0.0000e+00
        113 28 May 2025 12:35:17      0.769    12.5954  24.542025     4.1762 3.3849e+02    200.289     68.263      0.762    20.0775    14.9336    1481.18 0.0000e+00
        114 28 May 2025 12:35:17      0.769    12.5924  24.545525     3.9035 3.5772e+02    200.060     68.185      0.762    20.0823    14.9377    1481.17 0.0000e+00
        115 28 May 2025 12:35:17      0.769    12.5896  24.551615     3.8958 3.6315e+02    199.845     68.125      0.762    20.0892    14.9435    1481.17 0.0000e+00
        116 28 May 2025 12:35:17      0.769    12.5874  24.555759     3.8882 3.3701e+02    199.674     68.080      0.762    20.0941    14.9477    1481.17 0.0000e+00
        117 28 May 2025 12:35:19      0.770    12.5858  24.553297     3.8672 3.5083e+02    199.677     68.082      0.763    20.0927    14.9469    1481.16 0.0000e+00
        118 28 May 2025 12:35:19      0.770    12.5844  24.543846     3.8539 3.4243e+02    199.634     68.055      0.763    20.0850    14.9411    1481.15 0.0000e+00
        119 28 May 2025 12:35:19      0.771    12.5829  24.531668     4.3994 3.6418e+02    199.364     67.948      0.764    20.0748    14.9336    1481.13 0.0000e+00
        120 28 May 2025 12:35:19      0.771    12.5809  24.521685     4.4242 3.5345e+02    199.080     67.844      0.764    20.0670    14.9279    1481.11 0.0000e+00
        121 28 May 2025 12:35:19      0.771    12.5784  24.515766     4.7541 3.5083e+02    198.577     67.672      0.764    20.0630    14.9252    1481.10 0.0000e+00
        122 28 May 2025 12:35:19      0.771    12.5756  24.513718     4.7217 3.8952e+02    198.205     67.547      0.764    20.0626    14.9254    1481.09 0.0000e+00
        123 28 May 2025 12:35:20      0.770    12.5729  24.515785     4.4261 3.5647e+02    198.115     67.521      0.763    20.0659    14.9284    1481.09 0.0000e+00
        124 28 May 2025 12:35:20      0.770    12.5703  24.522392     4.4337 3.4991e+02    197.652     67.369      0.763    20.0732    14.9345    1481.08 0.0000e+00
        125 28 May 2025 12:35:20      0.769    12.5682  24.531042     4.3307 3.7763e+02    197.388     67.281      0.762    20.0821    14.9417    1481.09 0.0000e+00
        126 28 May 2025 12:35:20      0.769    12.5669  24.535618     4.3288 3.6046e+02    197.098     67.181      0.762    20.0869    14.9456    1481.09 0.0000e+00
        127 28 May 2025 12:35:20      0.770    12.5662  24.531664     4.5405 3.5983e+02    196.707     67.045      0.763    20.0837    14.9432    1481.08 0.0000e+00
        128 28 May 2025 12:35:21      0.771    12.5655  24.520964     4.5253 3.4969e+02    196.324     66.908      0.764    20.0745    14.9362    1481.07 0.0000e+00
        129 28 May 2025 12:35:21      0.771    12.5641  24.509504     4.1056 3.2665e+02    195.724     66.699      0.764    20.0649    14.9291    1481.05 0.0000e+00
        130 28 May 2025 12:35:21      0.772    12.5620  24.502243     4.1094 4.1066e+02    195.222     66.527      0.765    20.0595    14.9253    1481.04 0.0000e+00
        131 28 May 2025 12:35:21      0.772    12.5596  24.501453     3.8043 3.6770e+02    194.487     66.279      0.765    20.0601    14.9261    1481.03 0.0000e+00
        132 28 May 2025 12:35:21      0.771    12.5573  24.507763     3.7966 3.4710e+02    194.010     66.120      0.764    20.0670    14.9318    1481.03 0.0000e+00
        133 28 May 2025 12:35:23      0.771    12.5553  24.518494     4.3269 3.7870e+02    193.273     65.877      0.764    20.0777    14.9404    1481.04 0.0000e+00
        134 28 May 2025 12:35:23      0.772    12.5540  24.526793     4.3212 3.3797e+02    192.900     65.759      0.765    20.0858    14.9469    1481.04 0.0000e+00
        135 28 May 2025 12:35:23      0.772    12.5533  24.526926     4.3002 3.7524e+02    192.381     65.591      0.765    20.0863    14.9474    1481.04 0.0000e+00
        136 28 May 2025 12:35:23      0.773    12.5526  24.519911     4.3002 3.2367e+02    191.787     65.395      0.766    20.0804    14.9429    1481.03 0.0000e+00
        137 28 May 2025 12:35:23      0.773    12.5513  24.512072     4.6035 3.6418e+02    191.344     65.242      0.766    20.0741    14.9383    1481.02 0.0000e+00
        138 28 May 2025 12:35:24      0.774    12.5492  24.508854     4.6054 3.6690e+02    190.807     65.048      0.767    20.0723    14.9373    1481.01 0.0000e+00
        139 28 May 2025 12:35:24      0.774    12.5467  24.511431     3.9874 3.9535e+02    190.319     64.875      0.767    20.0759    14.9405    1481.00 0.0000e+00
        140 28 May 2025 12:35:24      0.773    12.5444  24.518166     3.9988 3.3089e+02    189.795     64.703      0.766    20.0832    14.9464    1481.01 0.0000e+00
        141 28 May 2025 12:35:24      0.773    12.5426  24.526468     3.9855 3.9285e+02    189.363     64.577      0.766    20.0916    14.9532    1481.01 0.0000e+00
        142 28 May 2025 12:35:24      0.773    12.5415  24.533422     3.8386 3.3938e+02    188.780     64.397      0.766    20.0985    14.9587    1481.01 0.0000e+00
        143 28 May 2025 12:35:24      0.773    12.5409  24.537024     3.8424 3.6482e+02    188.387     64.259      0.766    20.1020    14.9615    1481.02 0.0000e+00
        144 28 May 2025 12:35:25      0.773    12.5405  24.537209     4.1762 3.3916e+02    188.211     64.180      0.766    20.1024    14.9619    1481.01 0.0000e+00
        145 28 May 2025 12:35:25      0.773    12.5400  24.535463     4.1800 3.7721e+02    187.757     64.017      0.766    20.1011    14.9610    1481.01 0.0000e+00
        146 28 May 2025 12:35:25      0.773    12.5391  24.534008     4.4165 3.6339e+02    187.438     63.912      0.766    20.1002    14.9605    1481.01 0.0000e+00
        147 28 May 2025 12:35:25      0.773    12.5379  24.534946     4.4337 4.1744e+02    187.015     63.774      0.766    20.1017    14.9618    1481.00 0.0000e+00
        148 28 May 2025 12:35:25      0.773    12.5367  24.539032     4.0141 3.4763e+02    186.658     63.658      0.766    20.1060    14.9653    1481.01 0.0000e+00
        149 28 May 2025 12:35:26      0.773    12.5362  24.545298     4.0007 3.5819e+02    186.233     63.528      0.766    20.1119    14.9700    1481.01 0.0000e+00
        150 28 May 2025 12:35:26      0.773    12.5369  24.552048     4.5119 3.7011e+02    185.845     63.409      0.766    20.1176    14.9743    1481.02 0.0000e+00
        151 28 May 2025 12:35:26      0.773    12.5389  24.557856     4.5234 3.8808e+02    185.598     63.332      0.766    20.1218    14.9771    1481.03 0.0000e+00
        152 28 May 2025 12:35:26      0.773    12.5420  24.561815     4.2983 3.9890e+02    185.213     63.196      0.766    20.1237    14.9781    1481.04 0.0000e+00
        153 28 May 2025 12:35:26      0.774    12.5455  24.563326     4.2983 3.4124e+02    185.025     63.119      0.767    20.1232    14.9771    1481.06 0.0000e+00
        154 28 May 2025 12:35:28      0.775    12.5487  24.561802     4.4547 3.4809e+02    184.393     62.893      0.768    20.1201    14.9742    1481.06 0.0000e+00
        155 28 May 2025 12:35:28      0.776    12.5511  24.557631     4.4490 3.5298e+02    184.169     62.815      0.769    20.1151    14.9699    1481.07 0.0000e+00
        156 28 May 2025 12:35:28      0.776    12.5525  24.554062     4.5481 3.3445e+02    183.569     62.612      0.769    20.1111    14.9667    1481.07 0.0000e+00
        157 28 May 2025 12:35:28      0.776    12.5530  24.556154     4.5501 3.8630e+02    183.085     62.447      0.769    20.1128    14.9678    1481.07 0.0000e+00
        158 28 May 2025 12:35:28      0.777    12.5534  24.565569     4.2086 3.3511e+02    182.753     62.334      0.770    20.1210    14.9741    1481.08 0.0000e+00
        159 28 May 2025 12:35:29      0.777    12.5550  24.576777     4.1991 3.2751e+02    182.159     62.141      0.770    20.1302    14.9809    1481.10 0.0000e+00
        160 28 May 2025 12:35:29      0.778    12.5580  24.580370     4.4776 3.5787e+02    181.889     62.061      0.771    20.1318    14.9817    1481.11 0.0000e+00
        161 28 May 2025 12:35:29      0.779    12.5616  24.572458     4.4947 3.8086e+02    181.289     61.865      0.772    20.1228    14.9742    1481.11 0.0000e+00
        162 28 May 2025 12:35:29      0.780    12.5645  24.559324     4.4833 3.4431e+02    181.147     61.817      0.773    20.1095    14.9634    1481.11 0.0000e+00
        163 28 May 2025 12:35:29      0.781    12.5665  24.550253     4.4661 3.3606e+02    180.628     61.628      0.774    20.1003    14.9559    1481.10 0.0000e+00
        164 28 May 2025 12:35:29      0.781    12.5680  24.549187     4.4776 3.8136e+02    180.381     61.528      0.774    20.0985    14.9543    1481.11 0.0000e+00
        165 28 May 2025 12:35:30      0.780    12.5691  24.555426     4.2086 3.4005e+02    180.116     61.431      0.773    20.1035    14.9580    1481.12 0.0000e+00
        166 28 May 2025 12:35:30      0.780    12.5700  24.567499     4.1991 3.6015e+02    179.635     61.271      0.773    20.1139    14.9659    1481.13 0.0000e+00
        167 28 May 2025 12:35:30      0.780    12.5707  24.582495     4.3059 3.2945e+02    179.181     61.131      0.773    20.1269    14.9758    1481.15 0.0000e+00
        168 28 May 2025 12:35:30      0.781    12.5718  24.594481     4.2906 3.2923e+02    178.981     61.082      0.774    20.1371    14.9835    1481.17 0.0000e+00
        169 28 May 2025 12:35:30      0.782    12.5733  24.597853     4.0217 4.0249e+02    178.472     60.920      0.775    20.1393    14.9849    1481.17 0.0000e+00
        170 28 May 2025 12:35:32      0.783    12.5749  24.591953     4.0160 3.4438e+02    178.266     60.854      0.776    20.1332    14.9800    1481.17 0.0000e+00
        171 28 May 2025 12:35:32      0.784    12.5757  24.581760     4.6244 3.6714e+02    178.211     60.822      0.777    20.1236    14.9725    1481.16 0.0000e+00
        172 28 May 2025 12:35:32      0.784    12.5755  24.573709     4.6168 3.3938e+02    178.150     60.785      0.777    20.1165    14.9670    1481.15 0.0000e+00
        173 28 May 2025 12:35:32      0.784    12.5747  24.570864     4.8571 3.3111e+02    178.109     60.763      0.777    20.1144    14.9654    1481.15 0.0000e+00
        174 28 May 2025 12:35:32      0.784    12.5739  24.572659     4.8514 3.7157e+02    178.035     60.744      0.777    20.1164    14.9672    1481.15 0.0000e+00
        175 28 May 2025 12:35:33      0.783    12.5731  24.577923     4.1152 3.3219e+02    178.003     60.750      0.776    20.1215    14.9713    1481.15 0.0000e+00
        176 28 May 2025 12:35:33      0.783    12.5726  24.586668     4.0980 3.6054e+02    177.930     60.745      0.776    20.1297    14.9776    1481.16 0.0000e+00
