       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        827 23 May 2025 11:23:13     43.399    11.3486  31.806220     1.0251 5.3083e-02    257.185     89.616     43.000    27.5982    20.9615    1486.42 0.0000e+00
        838 23 May 2025 11:23:15     44.409    11.3771  31.824045     1.2171 5.3101e-02    257.133     89.657     44.000    27.5937    20.9532    1486.53 0.0000e+00
        849 23 May 2025 11:23:18     45.418    11.3803  31.833614     0.9920 5.3076e-02    257.463     89.828     45.000    27.6001    20.9576    1486.56 0.0000e+00
        859 23 May 2025 11:23:21     46.428    11.4106  31.872676     0.9940 5.3094e-02    257.671     90.039     46.000    27.6146    20.9637    1486.71 0.0000e+00
        870 23 May 2025 11:23:23     47.437    11.4444  31.919290     0.9931 5.3070e-02    258.143     90.285     47.000    27.6337    20.9728    1486.86 0.0000e+00
        881 23 May 2025 11:23:26     48.446    11.5066  31.994634     1.0180 5.3090e-02    258.324     90.374     48.000    27.6590    20.9818    1487.13 0.0000e+00
        892 23 May 2025 11:23:29     49.456    11.5347  32.026001     1.0454 5.3119e-02    258.297     90.368     49.000    27.6677    20.9838    1487.26 0.0000e+00
        903 23 May 2025 11:23:31     50.465    11.5417  32.031953     1.0297 5.3067e-02    258.191     90.342     50.000    27.6677    20.9826    1487.30 0.0000e+00
        913 23 May 2025 11:23:34     51.475    11.5429  32.034997     1.1781 5.3081e-02    258.573     90.486     51.000    27.6694    20.9837    1487.32 0.0000e+00
        923 23 May 2025 11:23:37     52.484    11.5479  32.044399     1.0117 5.3093e-02    258.354     90.413     52.000    27.6743    20.9867    1487.36 0.0000e+00
        933 23 May 2025 11:23:39     53.494    11.5508  32.049568     1.0370 5.3101e-02    258.055     90.321     53.000    27.6767    20.9881    1487.39 0.0000e+00
        944 23 May 2025 11:23:42     54.503    11.5518  32.056818     1.0274 5.3092e-02    257.693     90.223     54.000    27.6825    20.9925    1487.42 0.0000e+00
        955 23 May 2025 11:23:44     55.512    11.5587  32.070590     1.0766 5.3092e-02    257.668     90.232     55.000    27.6902    20.9973    1487.47 0.0000e+00
        966 23 May 2025 11:23:47     56.522    11.5714  32.090125     1.1639 5.3122e-02    257.509     90.190     56.000    27.6990    21.0019    1487.54 0.0000e+00
        977 23 May 2025 11:23:50     57.531    11.5777  32.099132     1.2115 5.3078e-02    257.890     90.333     57.000    27.7025    21.0036    1487.58 0.0000e+00
        988 23 May 2025 11:23:53     58.541    11.5835  32.109232     1.4202 5.3092e-02    257.843     90.319     58.000    27.7075    21.0065    1487.63 0.0000e+00
       1000 23 May 2025 11:23:56     59.550    11.5856  32.112915     1.4696 5.3083e-02    257.803     90.309     59.000    27.7091    21.0074    1487.65 0.0000e+00
       1011 23 May 2025 11:23:59     60.560    11.5863  32.115323     1.2386 5.3099e-02    257.625     90.249     60.000    27.7105    21.0084    1487.67 0.0000e+00
       1021 23 May 2025 11:24:01     61.569    11.5881  32.120543     1.7346 5.3102e-02    257.174     90.115     61.000    27.7137    21.0106    1487.70 0.0000e+00
       1032 23 May 2025 11:24:04     62.579    11.5885  32.126609     1.2488 5.3094e-02    257.529     90.257     62.000    27.7188    21.0145    1487.72 0.0000e+00
       1042 23 May 2025 11:24:06     63.588    11.6010  32.147085     1.3640 5.3134e-02    257.194     90.147     63.000    27.7287    21.0200    1487.80 0.0000e+00
       1053 23 May 2025 11:24:09     64.598    11.6059  32.153221     1.7159 5.3061e-02    258.056     90.460     64.000    27.7305    21.0206    1487.83 0.0000e+00
       1064 23 May 2025 11:24:12     65.607    11.6099  32.160089     1.4029 5.3085e-02    258.168     90.503     65.000    27.7337    21.0224    1487.87 0.0000e+00
       1074 23 May 2025 11:24:14     66.617    11.6128  32.164457     1.4414 5.3083e-02    257.982     90.454     66.000    27.7354    21.0232    1487.90 0.0000e+00
       1084 23 May 2025 11:24:17     67.626    11.6154  32.172474     1.4509 5.3104e-02    258.220     90.554     67.000    27.7407    21.0270    1487.93 0.0000e+00
       1094 23 May 2025 11:24:19     68.636    11.6207  32.183007     1.4583 5.3092e-02    258.197     90.570     68.000    27.7464    21.0305    1487.97 0.0000e+00
       1104 23 May 2025 11:24:22     69.645    11.6295  32.196986     1.4943 5.3087e-02    258.821     90.796     69.000    27.7528    21.0339    1488.02 0.0000e+00
       1114 23 May 2025 11:24:24     70.655    11.6394  32.206802     1.5265 5.3084e-02    258.879     90.841     70.000    27.7544    21.0335    1488.08 0.0000e+00
       1124 23 May 2025 11:24:27     71.664    11.6426  32.210958     1.5574 5.3088e-02    260.040     91.297     71.000    27.7556    21.0339    1488.11 0.0000e+00
       1135 23 May 2025 11:24:29     72.674    11.6576  32.236913     1.6015 5.3104e-02    260.999     91.651     72.000    27.7688    21.0415    1488.19 0.0000e+00
       1145 23 May 2025 11:24:32     73.684    11.6775  32.259309     1.7433 5.3093e-02    261.267     91.745     73.000    27.7749    21.0428    1488.29 0.0000e+00
       1155 23 May 2025 11:24:35     74.693    11.6830  32.264542     1.8007 5.3112e-02    261.162     91.690     74.000    27.7754    21.0423    1488.32 0.0000e+00
       1165 23 May 2025 11:24:37     75.703    11.6799  32.260595     1.7478 5.3096e-02    260.464     91.469     75.000    27.7736    21.0415    1488.33 0.0000e+00
       1175 23 May 2025 11:24:40     76.712    11.6745  32.260912     1.8208 5.3110e-02    261.716     91.916     76.000    27.7776    21.0455    1488.33 0.0000e+00
       1186 23 May 2025 11:24:42     77.722    11.6875  32.281600     2.0218 5.3084e-02    261.489     91.880     77.000    27.7872    21.0507    1488.40 0.0000e+00
       1196 23 May 2025 11:24:45     78.732    11.6866  32.283849     2.0875 5.3075e-02    262.395     92.187     78.000    27.7897    21.0528    1488.42 0.0000e+00
       1206 23 May 2025 11:24:47     79.741    11.7039  32.304129     2.2467 5.3085e-02    261.605     91.906     79.000    27.7957    21.0545    1488.50 0.0000e+00
       1217 23 May 2025 11:24:50     80.751    11.6982  32.302296     2.2353 5.3086e-02    261.080     91.706     80.000    27.7978    21.0572    1488.50 0.0000e+00
       1227 23 May 2025 11:24:52     81.760    11.6931  32.303820     2.2997 5.3091e-02    260.843     91.629     81.000    27.8028    21.0619    1488.51 0.0000e+00
       1238 23 May 2025 11:24:55     82.770    11.6869  32.305174     2.2717 5.3067e-02    261.021     91.689     82.000    27.8083    21.0673    1488.51 0.0000e+00
       1249 23 May 2025 11:24:58     83.779    11.6886  32.308438     2.3180 5.3097e-02    260.806     91.615     83.000    27.8097    21.0681    1488.53 0.0000e+00
       1259 23 May 2025 11:25:00     84.789    11.6871  32.309374     2.3654 5.3107e-02    260.988     91.684     84.000    27.8114    21.0697    1488.55 0.0000e+00
       1270 23 May 2025 11:25:03     85.799    11.6873  32.311884     2.3667 5.3078e-02    261.191     91.772     85.000    27.8133    21.0711    1488.57 0.0000e+00
       1280 23 May 2025 11:25:06     86.808    11.6908  32.319986     2.3236 5.3091e-02    261.971     92.051     86.000    27.8180    21.0742    1488.60 0.0000e+00
       1291 23 May 2025 11:25:09     87.818    11.6976  32.326793     2.5388 5.3086e-02    261.826     92.004     87.000    27.8191    21.0739    1488.64 0.0000e+00
       1301 23 May 2025 11:25:11     88.827    11.6986  32.328189     2.4930 5.3088e-02    262.282     92.193     88.000    27.8193    21.0739    1488.66 0.0000e+00
       1312 23 May 2025 11:25:14     89.837    11.7039  32.338413     2.6304 5.3085e-02    263.737     92.713     89.000    27.8247    21.0772    1488.71 0.0000e+00
       1323 23 May 2025 11:25:17     90.846    11.7162  32.351683     2.8210 5.3094e-02    263.304     92.554     90.000    27.8278    21.0775    1488.77 0.0000e+00
       1334 23 May 2025 11:25:19     91.856    11.7153  32.348947     2.6832 5.3072e-02    263.293     92.563     91.000    27.8255    21.0758    1488.78 0.0000e+00
       1345 23 May 2025 11:25:22     92.866    11.7167  32.353964     2.7093 5.3090e-02    263.503     92.642     92.000    27.8288    21.0782    1488.80 0.0000e+00
       1357 23 May 2025 11:25:25     93.875    11.7215  32.358945     2.7064 5.3098e-02    263.947     92.849     93.000    27.8296    21.0781    1488.84 0.0000e+00
       1368 23 May 2025 11:25:28     94.885    11.7276  32.369467     2.8739 5.3075e-02    266.804     93.881     94.000    27.8347    21.0809    1488.88 0.0000e+00
       1379 23 May 2025 11:25:30     95.895    11.7540  32.396546     3.3187 5.3086e-02    267.265     94.055     95.000    27.8403    21.0807    1489.00 0.0000e+00
       1391 23 May 2025 11:25:33     96.904    11.7601  32.401583     3.3184 5.3066e-02    267.756     94.243     96.000    27.8402    21.0796    1489.04 0.0000e+00
       1402 23 May 2025 11:25:36     97.914    11.7669  32.410893     3.5030 5.3098e-02    267.927     94.316     97.000    27.8436    21.0811    1489.08 0.0000e+00
       1412 23 May 2025 11:25:39     98.924    11.7716  32.418021     3.7053 5.3101e-02    267.928     94.332     98.000    27.8465    21.0825    1489.12 0.0000e+00
       1423 23 May 2025 11:25:42     99.933    11.7783  32.432090     3.5759 5.3097e-02    267.988     94.347     99.000    27.8545    21.0876    1489.17 0.0000e+00
       1435 23 May 2025 11:25:44    100.943    11.7803  32.434946     3.7147 5.3101e-02    268.349     94.473    100.000    27.8554    21.0879    1489.19 0.0000e+00
       1446 23 May 2025 11:25:47    101.953    11.7776  32.435093     3.6172 5.3079e-02    268.824     94.641    101.000    27.8572    21.0898    1489.20 0.0000e+00
       1458 23 May 2025 11:25:50    102.962    11.7773  32.435746     3.8020 5.3086e-02    268.776     94.642    102.000    27.8576    21.0902    1489.22 0.0000e+00
       1470 23 May 2025 11:25:53    103.972    11.7791  32.442162     3.8579 5.3099e-02    268.135     94.432    103.000    27.8620    21.0934    1489.25 0.0000e+00
       1481 23 May 2025 11:25:56    104.982    11.7873  32.457294     3.6228 5.3084e-02    267.175     94.095    104.000    27.8700    21.0981    1489.30 0.0000e+00
       1493 23 May 2025 11:25:59    105.991    11.7909  32.463293     3.6922 5.3114e-02    266.796     93.962    105.000    27.8725    21.0995    1489.33 0.0000e+00
       1504 23 May 2025 11:26:02    107.001    11.7905  32.463174     3.5120 5.3098e-02    267.056     94.053    106.000    27.8724    21.0995    1489.35 0.0000e+00
       1516 23 May 2025 11:26:05    108.011    11.7906  32.464626     3.7109 5.3085e-02    266.580     93.880    107.000    27.8733    21.1002    1489.37 0.0000e+00
       1527 23 May 2025 11:26:07    109.021    11.7893  32.464514     3.5825 5.3079e-02    266.729     93.936    108.000    27.8738    21.1009    1489.38 0.0000e+00
       1538 23 May 2025 11:26:10    110.030    11.7864  32.464551     3.5010 5.3114e-02    267.253     94.139    109.000    27.8756    21.1028    1489.39 0.0000e+00
       1549 23 May 2025 11:26:13    111.040    11.7901  32.474681     3.6260 5.3078e-02    267.230     94.138    110.000    27.8822    21.1072    1489.42 0.0000e+00
       1561 23 May 2025 11:26:16    112.050    11.7970  32.482729     3.6907 5.3100e-02    268.439     94.573    111.000    27.8843    21.1076    1489.47 0.0000e+00
       1573 23 May 2025 11:26:19    113.060    11.8000  32.491964     3.6280 5.3117e-02    268.689     94.660    112.000    27.8904    21.1120    1489.50 0.0000e+00
       1585 23 May 2025 11:26:22    114.069    11.8007  32.495257     3.8298 5.3098e-02    268.366     94.561    113.000    27.8926    21.1135    1489.52 0.0000e+00
       1597 23 May 2025 11:26:25    115.079    11.8007  32.503743     3.7761 5.3090e-02    269.811     95.076    114.000    27.9004    21.1195    1489.55 0.0000e+00
       1609 23 May 2025 11:26:28    116.089    11.8053  32.518272     3.6962 5.3094e-02    269.799     95.060    115.000    27.9104    21.1265    1489.60 0.0000e+00
       1622 23 May 2025 11:26:31    117.098    11.8025  32.517070     3.7732 5.3077e-02    269.519     94.961    116.000    27.9110    21.1275    1489.60 0.0000e+00
       1634 23 May 2025 11:26:34    118.108    11.7974  32.516947     3.7893 5.3083e-02    269.750     95.049    117.000    27.9143    21.1309    1489.61 0.0000e+00
       1645 23 May 2025 11:26:37    119.118    11.7983  32.521167     3.7695 5.3090e-02    270.276     95.256    118.000    27.9173    21.1331    1489.63 0.0000e+00
       1657 23 May 2025 11:26:40    120.128    11.8022  32.531747     3.7998 5.3097e-02    271.271     95.639    119.000    27.9241    21.1378    1489.67 0.0000e+00
       1669 23 May 2025 11:26:43    121.138    11.8142  32.555247     3.7559 5.3098e-02    271.897     95.881    120.000    27.9370    21.1457    1489.74 0.0000e+00
       1682 23 May 2025 11:26:46    122.147    11.8243  32.571451     3.8733 5.3112e-02    272.773     96.216    121.000    27.9445    21.1498    1489.80 0.0000e+00
       1695 23 May 2025 11:26:49    123.157    11.8345  32.595074     3.8101 5.3092e-02    272.727     96.199    122.000    27.9589    21.1592    1489.87 0.0000e+00
       1708 23 May 2025 11:26:53    124.167    11.8367  32.600528     3.8024 5.3086e-02    272.891     96.255    123.000    27.9620    21.1612    1489.90 0.0000e+00
       1720 23 May 2025 11:26:56    125.177    11.8357  32.600791     3.9002 5.3090e-02    272.928     96.269    124.000    27.9627    21.1620    1489.91 0.0000e+00
       1732 23 May 2025 11:26:59    126.186    11.8355  32.601321     3.8450 5.3093e-02    272.707     96.190    125.000    27.9629    21.1622    1489.93 0.0000e+00
       1744 23 May 2025 11:27:02    127.196    11.8356  32.601770     3.9317 5.3111e-02    272.958     96.279    126.000    27.9630    21.1622    1489.95 0.0000e+00
       1756 23 May 2025 11:27:05    128.206    11.8350  32.601759     3.8436 5.3098e-02    272.722     96.198    127.000    27.9630    21.1623    1489.96 0.0000e+00
       1768 23 May 2025 11:27:08    129.216    11.8358  32.603171     3.7166 5.3088e-02    273.105     96.331    128.000    27.9634    21.1625    1489.98 0.0000e+00
       1781 23 May 2025 11:27:11    130.226    11.8358  32.603476     3.8281 5.3080e-02    272.907     96.261    129.000    27.9633    21.1625    1490.00 0.0000e+00
       1793 23 May 2025 11:27:14    131.235    11.8350  32.604093     3.8162 5.3082e-02    272.754     96.205    130.000    27.9641    21.1633    1490.01 0.0000e+00
       1805 23 May 2025 11:27:17    132.246    11.8344  32.604740     3.8718 5.3105e-02    272.607     96.153    131.000    27.9649    21.1640    1490.03 0.0000e+00
       1818 23 May 2025 11:27:20    133.255    11.8337  32.604704     3.6386 5.3083e-02    272.533     96.126    132.000    27.9650    21.1642    1490.04 0.0000e+00
       1830 23 May 2025 11:27:23    134.265    11.8337  32.604528     3.6356 5.3100e-02    272.660     96.168    133.000    27.9645    21.1638    1490.06 0.0000e+00
       1843 23 May 2025 11:27:26    135.275    11.8325  32.604799     3.8149 5.3099e-02    272.207     96.012    134.000    27.9653    21.1647    1490.07 0.0000e+00
       1856 23 May 2025 11:27:30    136.285    11.8309  32.609767     3.7266 5.3077e-02    272.012     95.948    135.000    27.9708    21.1693    1490.09 0.0000e+00
       1869 23 May 2025 11:27:33    137.295    11.8327  32.614990     3.9463 5.3102e-02    272.148     96.003    136.000    27.9740    21.1715    1490.12 0.0000e+00
       1882 23 May 2025 11:27:36    138.304    11.8344  32.619611     3.7676 5.3069e-02    272.317     96.069    137.000    27.9768    21.1733    1490.14 0.0000e+00
       1895 23 May 2025 11:27:39    139.314    11.8373  32.625304     3.7419 5.3086e-02    272.409     96.103    138.000    27.9796    21.1751    1490.17 0.0000e+00
       1908 23 May 2025 11:27:43    140.324    11.8389  32.627333     3.8606 5.3077e-02    272.225     96.038    139.000    27.9800    21.1751    1490.19 0.0000e+00
       1921 23 May 2025 11:27:46    141.334    11.8391  32.627324     3.7612 5.3086e-02    272.619     96.177    140.000    27.9795    21.1747    1490.21 0.0000e+00
       1934 23 May 2025 11:27:49    142.344    11.8392  32.627613     3.8772 5.3090e-02    272.325     96.074    141.000    27.9793    21.1746    1490.23 0.0000e+00
       1947 23 May 2025 11:27:53    143.354    11.8393  32.627776     3.9143 5.3098e-02    272.192     96.029    142.000    27.9791    21.1744    1490.24 0.0000e+00
       1971 23 May 2025 11:27:58    144.364    11.8407  32.629826     3.7325 5.3116e-02    272.421     96.111    143.000    27.9796    21.1745    1490.27 0.0000e+00
       1986 23 May 2025 11:28:02    143.354    11.8410  32.629179     3.8831 5.3088e-02    272.290     96.064    142.000    27.9791    21.1741    1490.25 0.0000e+00
       1999 23 May 2025 11:28:06    142.344    11.8408  32.628238     4.2838 5.3055e-02    272.410     96.105    141.000    27.9788    21.1739    1490.23 0.0000e+00
       2012 23 May 2025 11:28:09    141.334    11.8404  32.627343     3.7434 5.3093e-02    272.304     96.066    140.000    27.9786    21.1738    1490.21 0.0000e+00
       2024 23 May 2025 11:28:12    140.324    11.8397  32.626319     3.6738 5.3084e-02    272.346     96.080    139.000    27.9785    21.1738    1490.20 0.0000e+00
       2036 23 May 2025 11:28:15    139.314    11.8391  32.625555     3.6707 5.3069e-02    272.239     96.042    138.000    27.9786    21.1740    1490.18 0.0000e+00
       2047 23 May 2025 11:28:18    138.305    11.8388  32.625284     3.7559 5.3111e-02    272.228     96.039    137.000    27.9789    21.1742    1490.16 0.0000e+00
       2059 23 May 2025 11:28:20    137.294    11.8388  32.625071     3.7107 5.3079e-02    272.549     96.150    136.000    27.9790    21.1743    1490.14 0.0000e+00
       2071 23 May 2025 11:28:24    136.285    11.8388  32.624260     3.7886 5.3102e-02    272.143     95.996    135.000    27.9786    21.1740    1490.13 0.0000e+00
       2083 23 May 2025 11:28:27    135.275    11.8368  32.618163     3.8535 5.3106e-02    272.285     96.039    134.000    27.9747    21.1713    1490.10 0.0000e+00
       2095 23 May 2025 11:28:29    134.265    11.8336  32.608687     3.6686 5.3101e-02    272.766     96.208    133.000    27.9685    21.1670    1490.06 0.0000e+00
       2108 23 May 2025 11:28:33    133.255    11.8329  32.605026     3.7515 5.3126e-02    272.695     96.185    132.000    27.9658    21.1650    1490.04 0.0000e+00
       2120 23 May 2025 11:28:36    132.245    11.8337  32.604368     3.7310 5.3102e-02    272.393     96.080    131.000    27.9650    21.1642    1490.03 0.0000e+00
       2132 23 May 2025 11:28:39    131.235    11.8344  32.604497     3.7389 5.3123e-02    272.476     96.112    130.000    27.9650    21.1641    1490.01 0.0000e+00
       2144 23 May 2025 11:28:42    130.226    11.8357  32.604692     3.7558 5.3095e-02    272.881     96.257    129.000    27.9646    21.1635    1490.00 0.0000e+00
       2156 23 May 2025 11:28:45    129.216    11.8374  32.604743     3.7179 5.3090e-02    272.677     96.185    128.000    27.9637    21.1625    1489.99 0.0000e+00
       2168 23 May 2025 11:28:48    128.206    11.8383  32.604045     3.7622 5.3075e-02    272.838     96.242    127.000    27.9627    21.1615    1489.97 0.0000e+00
       2180 23 May 2025 11:28:51    127.196    11.8383  32.602994     3.6248 5.3116e-02    272.606     96.161    126.000    27.9621    21.1610    1489.96 0.0000e+00
       2192 23 May 2025 11:28:54    126.187    11.8386  32.602579     3.6268 5.3101e-02    272.667     96.183    125.000    27.9618    21.1608    1489.94 0.0000e+00
       2203 23 May 2025 11:28:57    125.177    11.8387  32.602212     3.7349 5.3083e-02    273.001     96.300    124.000    27.9618    21.1607    1489.92 0.0000e+00
       2215 23 May 2025 11:29:00    124.167    11.8388  32.601551     3.7197 5.3069e-02    272.668     96.181    123.000    27.9615    21.1604    1489.91 0.0000e+00
       2226 23 May 2025 11:29:02    123.157    11.8385  32.600409     3.6804 5.3101e-02    272.567     96.135    122.000    27.9610    21.1600    1489.89 0.0000e+00
       2237 23 May 2025 11:29:05    122.147    11.8384  32.595026     3.9330 5.3077e-02    272.196     95.980    121.000    27.9562    21.1564    1489.87 0.0000e+00
       2248 23 May 2025 11:29:08    121.137    11.8334  32.579321     3.6858 5.3100e-02    271.492     95.714    120.000    27.9455    21.1489    1489.82 0.0000e+00
       2259 23 May 2025 11:29:11    120.128    11.8250  32.563591     3.7342 5.3095e-02    271.265     95.615    119.000    27.9372    21.1439    1489.76 0.0000e+00
       2270 23 May 2025 11:29:13    119.118    11.8182  32.550271     3.6198 5.3089e-02    270.419     95.300    118.000    27.9300    21.1395    1489.71 0.0000e+00
       2282 23 May 2025 11:29:16    118.108    11.8108  32.536944     3.6560 5.3093e-02    270.187     95.203    117.000    27.9233    21.1356    1489.66 0.0000e+00
       2293 23 May 2025 11:29:19    117.099    11.8044  32.525371     3.5800 5.3112e-02    269.578     94.979    116.000    27.9174    21.1321    1489.62 0.0000e+00
       2304 23 May 2025 11:29:22    116.089    11.7995  32.515997     3.5803 5.3074e-02    268.853     94.720    115.000    27.9125    21.1292    1489.58 0.0000e+00
       2316 23 May 2025 11:29:25    115.079    11.7980  32.508741     3.6621 5.3091e-02    268.344     94.536    114.000    27.9072    21.1253    1489.55 0.0000e+00
       2327 23 May 2025 11:29:28    114.069    11.7978  32.500347     3.6066 5.3065e-02    268.022     94.421    113.000    27.8997    21.1195    1489.52 0.0000e+00
       2339 23 May 2025 11:29:30    113.060    11.7979  32.493755     3.7699 5.3099e-02    267.662     94.284    112.000    27.8937    21.1148    1489.50 0.0000e+00
       2350 23 May 2025 11:29:33    112.050    11.7978  32.487494     3.8323 5.3075e-02    267.247     94.124    111.000    27.8882    21.1105    1489.48 0.0000e+00
