       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        337 23 May 2025 09:19:28      0.894    11.8273  36.769844     1.7634 9.1709e+02    319.270    115.536      0.886    32.0144    24.3031    1492.68 0.0000e+00
        338 23 May 2025 09:19:28      0.894    11.8288  36.768787     1.7824 1.0072e+03    319.135    115.484      0.886    32.0122    24.3011    1492.68 0.0000e+00
        339 23 May 2025 09:19:28      0.894    11.8302  36.768188     1.7805 9.8197e+02    319.053    115.453      0.886    32.0103    24.2994    1492.68 0.0000e+00
        340 23 May 2025 09:19:29      0.894    11.8315  36.767967     2.9765 1.1763e+03    319.272    115.534      0.886    32.0090    24.2981    1492.69 0.0000e+00
        341 23 May 2025 09:19:29      0.894    11.8324  36.767941     2.9765 1.0628e+03    319.433    115.594      0.886    32.0082    24.2974    1492.69 0.0000e+00
        342 23 May 2025 09:19:29      0.894    11.8329  36.768024     1.1606 1.2902e+03    319.654    115.675      0.886    32.0079    24.2970    1492.69 0.0000e+00
        343 23 May 2025 09:19:29      0.894    11.8330  36.768215     1.1626 7.7126e+02    320.017    115.806      0.886    32.0080    24.2971    1492.69 0.0000e+00
        344 23 May 2025 09:19:29      0.894    11.8329  36.768391     1.0309 9.5282e+02    319.779    115.719      0.886    32.0083    24.2973    1492.69 0.0000e+00
        345 23 May 2025 09:19:29      0.894    11.8326  36.768261     1.0462 9.7790e+02    319.733    115.701      0.886    32.0083    24.2974    1492.69 0.0000e+00
        346 23 May 2025 09:19:31      0.894    11.8324  36.767643     1.4086 1.0434e+03    320.126    115.840      0.886    32.0079    24.2971    1492.69 0.0000e+00
        347 23 May 2025 09:19:31      0.894    11.8325  36.766762     1.4162 1.3317e+03    320.145    115.848      0.886    32.0070    24.2964    1492.69 0.0000e+00
        348 23 May 2025 09:19:31      0.895    11.8329  36.765869     1.2255 9.1050e+02    319.693    115.688      0.887    32.0058    24.2954    1492.69 0.0000e+00
        349 23 May 2025 09:19:31      0.895    11.8336  36.764862     1.2274 8.5912e+02    320.133    115.846      0.887    32.0042    24.2940    1492.69 0.0000e+00
        350 23 May 2025 09:19:31      0.895    11.8346  36.763550     1.1263 9.3183e+02    320.035    115.808      0.886    32.0021    24.2922    1492.69 0.0000e+00
        351 23 May 2025 09:19:32      0.894    11.8357  36.761826     1.1320 1.1805e+03    320.152    115.848      0.886    31.9994    24.2899    1492.69 0.0000e+00
        352 23 May 2025 09:19:32      0.892    11.8373  36.759876     1.2007 9.9993e+02    320.200    115.868      0.884    31.9962    24.2871    1492.69 0.0000e+00
        353 23 May 2025 09:19:32      0.891    11.8392  36.758274     1.2045 1.0450e+03    320.025    115.803      0.883    31.9931    24.2843    1492.69 0.0000e+00
        354 23 May 2025 09:19:32      0.890    11.8412  36.757427     1.0328 1.2533e+03    319.969    115.779      0.882    31.9905    24.2820    1492.70 0.0000e+00
        355 23 May 2025 09:19:32      0.890    11.8428  36.757111     1.0424 1.1945e+03    320.330    115.906      0.882    31.9888    24.2804    1492.70 0.0000e+00
        356 23 May 2025 09:19:33      0.890    11.8438  36.756905     1.0958 1.6918e+03    320.628    116.012      0.882    31.9877    24.2793    1492.70 0.0000e+00
        357 23 May 2025 09:19:33      0.891    11.8444  36.756889     1.0996 1.7440e+03    320.021    115.795      0.883    31.9872    24.2788    1492.70 0.0000e+00
        358 23 May 2025 09:19:33      0.892    11.8448  36.757259     1.1568 1.7037e+03    320.108    115.831      0.884    31.9873    24.2788    1492.71 0.0000e+00
        359 23 May 2025 09:19:33      0.892    11.8449  36.757942     1.1606 6.2226e+02    320.244    115.876      0.884    31.9878    24.2792    1492.71 0.0000e+00
        360 23 May 2025 09:19:33      0.893    11.8448  36.758789     1.1950 7.3060e+02    320.059    115.806      0.884    31.9887    24.2800    1492.71 0.0000e+00
        361 23 May 2025 09:19:35      0.893    11.8444  36.759712     1.1950 9.6475e+02    319.958    115.769      0.884    31.9900    24.2810    1492.71 0.0000e+00
        362 23 May 2025 09:19:35      0.892    11.8437  36.760731     1.3495 1.7735e+03    320.026    115.791      0.884    31.9915    24.2823    1492.71 0.0000e+00
        363 23 May 2025 09:19:35      0.892    11.8430  36.761738     1.3457 7.5873e+02    320.065    115.794      0.884    31.9931    24.2837    1492.71 0.0000e+00
        364 23 May 2025 09:19:35      0.892    11.8423  36.762707     1.3476 6.8218e+02    320.321    115.884      0.883    31.9947    24.2850    1492.71 0.0000e+00
        365 23 May 2025 09:19:35      0.891    11.8417  36.763851     1.0805 7.6857e+02    320.619    115.994      0.883    31.9963    24.2864    1492.71 0.0000e+00
        366 23 May 2025 09:19:35      0.892    11.8411  36.765228     1.0672 1.0056e+03    320.504    115.952      0.883    31.9981    24.2879    1492.71 0.0000e+00
        367 23 May 2025 09:19:36      0.892    11.8404  36.766598     1.2636 1.1173e+03    320.737    116.031      0.884    32.0001    24.2896    1492.71 0.0000e+00
        368 23 May 2025 09:19:36      0.892    11.8394  36.767891     1.2522 1.3815e+03    320.849    116.071      0.884    32.0022    24.2914    1492.70 0.0000e+00
        369 23 May 2025 09:19:36      0.892    11.8383  36.769341     1.1072 1.0588e+03    320.788    116.051      0.884    32.0045    24.2934    1492.70 0.0000e+00
        370 23 May 2025 09:19:36      0.893    11.8372  36.771038     1.1130 1.1794e+03    320.690    116.006      0.885    32.0071    24.2956    1492.70 0.0000e+00
        371 23 May 2025 09:19:36      0.894    11.8358  36.772747     1.1282 9.5095e+02    320.649    115.982      0.886    32.0099    24.2981    1492.70 0.0000e+00
        372 23 May 2025 09:19:37      0.895    11.8343  36.774246     1.1244 1.4650e+03    320.387    115.887      0.887    32.0126    24.3004    1492.70 0.0000e+00
        373 23 May 2025 09:19:37      0.896    11.8330  36.775478     1.7462 9.7534e+02    320.370    115.881      0.888    32.0150    24.3025    1492.70 0.0000e+00
        374 23 May 2025 09:19:37      0.896    11.8319  36.776649     1.7405 1.5690e+03    320.495    115.924      0.888    32.0170    24.3043    1492.70 0.0000e+00
        375 23 May 2025 09:19:37      0.896    11.8311  36.778133     1.2388 5.7760e+02    320.426    115.902      0.888    32.0192    24.3061    1492.70 0.0000e+00
        376 23 May 2025 09:19:37      0.897    11.8301  36.780033     1.2331 9.5532e+02    320.570    115.958      0.888    32.0219    24.3084    1492.70 0.0000e+00
        377 23 May 2025 09:19:39      0.897    11.8285  36.782185     1.0729 6.1483e+02    320.584    115.968      0.889    32.0254    24.3114    1492.70 0.0000e+00
        378 23 May 2025 09:19:39      0.897    11.8265  36.784603     1.0824 6.1860e+02    320.751    116.029      0.889    32.0294    24.3149    1492.69 0.0000e+00
        379 23 May 2025 09:19:39      0.898    11.8241  36.787231     1.1282 9.0931e+02    320.920    116.093      0.890    32.0340    24.3189    1492.69 0.0000e+00
        380 23 May 2025 09:19:39      0.899    11.8215  36.789562     1.1320 9.6328e+02    320.887    116.088      0.891    32.0385    24.3229    1492.69 0.0000e+00
        381 23 May 2025 09:19:39      0.900    11.8189  36.791290     1.0405 5.2137e+02    320.696    116.020      0.891    32.0424    24.3264    1492.68 0.0000e+00
        382 23 May 2025 09:19:39      0.900    11.8167  36.792862     1.0348 2.3630e+03    320.420    115.919      0.892    32.0459    24.3295    1492.68 0.0000e+00
        383 23 May 2025 09:19:40      0.901    11.8148  36.794647     1.0767 1.0831e+03    320.376    115.904      0.893    32.0493    24.3325    1492.68 0.0000e+00
        384 23 May 2025 09:19:40      0.901    11.8129  36.796505     1.0710 1.5642e+03    320.171    115.831      0.893    32.0527    24.3355    1492.67 0.0000e+00
        385 23 May 2025 09:19:40      0.901    11.8109  36.798378     1.0367 6.9496e+02    320.242    115.855      0.893    32.0562    24.3386    1492.67 0.0000e+00
        386 23 May 2025 09:19:40      0.902    11.8088  36.800449     1.0405 1.3478e+03    320.053    115.783      0.894    32.0601    24.3419    1492.67 0.0000e+00
        387 23 May 2025 09:19:40      0.903    11.8066  36.802227     1.0729 1.2615e+03    320.097    115.798      0.894    32.0637    24.3451    1492.67 0.0000e+00
        388 23 May 2025 09:19:41      0.903    11.8044  36.802860     1.0805 1.1968e+03    320.203    115.839      0.895    32.0661    24.3474    1492.66 0.0000e+00
        389 23 May 2025 09:19:41      0.903    11.8028  36.802368     1.0691 1.7055e+03    320.239    115.852      0.895    32.0671    24.3485    1492.66 0.0000e+00
        390 23 May 2025 09:19:41      0.903    11.8020  36.801250     1.2274 7.5016e+02    320.212    115.843      0.894    32.0667    24.3483    1492.65 0.0000e+00
        391 23 May 2025 09:19:41      0.902    11.8021  36.799614     1.2331 6.2676e+02    320.117    115.809      0.894    32.0650    24.3470    1492.65 0.0000e+00
        392 23 May 2025 09:19:41      0.903    11.8029  36.797543     1.0023 2.6087e+03    320.258    115.858      0.894    32.0623    24.3447    1492.65 0.0000e+00
        393 23 May 2025 09:19:43      0.903    11.8044  36.795383     1.0081 1.3451e+03    320.002    115.765      0.895    32.0589    24.3418    1492.65 0.0000e+00
        394 23 May 2025 09:19:43      0.903    11.8063  36.793339     1.1034 6.1349e+02    320.137    115.814      0.895    32.0553    24.3387    1492.65 0.0000e+00
        395 23 May 2025 09:19:43      0.904    11.8084  36.791370     1.1053 1.3581e+03    320.229    115.858      0.895    32.0516    24.3354    1492.66 0.0000e+00
        396 23 May 2025 09:19:43      0.904    11.8105  36.789494     1.0920 1.0448e+03    320.224    115.857      0.896    32.0479    24.3322    1492.66 0.0000e+00
        397 23 May 2025 09:19:43      0.905    11.8124  36.788132     1.1091 1.8850e+03    320.448    115.941      0.897    32.0450    24.3295    1492.66 0.0000e+00
        398 23 May 2025 09:19:44      0.906    11.8140  36.787605     1.3800 7.6656e+02    320.461    115.950      0.898    32.0431    24.3278    1492.67 0.0000e+00
        399 23 May 2025 09:19:44      0.907    11.8149  36.787697     1.3857 8.7007e+02    320.568    115.994      0.899    32.0424    24.3271    1492.67 0.0000e+00
        400 23 May 2025 09:19:44      0.908    11.8153  36.788181     1.0824 8.3107e+02    320.698    116.040      0.899    32.0426    24.3272    1492.67 0.0000e+00
        401 23 May 2025 09:19:44      0.908    11.8153  36.788876     1.0767 8.6345e+02    320.952    116.139      0.900    32.0433    24.3277    1492.67 0.0000e+00
        402 23 May 2025 09:19:44      0.908    11.8151  36.789486     1.6737 1.0926e+03    321.001    116.142      0.900    32.0440    24.3283    1492.67 0.0000e+00
        403 23 May 2025 09:19:44      0.908    11.8148  36.789745     1.6737 8.4166e+02    320.941    116.106      0.900    32.0445    24.3287    1492.67 0.0000e+00
        404 23 May 2025 09:19:45      0.909    11.8146  36.789597     1.2942 7.8007e+02    320.919    116.106      0.901    32.0445    24.3288    1492.67 0.0000e+00
        405 23 May 2025 09:19:45      0.910    11.8146  36.789234     1.3113 8.4757e+02    320.759    116.047      0.901    32.0442    24.3285    1492.67 0.0000e+00
        406 23 May 2025 09:19:45      0.910    11.8149  36.788818     1.2980 1.7145e+03    320.643    116.007      0.902    32.0435    24.3280    1492.67 0.0000e+00
        407 23 May 2025 09:19:45      0.911    11.8153  36.788280     1.3113 7.4007e+02    320.591    115.992      0.903    32.0427    24.3272    1492.67 0.0000e+00
        408 23 May 2025 09:19:45      0.912    11.8158  36.787521     0.9947 8.0131e+02    320.461    115.946      0.904    32.0415    24.3262    1492.67 0.0000e+00
        409 23 May 2025 09:19:47      0.913    11.8164  36.786404     0.9756 7.6205e+02    320.363    115.911      0.904    32.0399    24.3249    1492.67 0.0000e+00
        410 23 May 2025 09:19:47      0.913    11.8173  36.784786     1.3228 8.7369e+02    320.424    115.932      0.905    32.0375    24.3229    1492.67 0.0000e+00
        411 23 May 2025 09:19:47      0.914    11.8187  36.782799     1.3170 1.1792e+03    320.456    115.942      0.906    32.0344    24.3202    1492.67 0.0000e+00
        412 23 May 2025 09:19:47      0.914    11.8205  36.781063     1.4181 8.7445e+02    320.354    115.906      0.905    32.0311    24.3173    1492.67 0.0000e+00
        413 23 May 2025 09:19:47      0.913    11.8226  36.779850     1.4105 1.1761e+03    320.331    115.900      0.905    32.0282    24.3147    1492.68 0.0000e+00
        414 23 May 2025 09:19:48      0.912    11.8245  36.778866     1.4105 9.5178e+02    320.279    115.877      0.904    32.0256    24.3123    1492.68 0.0000e+00
        415 23 May 2025 09:19:48      0.912    11.8262  36.778320     1.3285 8.0358e+02    320.342    115.899      0.903    32.0236    24.3104    1492.69 0.0000e+00
        416 23 May 2025 09:19:48      0.911    11.8275  36.778687     1.3228 1.4024e+03    320.439    115.932      0.903    32.0228    24.3096    1492.69 0.0000e+00
        417 23 May 2025 09:19:48      0.911    11.8280  36.780025     1.5040 7.3268e+02    320.548    115.973      0.902    32.0237    24.3102    1492.69 0.0000e+00
        418 23 May 2025 09:19:48      0.910    11.8275  36.782131     1.5078 1.1280e+03    320.621    116.001      0.902    32.0262    24.3122    1492.69 0.0000e+00
        419 23 May 2025 09:19:48      0.910    11.8261  36.784107     1.1282 1.2751e+03    320.723    116.038      0.902    32.0293    24.3148    1492.69 0.0000e+00
        420 23 May 2025 09:19:49      0.910    11.8244  36.784718     1.1339 1.1061e+03    320.793    116.060      0.901    32.0314    24.3168    1492.69 0.0000e+00
        421 23 May 2025 09:19:49      0.909    11.8230  36.784248     1.1015 1.5245e+03    320.743    116.040      0.901    32.0321    24.3176    1492.68 0.0000e+00
        422 23 May 2025 09:19:49      0.909    11.8225  36.783745     1.1072 1.1290e+03    320.690    116.028      0.900    32.0320    24.3176    1492.68 0.0000e+00
        423 23 May 2025 09:19:49      0.908    11.8226  36.783382     1.4849 1.0158e+03    320.651    116.014      0.900    32.0316    24.3173    1492.68 0.0000e+00
        424 23 May 2025 09:19:49      0.907    11.8229  36.783253     1.4696 1.3543e+03    320.425    115.933      0.898    32.0312    24.3169    1492.68 0.0000e+00
        425 23 May 2025 09:19:51      0.906    11.8233  36.783520     1.1091 1.3069e+03    320.365    115.912      0.897    32.0312    24.3168    1492.68 0.0000e+00
        426 23 May 2025 09:19:51      0.905    11.8234  36.784035     1.1187 1.1492e+03    320.268    115.861      0.897    32.0315    24.3171    1492.69 0.0000e+00
        427 23 May 2025 09:19:51      0.904    11.8234  36.784569     1.1282 8.3726e+02    320.218    115.843      0.896    32.0321    24.3175    1492.69 0.0000e+00
        428 23 May 2025 09:19:51      0.904    11.8232  36.784962     1.1454 2.2335e+03    319.824    115.701      0.896    32.0326    24.3179    1492.69 0.0000e+00
        429 23 May 2025 09:19:51      0.903    11.8231  36.785194     1.3838 8.3398e+02    319.860    115.714      0.895    32.0330    24.3183    1492.69 0.0000e+00
        430 23 May 2025 09:19:52      0.903    11.8229  36.785400     1.3838 8.3909e+02    319.849    115.709      0.895    32.0333    24.3186    1492.69 0.0000e+00
        431 23 May 2025 09:19:52      0.903    11.8227  36.785507     1.1091 8.8773e+02    319.895    115.727      0.895    32.0336    24.3188    1492.68 0.0000e+00
        432 23 May 2025 09:19:52      0.903    11.8223  36.785431     1.1168 1.1320e+03    320.172    115.839      0.895    32.0338    24.3191    1492.68 0.0000e+00
        433 23 May 2025 09:19:52      0.904    11.8220  36.785347     1.2160 8.0358e+02    320.320    115.896      0.895    32.0340    24.3193    1492.68 0.0000e+00
        434 23 May 2025 09:19:52      0.904    11.8217  36.785393     1.2350 1.1976e+03    320.347    115.901      0.896    32.0343    24.3196    1492.68 0.0000e+00
        435 23 May 2025 09:19:53      0.905    11.8215  36.785614     1.3285 1.1545e+03    320.520    115.956      0.896    32.0347    24.3199    1492.68 0.0000e+00
        436 23 May 2025 09:19:53      0.905    11.8214  36.785992     1.3132 9.9210e+02    320.800    116.041      0.897    32.0352    24.3203    1492.68 0.0000e+00
        437 23 May 2025 09:19:53      0.905    11.8212  36.786316     1.3075 2.2719e+03    320.719    116.034      0.897    32.0357    24.3207    1492.68 0.0000e+00
        438 23 May 2025 09:19:53      0.905    11.8210  36.786415     1.2713 1.3948e+03    320.987    116.148      0.897    32.0360    24.3210    1492.68 0.0000e+00
        439 23 May 2025 09:19:53      0.905    11.8209  36.786697     1.2694 2.1512e+03    320.817    116.100      0.897    32.0363    24.3212    1492.68 0.0000e+00
        440 23 May 2025 09:19:53      0.904    11.8208  36.787632     1.0901 7.0953e+02    320.921    116.127      0.896    32.0372    24.3220    1492.68 0.0000e+00
        441 23 May 2025 09:19:54      0.904    11.8204  36.789104     1.0767 7.8588e+02    320.985    116.156      0.896    32.0391    24.3235    1492.68 0.0000e+00
        442 23 May 2025 09:19:54      0.905    11.8193  36.790764     1.0538 1.3985e+03    320.978    116.193      0.897    32.0416    24.3256    1492.68 0.0000e+00
        443 23 May 2025 09:19:54      0.906    11.8179  36.791748     1.0405 9.8864e+02    321.067    116.265      0.898    32.0438    24.3276    1492.68 0.0000e+00
        444 23 May 2025 09:19:54      0.907    11.8165  36.791553     1.2465 1.1397e+03    321.107    116.322      0.899    32.0447    24.3286    1492.68 0.0000e+00
        445 23 May 2025 09:19:54      0.908    11.8158  36.790722     1.2274 1.0794e+03    320.906    116.245      0.900    32.0446    24.3286    1492.67 0.0000e+00
        446 23 May 2025 09:19:56      0.908    11.8158  36.789398     1.2884 9.1230e+02    320.627    116.122      0.900    32.0433    24.3276    1492.67 0.0000e+00
        447 23 May 2025 09:19:56      0.908    11.8166  36.787331     1.2961 2.5957e+03    320.268    115.988      0.900    32.0406    24.3254    1492.67 0.0000e+00
        448 23 May 2025 09:19:56      0.908    11.8179  36.784687     0.9852 6.8025e+02    319.806    115.821      0.900    32.0369    24.3223    1492.67 0.0000e+00
        449 23 May 2025 09:19:56      0.908    11.8199  36.782066     0.9718 1.2944e+03    319.419    115.695      0.899    32.0326    24.3186    1492.67 0.0000e+00
        450 23 May 2025 09:19:56      0.907    11.8222  36.779514     1.1111 1.1492e+03    319.133    115.579      0.899    32.0282    24.3147    1492.68 0.0000e+00
        451 23 May 2025 09:19:57      0.906    11.8245  36.775837     1.1091 8.6477e+02    318.814    115.468      0.898    32.0226    24.3100    1492.68 0.0000e+00
        452 23 May 2025 09:19:57      0.906    11.8272  36.769627     1.0786 1.6082e+03    318.763    115.455      0.898    32.0143    24.3031    1492.68 0.0000e+00
        453 23 May 2025 09:19:57      0.906    11.8310  36.760098     1.0672 8.4646e+02    318.616    115.394      0.898    32.0019    24.2927    1492.68 0.0000e+00
        454 23 May 2025 09:19:57      0.907    11.8369  36.748367     1.0767 7.2204e+02    318.709    115.426      0.899    31.9854    24.2788    1492.68 0.0000e+00
        455 23 May 2025 09:19:57      0.908    11.8451  36.736374     1.0786 6.8681e+02    319.289    115.631      0.900    31.9667    24.2628    1492.68 0.0000e+00
        456 23 May 2025 09:19:58      0.909    11.8552  36.723705     1.1015 5.2194e+02    318.908    115.488      0.901    31.9458    24.2447    1492.69 0.0000e+00
        457 23 May 2025 09:19:58      0.910    11.8664  36.708805     1.1111 5.9788e+02    319.020    115.532      0.902    31.9218    24.2240    1492.70 0.0000e+00
        458 23 May 2025 09:19:58      0.911    11.8788  36.692013     1.3132 1.1224e+03    319.045    115.530      0.903    31.8950    24.2009    1492.71 0.0000e+00
        459 23 May 2025 09:19:58      0.912    11.8926  36.676590     1.3209 1.0584e+03    319.126    115.556      0.903    31.8682    24.1776    1492.73 0.0000e+00
        460 23 May 2025 09:19:58      0.911    11.9070  36.666447     1.4906 1.3507e+03    319.178    115.580      0.903    31.8461    24.1578    1492.75 0.0000e+00
        461 23 May 2025 09:19:58      0.911    11.9196  36.663036     1.5154 4.4357e+02    319.105    115.570      0.903    31.8320    24.1446    1492.78 0.0000e+00
        462 23 May 2025 09:20:00      0.911    11.9283  36.664009     1.5059 7.3911e+02    319.176    115.593      0.902    31.8256    24.1380    1492.80 0.0000e+00
        463 23 May 2025 09:20:00      0.910    11.9327  36.665012     1.1339 1.0824e+03    319.112    115.557      0.902    31.8227    24.1349    1492.81 0.0000e+00
        464 23 May 2025 09:20:00      0.910    11.9344  36.664471     1.1301 1.4631e+03    319.275    115.608      0.902    31.8208    24.1331    1492.82 0.0000e+00
        465 23 May 2025 09:20:00      0.910    11.9351  36.663761     1.1664 6.2539e+02    319.431    115.655      0.902    31.8195    24.1320    1492.82 0.0000e+00
        466 23 May 2025 09:20:00      0.910    11.9355  36.664341     1.1664 9.5365e+02    319.423    115.654      0.902    31.8197    24.1321    1492.82 0.0000e+00
        467 23 May 2025 09:20:01      0.910    11.9353  36.666546     1.2884 1.8986e+03    319.320    115.619      0.902    31.8220    24.1339    1492.82 0.0000e+00
        468 23 May 2025 09:20:01      0.911    11.9341  36.670067     1.2808 7.5559e+02    319.905    115.840      0.902    31.8265    24.1376    1492.82 0.0000e+00
        469 23 May 2025 09:20:01      0.911    11.9321  36.674835     1.0824 1.4318e+03    319.328    115.634      0.903    31.8327    24.1428    1492.82 0.0000e+00
        470 23 May 2025 09:20:01      0.912    11.9298  36.679897     1.0748 8.5668e+02    319.812    115.822      0.904    31.8396    24.1486    1492.82 0.0000e+00
        471 23 May 2025 09:20:01      0.913    11.9272  36.684189     1.1530 2.0525e+03    319.794    115.830      0.904    31.8459    24.1540    1492.82 0.0000e+00
        472 23 May 2025 09:20:02      0.913    11.9245  36.687683     1.1549 7.8726e+02    319.755    115.838      0.905    31.8516    24.1589    1492.82 0.0000e+00
        473 23 May 2025 09:20:02      0.913    11.9219  36.690487     1.1721 7.2742e+02    319.918    115.885      0.905    31.8566    24.1632    1492.82 0.0000e+00
        474 23 May 2025 09:20:02      0.914    11.9196  36.692696     1.1721 1.0972e+03    319.431    115.696      0.905    31.8607    24.1668    1492.81 0.0000e+00
        475 23 May 2025 09:20:02      0.914    11.9178  36.693939     1.1187 1.0100e+03    319.459    115.682      0.906    31.8634    24.1693    1492.81 0.0000e+00
        476 23 May 2025 09:20:02      0.915    11.9166  36.693974     1.0939 7.5575e+02    319.304    115.620      0.906    31.8645    24.1703    1492.81 0.0000e+00
