       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        400 23 May 2025 11:21:26      1.005    14.2599  32.705208     1.5326 7.5394e+02    306.201    112.139      0.996    26.3693    19.4781    1494.24 0.0000e+00
        401 23 May 2025 11:21:26      1.022    14.2581  32.704861     1.5269 9.0693e+02    306.318    112.086      1.013    26.3703    19.4792    1494.24 0.0000e+00
        402 23 May 2025 11:21:26      1.044    14.2558  32.704582     1.4639 8.5781e+02    306.653    112.082      1.035    26.3716    19.4806    1494.23 0.0000e+00
        403 23 May 2025 11:21:26      1.071    14.2533  32.704388     1.4639 8.1401e+02    307.199    112.104      1.061    26.3731    19.4823    1494.22 0.0000e+00
        404 23 May 2025 11:21:26      1.101    14.2510  32.704281     1.5250 7.0736e+02    307.573    112.011      1.091    26.3746    19.4839    1494.22 0.0000e+00
        405 23 May 2025 11:21:28      1.135    14.2489  32.704147     1.5536 7.4771e+02    307.908    111.901      1.125    26.3759    19.4853    1494.21 0.0000e+00
        406 23 May 2025 11:21:28      1.173    14.2469  32.703865     1.5269 6.8188e+02    308.131    111.779      1.162    26.3769    19.4865    1494.21 0.0000e+00
        407 23 May 2025 11:21:28      1.215    14.2449  32.703358     1.5326 7.2980e+02    308.158    111.619      1.204    26.3779    19.4876    1494.20 0.0000e+00
        408 23 May 2025 11:21:28      1.261    14.2425  32.702599     1.5326 1.0353e+03    308.065    111.447      1.249    26.3788    19.4888    1494.20 0.0000e+00
        409 23 May 2025 11:21:28      1.310    14.2393  32.701553     1.5364 7.3894e+02    308.214    111.354      1.298    26.3801    19.4904    1494.19 0.0000e+00
        410 23 May 2025 11:21:28      1.364    14.2347  32.700115     1.5421 5.2698e+02    308.493    111.241      1.351    26.3819    19.4927    1494.18 0.0000e+00
        411 23 May 2025 11:21:29      1.421    14.2280  32.698116     1.5269 5.9113e+02    308.669    111.036      1.408    26.3847    19.4962    1494.16 0.0000e+00
        412 23 May 2025 11:21:29      1.482    14.2183  32.695183     1.5421 7.2837e+02    308.481    110.703      1.469    26.3886    19.5011    1494.13 0.0000e+00
        413 23 May 2025 11:21:29      1.548    14.2051  32.690487     1.5440 6.3143e+02    307.526    110.140      1.534    26.3934    19.5074    1494.10 0.0000e+00
        414 23 May 2025 11:21:29      1.617    14.1877  32.682503     1.5288 6.5761e+02    306.761    109.662      1.602    26.3981    19.5144    1494.04 0.0000e+00
        415 23 May 2025 11:21:29      1.690    14.1658  32.669060     1.8931 6.5890e+02    305.193    108.838      1.675    26.4010    19.5210    1493.98 0.0000e+00
        416 23 May 2025 11:21:30      1.767    14.1385  32.648449     1.9007 5.3498e+02    303.785    108.041      1.751    26.4012    19.5265    1493.89 0.0000e+00
        417 23 May 2025 11:21:30      1.849    14.1041  32.620319     1.5307 6.5445e+02    302.366    107.225      1.832    26.3995    19.5318    1493.77 0.0000e+00
        418 23 May 2025 11:21:30      1.933    14.0626  32.584167     1.5421 8.2745e+02    300.841    106.415      1.916    26.3955    19.5369    1493.63 0.0000e+00
        419 23 May 2025 11:21:30      2.022    14.0145  32.537369     1.5536 6.0722e+02    299.409    105.728      2.003    26.3864    19.5392    1493.46 0.0000e+00
        420 23 May 2025 11:21:30      2.112    13.9587  32.478832     1.5383 4.3181e+02    298.064    105.137      2.093    26.3720    19.5390    1493.26 0.0000e+00
        421 23 May 2025 11:21:32      2.205    13.8924  32.413784     1.8320 4.2610e+02    297.319    104.784      2.184    26.3589    19.5416    1493.03 0.0000e+00
        422 23 May 2025 11:21:32      2.298    13.8154  32.350391     1.8359 4.9453e+02    296.825    104.521      2.277    26.3546    19.5531    1492.77 0.0000e+00
        423 23 May 2025 11:21:32      2.393    13.7314  32.293415     1.7824 5.5437e+02    296.441    104.276      2.371    26.3608    19.5740    1492.49 0.0000e+00
        424 23 May 2025 11:21:32      2.489    13.6457  32.242653     1.7729 5.0468e+02    296.409    104.131      2.466    26.3738    19.6004    1492.22 0.0000e+00
        425 23 May 2025 11:21:32      2.585    13.5613  32.194984     2.1639 3.8825e+02    296.130    103.893      2.561    26.3887    19.6279    1491.96 0.0000e+00
        426 23 May 2025 11:21:33      2.681    13.4778  32.145931     2.1944 3.0440e+02    296.015    103.717      2.657    26.4017    19.6538    1491.69 0.0000e+00
        427 23 May 2025 11:21:33      2.778    13.3918  32.090324     2.3547 2.8610e+02    295.689    103.484      2.753    26.4105    19.6768    1491.42 0.0000e+00
        428 23 May 2025 11:21:33      2.876    13.2998  32.025986     2.3680 3.8825e+02    294.855    103.103      2.850    26.4156    19.6979    1491.11 0.0000e+00
        429 23 May 2025 11:21:33      2.973    13.2000  31.958395     2.9440 2.6690e+02    293.902    102.667      2.946    26.4230    19.7223    1490.78 0.0000e+00
        430 23 May 2025 11:21:33      3.071    13.0947  31.893818     2.9479 2.2261e+02    292.788    102.171      3.043    26.4370    19.7526    1490.44 0.0000e+00
        431 23 May 2025 11:21:33      3.168    12.9878  31.829967     2.8544 2.3820e+02    291.205    101.587      3.139    26.4528    19.7846    1490.10 0.0000e+00
        432 23 May 2025 11:21:34      3.266    12.8800  31.761900     2.8544 2.0177e+02    289.206    100.887      3.236    26.4653    19.8140    1489.75 0.0000e+00
        433 23 May 2025 11:21:34      3.364    12.7688  31.690702     4.0198 1.7784e+02    287.225    100.231      3.334    26.4774    19.8436    1489.38 0.0000e+00
        434 23 May 2025 11:21:34      3.464    12.6535  31.622707     4.0198 1.7077e+02    284.939     99.464      3.432    26.4953    19.8783    1489.01 0.0000e+00
        435 23 May 2025 11:21:34      3.564    12.5383  31.564259     3.5086 1.7630e+02    282.778     98.733      3.531    26.5220    19.9197    1488.64 0.0000e+00
        436 23 May 2025 11:21:34      3.664    12.4305  31.517998     3.5143 1.7503e+02    280.659     98.008      3.631    26.5549    19.9645    1488.31 0.0000e+00
        437 23 May 2025 11:21:36      3.764    12.3367  31.481167     3.5925 1.6825e+02    278.671     97.319      3.730    26.5868    20.0058    1488.03 0.0000e+00
        438 23 May 2025 11:21:36      3.864    12.2584  31.449024     3.6727 1.5330e+02    277.016     96.748      3.829    26.6122    20.0393    1487.79 0.0000e+00
        439 23 May 2025 11:21:36      3.964    12.1917  31.418482     3.6975 1.3774e+02    275.837     96.339      3.928    26.6309    20.0656    1487.58 0.0000e+00
        440 23 May 2025 11:21:36      4.064    12.1314  31.387249     4.2620 1.3392e+02    274.669     95.928      4.027    26.6445    20.0867    1487.39 0.0000e+00
        441 23 May 2025 11:21:36      4.166    12.0728  31.355350     4.2716 1.3500e+02    273.402     95.475      4.128    26.6562    20.1061    1487.20 0.0000e+00
        442 23 May 2025 11:21:37      4.269    12.0132  31.324940     4.3116 1.2876e+02    272.426     95.094      4.230    26.6701    20.1272    1487.01 0.0000e+00
        443 23 May 2025 11:21:37      4.372    11.9530  31.297676     4.3326 1.2080e+02    271.534     94.671      4.332    26.6873    20.1511    1486.82 0.0000e+00
        444 23 May 2025 11:21:37      4.475    11.8940  31.275486     4.9830 1.1312e+02    270.598     94.188      4.434    26.7086    20.1778    1486.64 0.0000e+00
        445 23 May 2025 11:21:37      4.578    11.8381  31.259111     4.9830 1.0914e+02    269.352     93.600      4.536    26.7331    20.2064    1486.47 0.0000e+00
        446 23 May 2025 11:21:37      4.680    11.7876  31.246428     5.2577 1.0904e+02    267.784     92.954      4.638    26.7574    20.2339    1486.33 0.0000e+00
        447 23 May 2025 11:21:38      4.783    11.7426  31.238234     5.2539 1.0264e+02    265.725     92.189      4.739    26.7819    20.2607    1486.20 0.0000e+00
        448 23 May 2025 11:21:38      4.885    11.7036  31.241253     6.1275 9.8770e+01    262.429     91.018      4.840    26.8128    20.2913    1486.10 0.0000e+00
        449 23 May 2025 11:21:38      4.987    11.6731  31.257349     6.1236 9.6679e+01    258.523     89.624      4.942    26.8501    20.3254    1486.04 0.0000e+00
        450 23 May 2025 11:21:38      5.090    11.6534  31.279654     8.5632 9.0588e+01    253.345     87.776      5.044    26.8854    20.3562    1486.01 0.0000e+00
        451 23 May 2025 11:21:38      5.192    11.6434  31.303169     8.5575 8.7975e+01    247.930     85.852      5.145    26.9150    20.3808    1486.01 0.0000e+00
        452 23 May 2025 11:21:38      5.294    11.6389  31.326363    16.5188 8.6773e+01    242.571     83.957      5.245    26.9403    20.4012    1486.03 0.0000e+00
        453 23 May 2025 11:21:39      5.395    11.6365  31.347635    16.5169 8.5028e+01    237.011     81.991      5.346    26.9621    20.4185    1486.05 0.0000e+00
        454 23 May 2025 11:21:39      5.497    11.6345  31.365324    15.0692 8.2414e+01    231.496     80.032      5.447    26.9804    20.4330    1486.07 0.0000e+00
        455 23 May 2025 11:21:39      5.600    11.6323  31.377174    15.0597 7.7933e+01    225.904     78.036      5.548    26.9932    20.4433    1486.08 0.0000e+00
        456 23 May 2025 11:21:39      5.703    11.6294  31.381674    15.9333 7.4994e+01    220.630     76.156      5.651    26.9995    20.4487    1486.08 0.0000e+00
        457 23 May 2025 11:21:39      5.807    11.6246  31.378691    15.9504 7.3728e+01    215.626     74.390      5.754    27.0002    20.4500    1486.06 0.0000e+00
        458 23 May 2025 11:21:41      5.910    11.6160  31.367561    19.6965 7.4034e+01    210.722     72.681      5.856    26.9958    20.4482    1486.03 0.0000e+00
        459 23 May 2025 11:21:41      6.013    11.6013  31.346045    19.7023 6.9628e+01    205.609     70.911      5.958    26.9860    20.4430    1485.96 0.0000e+00
        460 23 May 2025 11:21:41      6.116    11.5781  31.311939    23.7650 6.6783e+01    200.290     69.081      6.060    26.9703    20.4349    1485.87 0.0000e+00
        461 23 May 2025 11:21:41      6.219    11.5439  31.269226    23.7860 6.5899e+01    194.797     67.192      6.162    26.9545    20.4285    1485.73 0.0000e+00
        462 23 May 2025 11:21:41      6.322    11.4988  31.229088    23.7650 6.3069e+01    189.269     65.288      6.264    26.9490    20.4318    1485.56 0.0000e+00
        463 23 May 2025 11:21:42      6.425    11.4490  31.199064    23.9900 6.1774e+01    184.217     63.538      6.367    26.9566    20.4461    1485.40 0.0000e+00
        464 23 May 2025 11:21:42      6.529    11.4023  31.178247    23.9881 6.0493e+01    178.664     61.613      6.470    26.9706    20.4649    1485.25 0.0000e+00
        465 23 May 2025 11:21:42      6.633    11.3631  31.162504    19.7538 5.8594e+01    174.314     60.106      6.572    26.9841    20.4819    1485.13 0.0000e+00
        466 23 May 2025 11:21:42      6.736    11.3306  31.148006    19.7480 5.2948e+01    170.721     58.863      6.675    26.9939    20.4950    1485.03 0.0000e+00
        467 23 May 2025 11:21:42      6.840    11.3014  31.133236    21.4609 5.3226e+01    168.100     57.957      6.778    27.0010    20.5054    1484.93 0.0000e+00
        468 23 May 2025 11:21:42      6.944    11.2730  31.118853    21.4609 4.8848e+01    166.576     57.422      6.881    27.0079    20.5156    1484.84 0.0000e+00
        469 23 May 2025 11:21:43      7.048    11.2453  31.104429    16.2823 4.6213e+01    166.060     57.215      6.984    27.0143    20.5252    1484.75 0.0000e+00
        470 23 May 2025 11:21:43      7.152    11.2187  31.088173    16.2804 4.5981e+01    166.150     57.212      7.087    27.0182    20.5326    1484.66 0.0000e+00
        471 23 May 2025 11:21:43      7.255    11.1924  31.069670    14.4684 4.3624e+01    166.772     57.392      7.189    27.0196    20.5381    1484.57 0.0000e+00
        472 23 May 2025 11:21:43      7.358    11.1653  31.050701    14.4875 4.0440e+01    167.618     57.654      7.291    27.0212    20.5438    1484.48 0.0000e+00
        473 23 May 2025 11:21:43      7.460    11.1371  31.035112    12.4008 3.7859e+01    168.950     58.085      7.392    27.0269    20.5529    1484.39 0.0000e+00
        474 23 May 2025 11:21:45      7.562    11.1092  31.026644    12.4065 3.7001e+01    170.580     58.621      7.493    27.0392    20.5671    1484.31 0.0000e+00
        475 23 May 2025 11:21:45      7.665    11.0846  31.025005     9.8583 3.4715e+01    172.722     59.335      7.595    27.0556    20.5839    1484.24 0.0000e+00
        476 23 May 2025 11:21:45      7.767    11.0659  31.026878     9.8526 3.3625e+01    175.121     60.139      7.697    27.0711    20.5990    1484.19 0.0000e+00
