       Scan DD MMM YYYY HH:MM:SS       PrdM     Tv290C    C0mS/cm  FlECO-AFLPar/sat/log Sbeox0Mm/L   Sbeox0PS      DepSM      Sal00  Sigma-é00       SvCM       Flag
        946 23 May 2025 09:22:00     30.278    10.1298  36.913696     4.4026 4.1465e+00    281.401     99.206     30.000    33.6635    25.8870    1489.17 0.0000e+00
        960 23 May 2025 09:22:04     31.287    10.1277  36.913137     4.6840 3.2261e+00    281.440     99.220     31.000    33.6645    25.8882    1489.18 0.0000e+00
        975 23 May 2025 09:22:08     32.296    10.1279  36.914373     5.2549 2.4583e+00    281.216     99.141     32.000    33.6651    25.8887    1489.20 0.0000e+00
        991 23 May 2025 09:22:12     33.306    10.1278  36.914841     5.1126 1.8492e+00    280.986     99.060     33.000    33.6653    25.8888    1489.21 0.0000e+00
       1006 23 May 2025 09:22:15     34.315    10.1276  36.915279     5.9404 1.4214e+00    280.878     99.022     34.000    33.6654    25.8889    1489.23 0.0000e+00
       1022 23 May 2025 09:22:19     35.324    10.1279  36.915994     4.9608 1.1468e+00    281.505     99.245     35.000    33.6654    25.8889    1489.25 0.0000e+00
       1051 23 May 2025 09:22:27     36.334    10.1310  36.919492     5.3154 8.9759e-01    281.119     99.120     36.000    33.6656    25.8886    1489.28 0.0000e+00
       1077 23 May 2025 09:22:33     35.324    10.1347  36.921676     4.8842 1.1259e+00    281.220     99.154     35.000    33.6649    25.8873    1489.27 0.0000e+00
       1091 23 May 2025 09:22:37     34.315    10.1332  36.920351     6.3458 1.5212e+00    281.327     99.195     34.000    33.6654    25.8880    1489.25 0.0000e+00
       1106 23 May 2025 09:22:40     33.306    10.1343  36.921109     5.3986 1.9595e+00    280.663     98.962     33.000    33.6655    25.8879    1489.24 0.0000e+00
       1121 23 May 2025 09:22:44     32.296    10.1349  36.921756     6.1827 2.5575e+00    280.839     99.022     32.000    33.6661    25.8882    1489.22 0.0000e+00
       1136 23 May 2025 09:22:48     31.287    10.1345  36.920337     5.7273 3.3354e+00    281.423     99.226     31.000    33.6655    25.8878    1489.20 0.0000e+00
       1150 23 May 2025 09:22:51     30.278    10.1337  36.918507     4.6834 4.2265e+00    281.879     99.392     30.000    33.6648    25.8874    1489.18 0.0000e+00
       1165 23 May 2025 09:22:55     29.268    10.1346  36.919155     5.0464 5.3262e+00    284.387    100.297     29.000    33.6651    25.8875    1489.17 0.0000e+00
       1180 23 May 2025 09:22:59     28.259    10.1423  36.926098     3.7710 6.3996e+00    291.110    102.698     28.000    33.6655    25.8864    1489.18 0.0000e+00
       1195 23 May 2025 09:23:02     27.250    10.1567  36.937578     3.0493 7.6313e+00    295.039    104.101     27.000    33.6642    25.8829    1489.22 0.0000e+00
       1209 23 May 2025 09:23:06     26.241    10.1659  36.944490     3.2130 8.9635e+00    295.950    104.429     26.000    33.6631    25.8805    1489.23 0.0000e+00
       1224 23 May 2025 09:23:10     25.231    10.1697  36.946533     3.0582 1.0626e+01    296.082    104.490     25.000    33.6621    25.8790    1489.23 0.0000e+00
       1238 23 May 2025 09:23:13     24.222    10.1748  36.951175     3.0950 1.2686e+01    296.276    104.587     24.000    33.6625    25.8785    1489.23 0.0000e+00
       1252 23 May 2025 09:23:17     23.213    10.1832  36.960864     3.7538 1.5200e+01    297.427    105.073     23.000    33.6649    25.8789    1489.25 0.0000e+00
       1267 23 May 2025 09:23:20     22.203    10.2101  36.991624     3.7128 1.7802e+01    300.352    106.246     22.000    33.6716    25.8795    1489.33 0.0000e+00
       1281 23 May 2025 09:23:24     21.194    10.2623  37.049066     3.0396 2.1043e+01    303.881    107.595     21.000    33.6817    25.8785    1489.52 0.0000e+00
       1295 23 May 2025 09:23:27     20.185    10.3114  37.094338     2.7863 2.4803e+01    307.958    109.140     20.000    33.6823    25.8705    1489.68 0.0000e+00
       1309 23 May 2025 09:23:31     19.175    10.3550  37.134754     3.2079 2.9203e+01    310.156    109.971     19.000    33.6832    25.8637    1489.82 0.0000e+00
       1323 23 May 2025 09:23:34     18.166    10.3839  37.156685     2.6463 3.3103e+01    311.115    110.348     18.000    33.6790    25.8554    1489.90 0.0000e+00
       1337 23 May 2025 09:23:38     17.157    10.3998  37.169781     2.4388 3.7900e+01    312.450    110.869     17.000    33.6779    25.8518    1489.94 0.0000e+00
       1351 23 May 2025 09:23:42     16.148    10.4194  37.187597     3.4499 4.4367e+01    313.031    111.127     16.000    33.6781    25.8485    1489.99 0.0000e+00
       1366 23 May 2025 09:23:45     15.138    10.4397  37.206255     3.9431 5.3680e+01    313.830    111.506     15.000    33.6786    25.8454    1490.05 0.0000e+00
       1380 23 May 2025 09:23:49     14.129    10.4735  37.238484     4.5928 6.2245e+01    315.917    112.324     14.000    33.6802    25.8408    1490.15 0.0000e+00
       1394 23 May 2025 09:23:52     13.120    10.5101  37.266372     4.9861 7.3576e+01    320.018    113.902     13.000    33.6749    25.8302    1490.26 0.0000e+00
       1408 23 May 2025 09:23:56     12.111    10.5534  37.305068     3.6770 8.5077e+01    322.130    114.782     12.000    33.6742    25.8222    1490.39 0.0000e+00
       1422 23 May 2025 09:23:59     11.101    10.6071  37.349105     3.2818 9.0443e+01    319.593    113.931     11.000    33.6692    25.8089    1490.56 0.0000e+00
       1436 23 May 2025 09:24:03     10.092    10.6431  37.368838     2.1730 1.0902e+02    317.812    113.336     10.000    33.6562    25.7925    1490.66 0.0000e+00
       1450 23 May 2025 09:24:06      9.083    10.6568  37.375511     2.6577 1.2354e+02    319.438    114.113      9.000    33.6508    25.7858    1490.68 0.0000e+00
       1464 23 May 2025 09:24:10      8.073    10.7099  37.425483     2.9911 1.4613e+02    322.868    115.564      8.000    33.6523    25.7777    1490.86 0.0000e+00
       1478 23 May 2025 09:24:13      7.065    10.8203  37.510208     1.8452 1.6958e+02    323.783    116.000      7.000    33.6359    25.7454    1491.21 0.0000e+00
       1491 23 May 2025 09:24:17      6.055    10.8758  37.551463     1.9913 2.1368e+02    324.584    116.369      6.000    33.6265    25.7282    1491.38 0.0000e+00
       1505 23 May 2025 09:24:20      5.046    10.9110  37.579276     1.8133 2.7967e+02    325.284    116.670      5.000    33.6223    25.7187    1491.48 0.0000e+00
       1519 23 May 2025 09:24:23      4.037    10.9366  37.600039     1.6749 3.8800e+02    326.520    117.329      4.000    33.6199    25.7123    1491.55 0.0000e+00
       1535 23 May 2025 09:24:28      3.027    11.0394  37.619424     1.2855 5.3552e+02    326.959    117.756      3.000    33.5457    25.6361    1491.81 0.0000e+00
       1554 23 May 2025 09:24:32      2.018    11.2905  37.415036     1.3977 7.3047e+02    324.569    117.080      2.000    33.1167    25.2572    1492.15 0.0000e+00
       1573 23 May 2025 09:24:37      1.009    11.5255  37.096550     1.2164 1.1151e+03    318.319    114.300      1.000    32.5956    24.8096    1492.33 0.0000e+00
